"brand","Series","PartNo","DetailLink","dataSheet","Core","Clock speed [max]","DMIPS","Flash","RAM","EEPROM","GPIO","USB","USB (speed)","USB (type)","CAN","UART","I²C","SPI","ADC channels","ADC","ADC sample rate","Comparators","DAC","Timers","Timer","SCTimer / PWM","PWM","Package name","Temperature range","Temperature sensor","IOH","Supply voltage [min]","Supply voltage [max]","Product status","Demoboard","Product category"
"nxp","Microcontrollers---Product series---LPC1100","LPC11E37HFBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11E37HFBD64.html","http://www.nxp.com/documents/data_sheet/LPC11E3X.pdf","Cortex-M0","50","42","128","10","4","54","","","","","1","1","","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP64","-40 °C to +85 °C","","Y","1.8","3.6","Production","OM13062","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11E66JBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11E66JBD48.html","http://www.nxp.com/documents/data_sheet/LPC11E6X.pdf","Cortex-M0+","50","42","64","12","4","36","","","","","4","2","","8","12","2 Msps","","","2; 2","16; 32","2","6","LQFP48","-40 °C to +105 °C","","N","2.4","3.6","Production","","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11E67JBD100","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11E67JBD100.html","http://www.nxp.com/documents/data_sheet/LPC11E6X.pdf","Cortex-M0+","50","42","128","20","4","80","","","","","5","2","","12","12","2 Msps","","","2; 2","16; 32","2","6","LQFP100","-40 °C to +105 °C","","N","2.4","3.6","Production","","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11E67JBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11E67JBD48.html","http://www.nxp.com/documents/data_sheet/LPC11E6X.pdf","Cortex-M0+","50","42","128","20","4","36","","","","","4","2","","8","12","2 Msps","","","2; 2","16; 32","2","6","LQFP48","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13058","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11E67JBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11E67JBD64.html","http://www.nxp.com/documents/data_sheet/LPC11E6X.pdf","Cortex-M0+","50","42","128","20","4","50","","","","","4","2","","10","12","2 Msps","","","2; 2","16; 32","2","6","LQFP64","-40 °C to +105 °C","","N","1.8","3.6","Production","","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11E68JBD100","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11E68JBD100.html","http://www.nxp.com/documents/data_sheet/LPC11E6X.pdf","Cortex-M0+","50","42","256","36","4","80","","","","","5","2","","12","12","2 Msps","","","2; 2","16; 32","2","6","LQFP100","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13058","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11E68JBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11E68JBD48.html","http://www.nxp.com/documents/data_sheet/LPC11E6X.pdf","Cortex-M0+","50","42","256","36","4","36","","","","","4","2","","8","12","2 Msps","","","2; 2","16; 32","2","6","LQFP48","-40 °C to +105 °C","","N","2.4","3.6","Production","","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11E68JBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11E68JBD64.html","http://www.nxp.com/documents/data_sheet/LPC11E6X.pdf","Cortex-M0+","50","42","256","36","4","50","","","","","4","2","","8","10","2 Msps","","","2; 2","16; 32","2","11","LQFP64","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13058","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U12FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U12FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U1X.pdf","Cortex-M0","50","42","16","6","","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13014; OM13017; OM13018; OM13021; OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U12FHN33","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U12FHN33.html","http://www.nxp.com/documents/data_sheet/LPC11U1X.pdf","Cortex-M0","50","42","16","6","","26","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","HVQFN32","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13014; OM13017; OM13018; OM13021; OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U13FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U13FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U1X.pdf","Cortex-M0","50","42","24","6","","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13014; OM13017; OM13018; OM13021; OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U14FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U14FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U1X.pdf","Cortex-M0","50","42","32","6","","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13014; OM13017; OM13018; OM13021; OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U14FET48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U14FET48.html","http://www.nxp.com/documents/data_sheet/LPC11U1X.pdf","Cortex-M0","50","42","32","6","","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","TFBGA48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13014; OM13017; OM13018; OM13021; OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U14FHI33","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U14FHI33.html","http://www.nxp.com/documents/data_sheet/LPC11U1X.pdf","Cortex-M0","50","42","32","6","","26","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","HVQFN32","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13021; OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U14FHN33","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U14FHN33.html","http://www.nxp.com/documents/data_sheet/LPC11U1X.pdf","Cortex-M0","50","42","32","6","","26","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","HVQFN32","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13014; OM13017; OM13021; OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U22FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U22FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U2X.pdf","Cortex-M0","50","42","16","2","1","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U23FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U23FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U2X.pdf","Cortex-M0","50","42","24","2","1","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U24FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U24FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U2X.pdf","Cortex-M0","50","42","32","2","2","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041; OM13066","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U24FBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U24FBD64.html","http://www.nxp.com/documents/data_sheet/LPC11U2X.pdf","Cortex-M0","50","42","32","2","4","54","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP64","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041; OM13066","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U24FET48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U24FET48.html","http://www.nxp.com/documents/data_sheet/LPC11U2X.pdf","Cortex-M0","50","42","32","2","2","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","TFBGA48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041; OM13066","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U24FHI33","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U24FHI33.html","http://www.nxp.com/documents/data_sheet/LPC11U2X.pdf","Cortex-M0","50","42","32","2","2","26","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","HVQFN32","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U24FHN33","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U24FHN33.html","http://www.nxp.com/documents/data_sheet/LPC11U2X.pdf","Cortex-M0","50","42","32","2","4","26","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","HVQFN32","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U34FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U34FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","40","10","4","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U34FHN33","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U34FHN33.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","40","10","4","26","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","HVQFN32","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U35FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U35FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","64","10","4","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U35FBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U35FBD64.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","64","10","4","54","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP64","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U35FET48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U35FET48.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","64","12","4","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","TFBGA48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U35FHI33","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U35FHI33.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","64","12","4","26","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","HVQFN32","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U35FHN33","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U35FHN33.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","64","10","4","26","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","HVQFN32","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U36FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U36FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","96","10","4","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U36FBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U36FBD64.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","96","10","4","54","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP64","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U37FBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U37FBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","128","10","4","40","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U37FBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U37FBD64.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","128","12","4","54","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP64","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13032; OM13033; OM13041","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U37HFBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U37HFBD64.html","http://www.nxp.com/documents/data_sheet/LPC11U3X.pdf","Cortex-M0","50","42","128","12","4","54","1","FS","device","","1","1","2","8","10","400 ksps","","","2; 2","16; 32","1","11","LQFP64","-40 °C to +85 °C","","Y","1.8","3.6","Production","OM13062; OM13074","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U66JBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U66JBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U6X.pdf","Cortex-M0+","50","42","64","12","4","34","1","FS","device","","3","2","","8","12","2 Msps","","","6","32","2","19","LQFP48","-40 °C to +85 °C","","N","2.4","3.6","Production","","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U67JBD100","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U67JBD100.html","http://www.nxp.com/documents/data_sheet/LPC11U6X.pdf","Cortex-M0+","50","42","256","20","","80","1","FS","device","","5","2","","12","12","2 Msps","","","6","32","2","19","LQFP100","-40 °C to +85 °C","","N","2.4","3.6","Production","","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U67JBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U67JBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U6X.pdf","Cortex-M0+","50","42","128","20","4","34","1","FS","device","","3","2","","8","12","2 Msps","","","6","32","2","19","LQFP48","-40 °C to +85 °C","","N","2.4","3.6","Production","OM13058; OM13065","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U67JBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U67JBD64.html","http://www.nxp.com/documents/data_sheet/LPC11U6X.pdf","Cortex-M0+","50","42","256","20","4","48","1","FS","device","","3","2","","10","12","2 Msps","","","6","32","2","19","LQFP64","-40 °C to +85 °C","","N","2.4","3.6","Production","","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U68JBD100","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U68JBD100.html","http://www.nxp.com/documents/data_sheet/LPC11U6X.pdf","Cortex-M0+","50","42","256","36","","80","1","FS","device","","5","2","","12","12","2 Msps","","","6","32","2","19","LQFP100","-40 °C to +85 °C","","N","2.4","3.6","Production","OM13058; OM13065","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U68JBD48","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U68JBD48.html","http://www.nxp.com/documents/data_sheet/LPC11U6X.pdf","Cortex-M0+","50","42","256","36","4","34","1","FS","device","","3","2","","8","12","2 Msps","","","6","32","2","19","LQFP48","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13058; OM13065","030-LPC1100-"
"nxp","Microcontrollers---Product series---LPC1100","LPC11U68JBD64","http://www.nxp.com/products/microcontrollers/product_series/lpc1100/LPC11U68JBD64.html","http://www.nxp.com/documents/data_sheet/LPC11U6X.pdf","Cortex-M0+","50","42","256","36","4","48","1","FS","device","","3","2","","10","12","2 Msps","","","6","32","2","19","LQFP64","-40 °C to +85 °C","","N","1.8","3.6","Production","OM13058; OM13065","030-LPC1100-"
