"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","预算报价（不含税）(CNY)","封装类型和焊端数","内核：类型","工作频率 (Max) (MHz) ","内核：内核数量 (Spec)","缓存 (KB) ","L2缓存 (Max) (KB) ","内部RAM (KB) ","支持外部存储器","外部总线接口","工作环境温度 (Min-Max) (°C) ","I/O 工作电压 (Max) (V) ","Junction Temperature (Max) (&#186;C)","GPIOs","内核：性能(MIPS)","PLC代码","Pin count","PLC描述","功耗 (Max) (W) ","功耗 (Typ) (W) ","总线频率 (Max) (MHz) ","无铅","认证级别","RoHS","内核：工作电压 (Spec) (V) ","USB","USB features","SPI","Ethernet Type","以太网","通信协议","I2C","协处理器频率 (Max) (MHz) ","协处理器类型","TDM","DMA通道总数","最后发货日期","最后订单日期","CAN","UART","CAN Type","其他特性","安全","eTSEC","Junction Temperature (Min) (&#186;C)","定时器类型","HDLC","SMC","SCC","替代部件"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377CVRANGA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377CVRANGA","PowerQUICC, 32 Bit Power Arch SoC, 800MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, -40 to 105C, Rev 1","-","-","100 @ CNY322.88 each","TEPBGA 689","e300","800","1","32","-","-","DDR1, DRAM, SDRAM","PCI, PCI-Express","-40 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","3","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377ECVRAGDA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377ECVRAGDA","PowerQUICC, 32 Bit Power Arch SoC, 400MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, SEC,-40 to 105C, Rev 1","-","-","100 @ CNY240.80 each","TEPBGA 689","e300","400","1","32","-","-","DDR1, DDR2, EPROM, FLASH","PCI, PCI-Express","-40 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","3","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377ECVRALGA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377ECVRALGA","PowerQUICC, 32 Bit Power Arch SoC, 667MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, SEC,-40 to 105C, Rev 1","-","-","100 @ CNY301.01 each","TEPBGA 689","e300","667","1","32","-","-","DDR1, DDR2, EPROM, FLASH","PCI, PCI-Express","-40 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","3","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377ECVRANGA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377ECVRANGA","PowerQUICC, 32 Bit Power Arch SoC, 800MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, SEC,-40 to 105C, Rev 1","-","-","100 @ CNY355.25 each","TEPBGA 689","e300","800","1","32","-","-","SDRAM, DRAM, DDR2, DDR1","PCI, PCI-Express","-40 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","3","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377EVRAGDA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377EVRAGDA","PowerQUICC, 32 Bit Power Arch SoC, 400MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, SEC, 0 to 105C, Rev 1","-","-","100 @ CNY218.92 each","TEPBGA 689","e300","400","1","32","-","-","FLASH, EPROM, DDR2, DDR1","PCI, PCI-Express","0 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","3","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377EVRAJFA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377EVRAJFA","PowerQUICC, 32 Bit Power Arch SoC, 533MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, SEC, 0 to 105C, Rev 1","-","-","100 @ CNY240.80 each","TEPBGA 689","e300","533","1","32","-","-","DDR1, DDR2, EPROM, FLASH","PCI, PCI-Express","0 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","3","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377EVRALGA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377EVRALGA","PowerQUICC, 32 Bit Power Arch SoC, 667MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, SEC, 0 to 105C, Rev 1","-","-","100 @ CNY273.67 each","TEPBGA 689","e300","667","1","32","-","-","DDR1, DDR2, EPROM, FLASH","PCI, PCI-Express","0 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","3","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377EVRANGA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377EVRANGA","PowerQUICC, 32 Bit Power Arch SoC, 800MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, SEC, 0 to 105C, Rev 1","-","-","100 @ CNY322.95 each","TEPBGA 689","e300","800","1","32","-","-","SDRAM, DRAM, DDR2, DDR1","PCI, PCI-Express","0 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","3","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377VRAGDA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377VRAGDA","PowerQUICC, 32 Bit Power Arch SoC, 400MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, 0 to 105C, Rev 1","-","-","100 @ CNY199.02 each","TEPBGA 689","e300","400","1","32","-","-","FLASH, EPROM, DDR2, DDR1","PCI, PCI-Express","0 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377VRAJFA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377VRAJFA","PowerQUICC, 32 Bit Power Arch SoC, 533MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, 0 to 105C, Rev 1","-","-","100 @ CNY218.92 each","TEPBGA 689","e300","533","1","32","-","-","FLASH, EPROM, DDR2, DDR1","PCI, PCI-Express","0 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377VRALGA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377VRALGA","PowerQUICC, 32 Bit Power Arch SoC, 667MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, 0 to 105C, Rev 1","-","-","100 @ CNY248.74 each","TEPBGA 689","e300","667","1","32","-","-","FLASH, EPROM, DDR2, DDR1","PCI, PCI-Express","0 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8377E","MPC8377VRANGA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8377E&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-pro-83xx/powerquicc-ii-pro-processor-with-ddr2-pci-pci-express-sata-1-gb-ethernet-usb-security:MPC8377E?&fpsp=1&tab=Documentation_Tab#MPC8377VRANGA","PowerQUICC, 32 Bit Power Arch SoC, 800MHz, DDR1/2, PCI/PCIe, 1GbE, USB, SATA, 0 to 105C, Rev 1","-","-","100 @ CNY293.51 each","TEPBGA 689","e300","800","1","32","-","-","SDRAM, DRAM, DDR2, DDR1","PCI, PCI-Express","0 to 125","1.9","125","-","-","3","689","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","133","-","10-YEARS APPLICATION LIFE","-","-","-","USB 2.0","1","1GBaseT","2","Ethernet","1","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TCVR100A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TCVR100A","PowerQUICC, 32 Bit Power Architecture, 100MHz, Communications Processor, -40 to 100C","-","-","100 @ CNY106.95 each","PBGA 256","MPC8xx","100","1","4","-","-","DRAM, EPROM, SRAM","PCMCIA","-40 to 100","-","-","-","-","4","256","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","1","Fast Ethernet","-","Transparent, IrDA, HDLC, Ethernet","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","2","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TCVR50A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TCVR50A","PowerQUICC, 32 Bit Power Architecture, 50MHz, Communications Processor, -40 to 100C","-","-","100 @ CNY72.87 each","PBGA 256","MPC8xx","50","1","4","-","-","DRAM, EPROM, SRAM","PCMCIA","-40 to 100","-","-","-","-","4","256","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","1","Fast Ethernet","-","Transparent, IrDA, HDLC, Ethernet","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","2","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TCVR66A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TCVR66A","PowerQUICC, 32 Bit Power Architecture, 66MHz, Communications Processor, -40 to 100C","-","-","100 @ CNY82.22 each","PBGA 256","MPC8xx","66","1","8","-","8","EDO, EPROM, FLASH, SDRAM, SRAM","PCMCIA","-40 to 100","3.3","100","59","87","4","256","PRODUCT MATURITY/SATURATION(4)","0.18","0.15","66","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","66","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TCVR80A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TCVR80A","PowerQUICC, 32 Bit Power Architecture, 80MHz, Communications Processor, -40 to 100C","-","-","100 @ CNY92.96 each","PBGA 256","MPC8xx","80","1","4","-","-","DRAM, EPROM, SRAM","PCMCIA","-40 to 100","-","-","-","-","4","256","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","1","Fast Ethernet","-","Transparent, IrDA, HDLC, Ethernet","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","2","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TCZT100A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TCZT100A","PowerQUICC, 32 Bit Power Architecture, 100MHz, Communications Processor, -40 to 100C","-","-","100 @ CNY117.63 each","PBGA 256","MPC8xx","100","1","8","-","8","EDO, EPROM, FLASH, SDRAM, SRAM","PCMCIA","-40 to 100","3.3","100","59","132","4","256","PRODUCT MATURITY/SATURATION(4)","0.25","0.21","50","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","100","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TCZT50A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TCZT50A","PowerQUICC, 32 Bit Power Architecture, 50MHz, Communications Processor, -40 to 100C","-","-","100 @ CNY80.12 each","PBGA 256","MPC8xx","50","1","8","-","8","EDO, EPROM, FLASH, SDRAM, SRAM","PCMCIA","-40 to 100","3.3","100","59","66","4","256","PRODUCT MATURITY/SATURATION(4)","0.14","0.11","50","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","50","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TCZT66A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TCZT66A","PowerQUICC, 32 Bit Power Architecture, 6MHz, Communications Processor, -40 to 100C","-","-","100 @ CNY90.48 each","PBGA 256","MPC8xx","66","1","8","-","8","EDO, EPROM, FLASH, SDRAM, SRAM","PCMCIA","-40 to 100","3.3","100","59","87","4","256","PRODUCT MATURITY/SATURATION(4)","0.18","0.15","66","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","66","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TVR100A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TVR100A","PowerQUICC, 32 Bit Power Architecture, 100MHz, Communications Processor, 0 to 95C","-","-","100 @ CNY99.00 each","PBGA 256","MPC8xx","100","1","8","-","8","EDO, EPROM, FLASH, SDRAM, SRAM","PCMCIA","0 to 95","3.3","95","59","132","4","256","PRODUCT MATURITY/SATURATION(4)","0.25","0.21","50","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","100","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TVR50A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TVR50A","PowerQUICC, 32 Bit Power Architecture, 50MHz, Communications Processor, 0 to 95C","-","-","100 @ CNY67.40 each","PBGA 256","MPC8xx","50","1","8","-","8","EDO, EPROM, FLASH, SDRAM, SRAM","PCMCIA","0 to 95","3.3","95","59","-","4","256","PRODUCT MATURITY/SATURATION(4)","0.25","0.21","50","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","100","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TVR66A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TVR66A","PowerQUICC, 32 Bit Power Architecture, 66MHz, Communications Processor, 0 to 95C","-","-","100 @ CNY76.17 each","PBGA 256","MPC8xx","66","1","8","-","8","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","3.3","95","59","87","4","256","PRODUCT MATURITY/SATURATION(4)","0.18","0.15","66","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","66","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TVR80A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TVR80A","PowerQUICC, 32 Bit Power Architecture, 80MHz, Communications Processor, 0 to 95C","-","-","100 @ CNY86.09 each","PBGA 256","MPC8xx","80","1","8","-","8","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","3.3","95","59","106","4","256","PRODUCT MATURITY/SATURATION(4)","0.2","0.17","40","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","80","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TZT100A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TZT100A","PowerQUICC, 32 Bit Power Architecture, 100MHz, Communications Processor, 0 to 95C","-","-","100 @ CNY108.92 each","PBGA 256","MPC8xx","100","1","8","-","8","EDO, EPROM, FLASH, SDRAM, SRAM","PCMCIA","0 to 95","3.3","95","59","132","4","256","PRODUCT MATURITY/SATURATION(4)","0.25","0.21","50","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","100","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TZT50A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TZT50A","PowerQUICC, 32 Bit Power Architecture, 50MHz, Communications Processor, 0 to 95C","-","-","100 @ CNY74.14 each","PBGA 256","MPC8xx","50","1","8","-","8","EDO, EPROM, FLASH, SDRAM, SRAM","PCMCIA","0 to 95","3.3","95","59","66","4","256","PRODUCT MATURITY/SATURATION(4)","0.14","0.11","50","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","50","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC852T","MPC852TZT66A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC852T&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-2-scc-1-smc-10-100-ethernet:MPC852T?&fpsp=1&tab=Documentation_Tab#MPC852TZT66A","PowerQUICC, 32 Bit Power Architecture, 66MHz, Communications Processor, 0 to 95C","-","-","100 @ CNY83.81 each","PBGA 256","MPC8xx","66","1","8","-","8","EDO, EPROM, FLASH, SDRAM, SRAM","PCMCIA","0 to 95","3.3","95","59","87","4","256","PRODUCT MATURITY/SATURATION(4)","0.18","0.15","66","-","10-YEARS APPLICATION LIFE","-","1.8","-","-","-","10/100 BaseT","-","Ethernet, UTOPIA, Transparent, PIP, PCMCIA, HDLC, GCI","-","66","CPM","-","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
