"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","预算报价（不含税）(CNY)","封装类型和焊端数","通信协议","数据传输速率 (Min) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Spec) (kbps) ","供电电压 (Min-Max) (V) ","接口和输入控制","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性-模拟","RoHS","PLC代码","Pin count","PLC描述","无铅","认证级别","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性 - 电源管理","线性/LDO稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","开关升压稳压器数量","SafeAssure 功能安全","支持的MCU","GPIOs","供电电压 (Typ) (V) ","内核：内核数量 (Spec)","内部RAM (KB) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---收发器","MC34CM0902","MC34CM0902WEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34CM0902&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/dual-can-high-speed-transceiver:MC34CM0902?&fpsp=1&tab=Documentation_Tab#MC34CM0902WEFR2","Transceiver, Physical Layer,  Dual CAN HS with wakeup, no timeout, SOIC 14, Reel","-","-","-","CAN Physical Interfaces, Comm Transceivers","1000 @ CNY5.98 each","SOIC 14","CAN","-","1000","-","4.5 to 5.5","-","-40 to 85","Overcurrent Protected Bus, Overtemperature, Undervoltage Detection","-","3.3/5.0V SPI Interface, Standby with CAN Wake-Up, Vdd/Vio Monitoring","-","2","14","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33CM0902","MC33CM0902WEF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33CM0902&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/dual-can-high-speed-transceiver:MC33CM0902?&fpsp=1&tab=Documentation_Tab#MC33CM0902WEF","Transceiver, Physical Layer ,Dual CAN HS with  wakeup, timeout,  SOIC 14, Rail","-","-","-","CAN Physical Interfaces, Comm Transceivers","1000 @ CNY6.87 each","SOIC 14","CAN","-","1000","-","4.5 to 5.5","-","-40 to 125","Overcurrent Protected Bus, Overtemperature, Undervoltage Detection, TXD Dominant Timeout","-","3.3/5.0V SPI Interface, Standby with CAN Wake-Up, Vdd/Vio Monitoring","-","2","14","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33CM0902","MC33CM0902WEFR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33CM0902&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/transceivers/can-physical-interfaces/dual-can-high-speed-transceiver:MC33CM0902?&fpsp=1&tab=Documentation_Tab#MC33CM0902WEFR2","Transceiver, Physical Layer, Dual CAN HS with wakeup, timeout, SOIC 14, Reel","-","-","-","CAN Physical Interfaces, Comm Transceivers","1000 @ CNY6.87 each","SOIC 14","CAN","-","1000","-","4.5 to 5.5","-","-40 to 125","Overcurrent Protected Bus, Overtemperature, Undervoltage Detection, TXD Dominant Timeout","-","3.3/5.0V SPI Interface, Standby with CAN Wake-Up, Vdd/Vio Monitoring","-","2","14","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33989","MC33989PEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33989&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-with-high-speed-can:MC33989?&fpsp=1&tab=Documentation_Tab#MC33989PEG","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY14.94 each","SOIC 28","CAN","60","1000","-","5.5 to 27","SPI","-40 to 125","Undervoltage Lockout, Overtemperature, Output Current, Overcurrent Protected Bus","SPI","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Ext. Series Pass Transistor, 4 Programmable Wakeups, 1HSS Additional Switch Output, Reset, Watchdog, Sleep Mode, Stop Mode","2","0","-","-","0","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33989","MC33989PEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33989&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-with-high-speed-can:MC33989?&fpsp=1&tab=Documentation_Tab#MC33989PEGR2","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY14.94 each","SOIC 28","CAN","60","1000","-","5.5 to 27","SPI","-40 to 125","Undervoltage Lockout, Overtemperature, Output Current, Overcurrent Protected Bus","SPI","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Ext. Series Pass Transistor, 4 Programmable Wakeups, 1HSS Additional Switch Output, Reset, Watchdog, Sleep Mode, Stop Mode","2","0","-","-","0","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33911","MC33911BAC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33911&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-system-basis-chip-with-dc-motor-predriver:MC33911?&fpsp=1&tab=Documentation_Tab#MC33911BAC","System Basis Chip, LIN,  1x 5.0V/60mA LDOs, DC Motor Predriver, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY8.08 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Undervoltage Detection, Overvoltage, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33911","MC33911BACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33911&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-system-basis-chip-with-dc-motor-predriver:MC33911?&fpsp=1&tab=Documentation_Tab#MC33911BACR2","System Basis Chip, LIN,  1x 5.0V/60mA LDOs, DC Motor Predriver, QFP 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY8.08 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Undervoltage Detection, Overvoltage, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33911","MC33911G5AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33911&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-system-basis-chip-with-dc-motor-predriver:MC33911?&fpsp=1&tab=Documentation_Tab#MC33911G5AC","System Basis Chip, LIN,  1x 5.0V/60mA LDOs, DC Motor Predriver, Enhanced EMC, QFP 32, Tray","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY8.08 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33911","MC33911G5ACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33911&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-system-basis-chip-with-dc-motor-predriver:MC33911?&fpsp=1&tab=Documentation_Tab#MC33911G5ACR2","System Basis Chip, LIN,  1x 5.0V/60mA LDOs, DC Motor Predriver, Enhanced EMC, QFP 32, Reel","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY8.08 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33911","MC34911BAC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33911&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-system-basis-chip-with-dc-motor-predriver:MC33911?&fpsp=1&tab=Documentation_Tab#MC34911BAC","System Basis Chip, LIN,  1x 5.0V/60mA LDOs, DC Motor Predriver, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY7.76 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Overvoltage, Undervoltage Detection, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33911","MC34911BACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33911&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-system-basis-chip-with-dc-motor-predriver:MC33911?&fpsp=1&tab=Documentation_Tab#MC34911BACR2","System Basis Chip, LIN,  1x 5.0V/60mA LDOs, DC Motor Predriver, QFP 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY7.76 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Overvoltage, Undervoltage Detection, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33911","MC34911G5AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33911&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-system-basis-chip-with-dc-motor-predriver:MC33911?&fpsp=1&tab=Documentation_Tab#MC34911G5AC","System Basis Chip, LIN,  1x 5.0V/60mA LDOs, DC Motor Predriver, Enhanced EMC, QFP 32, Tray","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY7.76 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33911","MC34911G5ACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33911&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-system-basis-chip-with-dc-motor-predriver:MC33911?&fpsp=1&tab=Documentation_Tab#MC34911G5ACR2","System Basis Chip, LIN,  1x 5.0V/60mA LDOs, DC Motor Predriver, Enhanced EMC, QFP 32, Reel","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY7.76 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33908","MC33908LAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33908&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/safe-system-basis-chip-with-buck-and-boost-dc-dc-up-to-1.5a-on-vcore:MC33908?&fpsp=1&tab=Documentation_Tab#MC33908LAE","System Basis Chip, CAN/LIN, 5V , 1.5A VCORE, QFP 48, Tray","-","-","-","Linear Regulators, System Basis Chip","1000 @ CNY20.98 each","LQFP-EP 48","CAN, LIN","-","-","-","-1 to 40","-","-40 to 125","Undervoltage, Short Circuit, Overvoltage Protect, Overtemperature, Bus Short Circuit to Battery, Overcurrent, Overcurrent Protected Bus","SPI","Diagnostics Reporting, Sleep Mode, Wake, Watchdog Timer","-","2","48","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Reset, Watchdog","3","2","-","-","1","ISO 26262","MPC5777C, MPC5777M","6","14","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33908","MC33908LAER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33908&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/safe-system-basis-chip-with-buck-and-boost-dc-dc-up-to-1.5a-on-vcore:MC33908?&fpsp=1&tab=Documentation_Tab#MC33908LAER2","System Basis Chip, CAN/LIN, 5V , 1.5A VCORE, QFP 48, Reel","-","-","-","Linear Regulators, System Basis Chip","1000 @ CNY20.98 each","LQFP-EP 48","CAN, LIN","-","-","-","-1 to 40","-","-40 to 125","Undervoltage, Short Circuit, Overvoltage Protect, Overtemperature, Bus Short Circuit to Battery, Overcurrent, Overcurrent Protected Bus","SPI","Diagnostics Reporting, Sleep Mode, Wake, Watchdog Timer","-","2","48","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Reset, Watchdog","3","2","-","-","1","ISO 26262","MPC5777C, MPC5777M","6","14","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33908","MC33908NAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33908&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/safe-system-basis-chip-with-buck-and-boost-dc-dc-up-to-1.5a-on-vcore:MC33908?&fpsp=1&tab=Documentation_Tab#MC33908NAE","System Basis Chip, CAN ONLY, 5V , 1.5A VCORE, QFP 48, Tray","-","-","-","Linear Regulators, System Basis Chip","1000 @ CNY19.33 each","LQFP-EP 48","CAN","-","-","-","-1 to 40","-","-40 to 125","Undervoltage, Short Circuit, Overvoltage Protect, Overtemperature, Bus Short Circuit to Battery, Overcurrent, Overcurrent Protected Bus","SPI","Diagnostics Reporting, Sleep Mode, Wake, Watchdog Timer","-","2","48","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Reset, Watchdog","3","2","-","-","1","ISO 26262","MPC5777C, MPC5777M","6","14","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33908","MC33908NAER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33908&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/safe-system-basis-chip-with-buck-and-boost-dc-dc-up-to-1.5a-on-vcore:MC33908?&fpsp=1&tab=Documentation_Tab#MC33908NAER2","System Basis Chip, CAN ONLY, 5V , 1.5A VCORE, QFP 48, Reel","-","-","-","Linear Regulators, System Basis Chip","1000 @ CNY19.33 each","LQFP-EP 48","CAN","-","-","-","-1 to 40","-","-40 to 125","Undervoltage, Short Circuit, Overvoltage Protect, Overtemperature, Bus Short Circuit to Battery, Overcurrent, Overcurrent Protected Bus","SPI","Diagnostics Reporting, Sleep Mode, Wake, Watchdog Timer","-","2","48","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Interrupt Output, Reset, Watchdog","3","2","-","-","1","ISO 26262","MPC5777C, MPC5777M","6","14","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33910","MC33910BAC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33910&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-2x60-ma-high-side-drivers:MC33910?&fpsp=1&tab=Documentation_Tab#MC33910BAC","System Basis Chip, LIN, 1x 5.0V/60mA LDOs, High-Side Drivers, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY7.31 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Undervoltage Detection, Overvoltage, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33910","MC33910BACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33910&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-2x60-ma-high-side-drivers:MC33910?&fpsp=1&tab=Documentation_Tab#MC33910BACR2","System Basis Chip, LIN, 1x 5.0V/60mA LDOs, High-Side Drivers, QFP 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY7.31 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Undervoltage Detection, Overvoltage, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33910","MC33910G5AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33910&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-2x60-ma-high-side-drivers:MC33910?&fpsp=1&tab=Documentation_Tab#MC33910G5AC","System Basis Chip, LIN, 1x 5.0V/60mA LDOs, High-Side Drivers, Enhanced EMC, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY7.31 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Undervoltage Detection, Thermal Shutdown, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33910","MC33910G5ACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33910&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-2x60-ma-high-side-drivers:MC33910?&fpsp=1&tab=Documentation_Tab#MC33910G5ACR2","System Basis Chip, LIN, 1x 5.0V/60mA LDOs, High-Side Drivers, Enhanced EMC, QFP 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY7.31 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Undervoltage Detection, Thermal Shutdown, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33910","MC34910BAC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33910&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-2x60-ma-high-side-drivers:MC33910?&fpsp=1&tab=Documentation_Tab#MC34910BAC","System Basis Chip, LIN, 1x 5.0V/60mA LDOs, High-Side Drivers, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY6.61 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Undervoltage Detection, Overvoltage, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33910","MC34910BACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33910&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-2x60-ma-high-side-drivers:MC33910?&fpsp=1&tab=Documentation_Tab#MC34910BACR2","System Basis Chip, LIN, 1x 5.0V/60mA LDOs, High-Side Drivers, QFP 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY6.61 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Overvoltage, Undervoltage Detection, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33910","MC34910G5AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33910&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-2x60-ma-high-side-drivers:MC33910?&fpsp=1&tab=Documentation_Tab#MC34910G5AC","System Basis Chip, LIN, 1x 5.0V/60mA LDOs, High-Side Drivers, Enhanced EMC, QFP 32, Tray","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY6.80 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33910","MC34910G5ACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33910&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-2x60-ma-high-side-drivers:MC33910?&fpsp=1&tab=Documentation_Tab#MC34910G5ACR2","System Basis Chip, LIN, 1x 5.0V/60mA LDOs, High-Side Drivers, Enhanced EMC, QFP 32, Reel","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY6.80 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","Watchdog","1","-","5.0","0.05","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33912","MC33912BAC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC33912BAC","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY9.22 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Undervoltage Detection, Overvoltage, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","2","-","5.0, 5.0","0.05, 0.02","-","-","-","-","-","-","-","-","-","-","-"
