"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","认证级别","内部闪存 (KB) ","内部RAM (KB) ","EEPROM (KB) ","内核：类型","工作频率 (Max) (MHz) ","总线频率 (Max) (MHz) ","CAN","I2C","SPI","供电电压 (Min-Max) (V) ","GPIOs","工作环境温度 (Min-Max) (°C) ","定时器特性","其他特性","ADC (ch)","PWM (bit)","ADC (bit)","ADC","PWM (ch)","PLC代码","Pin count","PLC描述","PWM","无铅","RoHS","SCI","定时器","内核：内核数量 (Spec)","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性-模拟","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","诊断","通信协议","器件功能","保护","内核：工作电压 (Spec) (V) ","定时器类型","CAN Type","SLIC","USB features","USB","视频/显示功能","UART","供电电压 (Typ) (V) ","待机功能","状态","替代部件"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2CTG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2CTG","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+85degC, Automotive Qualified, SOP 16","-","TSSOP 16","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","12","-40 to 85","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","8","-","10","8-ch. 10-bit","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2CTGR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2CTGR","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+85degC, Automotive Qualified, SOP 16","-","TSSOP 16","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","12","-40 to 85","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","8","-","10","8-ch. 10-bit","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2CTJ","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2CTJ","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+85degC, Automotive Qualified, SOP 20","-","TSSOP 20","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","16","-40 to 85","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","12","-","10","12-ch. 10-bit","-","4","20","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2CTJR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2CTJR","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+85degC, Automotive Qualified, SOP 20","-","TSSOP 20","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","16","-40 to 85","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","12","-","10","12-ch. 10-bit","-","4","20","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2MSC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2MSC","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+125degC, Automotive Qualified, SOIC 8","-","SOIC 8","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","-","2.7 to 5.5","4","-40 to 125","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","4","-","10","4-ch. 10-bit","-","4","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2MTG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2MTG","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+125degC, Automotive Qualified, SOP 16","-","TSSOP 16","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","12","-40 to 125","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","8","-","10","8-ch. 10-bit","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2MTGR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2MTGR","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+125degC, Automotive Qualified, SOP 16","-","TSSOP 16","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","12","-40 to 125","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","8","-","10","8-ch. 10-bit","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2MTJ","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2MTJ","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+125degC, Automotive Qualified, SOP 20","-","TSSOP 20","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","16","-40 to 125","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","12","-","10","12-ch. 10-bit","-","4","20","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2MTJR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2MTJR","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+125degC, Automotive Qualified, SOP 20","-","TSSOP 20","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","16","-40 to 125","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","12","-","10","12-ch. 10-bit","-","4","20","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2VTG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2VTG","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+105degC, Automotive Qualified, SOP 16","-","TSSOP 16","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","12","-40 to 105","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","8","-","10","8-ch. 10-bit","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2VTGR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2VTGR","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+105degC, Automotive Qualified, SOP 16","-","TSSOP 16","1 @ CNY7.38 each","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","20","20","-","1","1","2.7 to 5.5","12","-40 to 105","Input Capture, Output Compare, PWM, Realtime Interrupts","Analog Comparator, COP, Internal Clock Generator, KBI, Low Voltage Detect, POR, Temperature Sensor","8","-","10","8-ch. 10-bit","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2VTJ","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2VTJ","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+105degC, Automotive Qualified, SOP 20","-","TSSOP 20","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","16","-40 to 105","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","12","-","10","12-ch. 10-bit","-","4","20","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08SG","S9S08SG8E2VTJR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08SG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-small-package-sg-mcus:S08SG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2VTJR","8-bit MCU, S08 core, 8KB Flash, 40MHz, -40/+105degC, Automotive Qualified, SOP 20","-","TSSOP 20","-","AUTO; >=10 YEARS APPLICATION LIFE","8","0.512","-","S08","40","20","-","1","1","2.7 to 5.5","16","-40 to 105","Input Capture, Output Compare, PWM, Realtime Interrupts","Temperature Sensor, POR, Low Voltage Detect, KBI, Internal Clock Generator, COP, Analog Comparator","12","-","10","12-ch. 10-bit","-","4","20","PRODUCT MATURITY/SATURATION(4)","-","-","-","1","2-ch. 16 bit, 2-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QB","MC9S08QB4CGK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qb-mcus:S08QB?&fpsp=1&tab=Documentation_Tab#MC9S08QB4CGK","S08QB 8-bit MCU, S08 core, 4KB Flash, 20MHz, QFN 24","-","QFN-EP 24","10000 @ CNY4.01 each","10-YEARS APPLICATION LIFE","4","0.256","-","S08","20","10","-","-","-","1.8 to 3.6","20","-40 to 85","PWM, Output Compare, Input Capture","Analog Comparator, COP, KBI, Low Voltage Detect, ICS","8","-","12","8-ch. 12-bit","-","3","24","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QB","MC9S08QB4CTG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qb-mcus:S08QB?&fpsp=1&tab=Documentation_Tab#MC9S08QB4CTG","S08QB 8-bit MCU, S08 core, 4KB Flash, 20MHz, SOP 16","-","TSSOP 16","10000 @ CNY4.26 each","10-YEARS APPLICATION LIFE","4","0.256","-","S08","20","10","-","-","-","1.8 to 3.6","14","-40 to 85","PWM, Output Compare, Input Capture","Analog Comparator, COP, KBI, Low Voltage Detect, ICS","8","-","12","8-ch. 12-bit","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QB","MC9S08QB4CWL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qb-mcus:S08QB?&fpsp=1&tab=Documentation_Tab#MC9S08QB4CWL","S08QB 8-bit MCU, S08 core, 4KB Flash, 20MHz, SOIC 28","-","SOIC 28","10000 @ CNY4.83 each","10-YEARS APPLICATION LIFE","4","0.256","-","S08","20","10","-","-","-","1.8 to 3.6","24","-40 to 85","PWM, Output Compare, Input Capture","Analog Comparator, COP, KBI, Low Voltage Detect, ICS","8","-","12","8-ch. 12-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QB","MC9S08QB8CGK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qb-mcus:S08QB?&fpsp=1&tab=Documentation_Tab#MC9S08QB8CGK","S08QB 8-bit MCU, S08 core, 8KB Flash, 20MHz, QFN 24","-","QFN-EP 24","10000 @ CNY4.32 each","10-YEARS APPLICATION LIFE","8","0.512","-","S08","20","10","-","-","-","1.8 to 3.6","20","-40 to 85","PWM, Output Compare, Input Capture","Analog Comparator, COP, KBI, Low Voltage Detect, ICS","8","-","12","8-ch. 12-bit","-","3","24","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QB","MC9S08QB8CTG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qb-mcus:S08QB?&fpsp=1&tab=Documentation_Tab#MC9S08QB8CTG","S08QB 8-bit MCU, S08 core, 8KB Flash, 20MHz, SOP 16","-","TSSOP 16","10000 @ CNY4.71 each","10-YEARS APPLICATION LIFE","8","0.512","-","S08","20","10","-","-","-","1.8 to 3.6","14","-40 to 85","PWM, Output Compare, Input Capture","Analog Comparator, COP, KBI, Low Voltage Detect, ICS","8","-","12","8-ch. 12-bit","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QB","MC9S08QB8CTGR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qb-mcus:S08QB?&fpsp=1&tab=Documentation_Tab#MC9S08QB8CTGR","S08QB 8-bit MCU, S08 core, 8KB Flash, 20MHz, SOP 16","-","TSSOP 16","10000 @ CNY4.77 each","10-YEARS APPLICATION LIFE","8","0.512","-","S08","20","10","-","-","-","1.8 to 3.6","14","-40 to 85","PWM, Output Compare, Input Capture","Analog Comparator, COP, KBI, Low Voltage Detect, ICS","8","-","12","8-ch. 12-bit","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QB","MC9S08QB8CWL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qb-mcus:S08QB?&fpsp=1&tab=Documentation_Tab#MC9S08QB8CWL","S08QB 8-bit MCU, S08 core, 8KB Flash, 20MHz, SOIC 28","-","SOIC 28","10000 @ CNY5.21 each","10-YEARS APPLICATION LIFE","8","0.512","-","S08","20","10","-","-","-","1.8 to 3.6","24","-40 to 85","PWM, Output Compare, Input Capture","Analog Comparator, COP, KBI, Low Voltage Detect, ICS","8","-","12","8-ch. 12-bit","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","1-ch. 16 bit, 1-ch. 8 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QA","MC9S08QA2CDNE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qa-mcus:S08QA?&fpsp=1&tab=Documentation_Tab#MC9S08QA2CDNE","S08QA 8-bit MCU, S08 core, 2KB Flash, 20MHz, SOIC 8","-","SOIC 8","10000 @ CNY3.62 each","10-YEARS APPLICATION LIFE","2","0.16","-","S08","20","10","-","-","-","1.8 to 3.6","5","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, KBI","4","8","10","4-ch. 10-bit","4","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","4-ch. 8-bit","-","-","-","1-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QA","MC9S08QA2CFQE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qa-mcus:S08QA?&fpsp=1&tab=Documentation_Tab#MC9S08QA2CFQE","S08QA 8-bit MCU, S08 core, 2KB Flash, 20MHz, QFN 8","-","DFN-EP 8","10000 @ CNY3.62 each","10-YEARS APPLICATION LIFE","2","0.16","-","S08","20","10","-","-","-","1.8 to 3.6","5","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, KBI","4","8","10","4-ch. 10-bit","4","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","4-ch. 8-bit","-","-","-","1-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QA","MC9S08QA2CPAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qa-mcus:S08QA?&fpsp=1&tab=Documentation_Tab#MC9S08QA2CPAE","S08QA 8-bit MCU, S08 core, 2KB Flash, 20MHz, DIP 8","-","DIP 8","10000 @ CNY3.88 each","10-YEARS APPLICATION LIFE","2","0.16","-","S08","20","10","-","-","-","1.8 to 3.6","5","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, KBI","4","8","10","4-ch. 10-bit","4","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","4-ch. 8-bit","-","-","-","1-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QA","MC9S08QA4CDNE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qa-mcus:S08QA?&fpsp=1&tab=Documentation_Tab#MC9S08QA4CDNE","S08QA 8-bit MCU, S08 core, 4KB Flash, 20MHz, SOIC 8","-","SOIC 8","10000 @ CNY4.07 each","10-YEARS APPLICATION LIFE","4","0.256","-","S08","20","10","-","-","-","1.8 to 3.6","5","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, KBI","4","8","10","4-ch. 10-bit","4","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","4-ch. 8-bit","-","-","-","1-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QA","MC9S08QA4CFQE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qa-mcus:S08QA?&fpsp=1&tab=Documentation_Tab#MC9S08QA4CFQE","S08QA 8-bit MCU, S08 core, 4KB Flash, 20MHz, QFN 8","-","DFN-EP 8","10000 @ CNY4.07 each","10-YEARS APPLICATION LIFE","4","0.256","-","S08","20","10","-","-","-","1.8 to 3.6","5","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, KBI","4","8","10","4-ch. 10-bit","4","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","4-ch. 8-bit","-","-","-","1-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08QA","MC9S08QA4CPAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08QA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-qa-mcus:S08QA?&fpsp=1&tab=Documentation_Tab#MC9S08QA4CPAE","S08QA 8-bit MCU, S08 core, 4KB Flash, 20MHz, DIP 8","-","DIP 8","10000 @ CNY3.82 each","10-YEARS APPLICATION LIFE","4","0.256","-","S08","20","10","-","-","-","1.8 to 3.6","5","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, KBI","4","8","10","4-ch. 10-bit","4","3","8","PRODUCT STABLE GROWTH/MATURITY(3)","4-ch. 8-bit","-","-","-","1-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08RN","S9S08RN16W2MLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08RN&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-eeprom-with-tsi-for-body-electronics-mcus:S08RN?&fpsp=1&tab=Documentation_Tab#S9S08RN16W2MLC","8-bit MCU, S08 core, 16KB Flash, 20MHz, -40/+125degC, Automotive Qualified, QFP 32","-","LQFP 32","-","AUTO; >=10 YEARS APPLICATION LIFE","16","2","0.256","-","20","-","-","1","1","2.7 to 5.5","26","-40 to 125","-","BDM, RTC Analog Comparator, Touch Sensing Interface, Watchdog","12","-","12","12-ch. 12-bit","-","2","32","PRODUCT RAPID GROWTH(2)","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-"
