"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","封装类型和焊端数","内核：类型","工作频率 (Max) (MHz) ","内核：内核数量 (Spec)","工作环境温度 (Min-Max) (°C) ","缓存 (KB) ","L2缓存 (Max) (KB) ","内部RAM (KB) ","支持外部存储器","多媒体","其他特性","视频/显示功能","PLC代码","Pin count","PLC描述","UART","I2C","USB features","定时器类型","SPI","总线频率 (Max) (MHz) ","定时器特性","定时器","无铅","认证级别","RoHS","内核：工作电压 (Spec) (V) ","Ethernet Type","以太网","I2S","CAN","CAN Type","通信协议","PWM (bit)","PWM (ch)","支持外部存储","外部总线接口","SCC","Camera interfaces","GPU 2D (BLIT)","Display resolution @60Hz (max)","Display interfaces","GPU 2D (Vector Graphics)","GPU 3D","Supported graphics libraries","USB features","Tamper detection","Media Local Bus (MLB)","Audio-specific modules","Debug &amp; Trace"," 片上SRAM (KB)","Boot ROM (KB)","External storage support","HW Video Encoder / Decoder","External memory support","DRAM frequency (max)(MHz)","ECSPI","以太网","SDIO","SATA","CAN","ESAI","PWM modules (resolution)","定时器","Additional security features","Watchdog","Temperature sensor","Recommended PMIC","Integrated power management","PCIe 2.0 (# Lane)","Linux","Android","Junction Temperature (Max) (&#186;C)","USB","Junction Temperature (Min) (&#186;C)","Package Type","Package pitch (mm)","外部总线宽度 (bit) ","HW Dev. Tools","Main CPU: Type","Package dimension (LxWxZ) (mm)","Pin compatible i.MX families","Main CPU: L2 Cache (max) (KB)","Main CPU: L2 Cache (max) (KB)","Main CPU: Number of cores","Main CPU: Operating frequency (max) (MHz)","Real-time companion CPU: I/D Cache (max)(KB)","ADC","Real-time companion CPU: Type","Real-time companion CPU: Operating frequency (max) (MHz)","Real-time companion CPU: Tightly-coupled memory (max)(KB)","替代部件"
"FSL","ARM 处理器---i.MX应用处理器","i.MX515","MCIMX515CJM6C","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX515&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx51-processors/applications-processors-advanced-hmi-high-performance-low-power-arm-cortex-a8-core:i.MX515?&fpsp=1&tab=Documentation_Tab#MCIMX515CJM6C","i.MX51 32-bit MPU, ARM Cortex-A8 core, 600MHz, MAPBGA 529","-","1000 @ CNY132.51 each","MAPBGA 529","ARM Cortex-A8","600","1","-40 to 85","32","256","128","FLASH, DDR2","Image Pre- and Post-Processor, Camera Interface, Video Encoders, Video Decoders, 2-D Graphics, 3-D Graphics","Smart Card Interface, Watchdog OSC/Timer, SPDIF Transmitter, Encryption Hw. Accelerator, Random Number Generator, PLL, Memory Management Unit (MMU), ATA Controller, External Memory Controller, Flash Media Interface, Floating Point Unit (FPU), Internal Clock Generator","LCD Controller","4","529","PRODUCT MATURITY/SATURATION(4)","3","2","USB OTG","Real Time Clock","2","200","Output Capture, Output Compare, PWM, Input Capture, Watchdog, Realtime Interrupts","-","-","10-YEARS APPLICATION LIFE","-","1.15","MAC (FEC) 10/100 Ethernet","-","3","-","-","IrDA","16","1","SD","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX515","MCIMX515CJM6CR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX515&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx51-processors/applications-processors-advanced-hmi-high-performance-low-power-arm-cortex-a8-core:i.MX515?&fpsp=1&tab=Documentation_Tab#MCIMX515CJM6CR2","i.MX51 32-bit MPU, ARM Cortex-A8 core, 600MHz, MAPBGA 529","-","1000 @ CNY132.51 each","MAPBGA 529","ARM Cortex-A8","600","1","-40 to 85","32","256","128","FLASH, DDR2","Video Encoders, Video Decoders, 2-D Graphics, 3-D Graphics, Image Pre- and Post-Processor, Camera Interface","Smart Card Interface, Watchdog OSC/Timer, SPDIF Transmitter, Encryption Hw. Accelerator, Random Number Generator, PLL, Memory Management Unit (MMU), Internal Clock Generator, Floating Point Unit (FPU), Flash Media Interface, External Memory Controller, ATA Controller","LCD Controller","4","529","PRODUCT MATURITY/SATURATION(4)","3","2","USB OTG","Real Time Clock","2","200","Input Capture, Output Capture, Output Compare, PWM, Realtime Interrupts, Watchdog","-","-","10-YEARS APPLICATION LIFE","-","1.15","MAC (FEC) 10/100 Ethernet","-","3","-","-","IrDA","16","1","SD","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX515","MCIMX515DJM8C","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX515&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx51-processors/applications-processors-advanced-hmi-high-performance-low-power-arm-cortex-a8-core:i.MX515?&fpsp=1&tab=Documentation_Tab#MCIMX515DJM8C","i.MX51 32-bit MPU, ARM Cortex-A8 core, 800MHz, MAPBGA 529","-","1000 @ CNY120.49 each","MAPBGA 529","ARM Cortex-A8","800","1","-20 to 85","32","256","128","FLASH, DDR2","Image Pre- and Post-Processor, Camera Interface, Video Encoders, Video Decoders, 2-D Graphics, 3-D Graphics","Smart Card Interface, Watchdog OSC/Timer, SPDIF Transmitter, Encryption Hw. Accelerator, Random Number Generator, PLL, Memory Management Unit (MMU), ATA Controller, External Memory Controller, Flash Media Interface, Floating Point Unit (FPU), Internal Clock Generator","LCD Controller","4","529","PRODUCT MATURITY/SATURATION(4)","3","2","USB OTG","Real Time Clock","2","200","Output Capture, Output Compare, PWM, Input Capture, Watchdog, Realtime Interrupts","-","-","5-YEARS APPLICATION LIFE","-","1.15","MAC (FEC) 10/100 Ethernet","-","3","-","-","IrDA","16","1","SD","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX515","MCIMX515DJM8CR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX515&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx51-processors/applications-processors-advanced-hmi-high-performance-low-power-arm-cortex-a8-core:i.MX515?&fpsp=1&tab=Documentation_Tab#MCIMX515DJM8CR2","i.MX51 32-bit MPU, ARM Cortex-A8 core, 800MHz, MAPBGA 529","-","1000 @ CNY120.49 each","MAPBGA 529","ARM Cortex-A8","800","1","-20 to 85","32","256","128","DDR2, FLASH","2-D Graphics, 3-D Graphics, Camera Interface, Image Pre- and Post-Processor, Video Decoders, Video Encoders","Watchdog OSC/Timer, Smart Card Interface, SPDIF Transmitter, Encryption Hw. Accelerator, Random Number Generator, PLL, Memory Management Unit (MMU), Internal Clock Generator, Floating Point Unit (FPU), Flash Media Interface, External Memory Controller, ATA Controller","LCD Controller","4","529","PRODUCT MATURITY/SATURATION(4)","3","2","USB OTG","Real Time Clock","2","200","Output Capture, Input Capture, Watchdog, Output Compare, PWM, Realtime Interrupts","-","-","5-YEARS APPLICATION LIFE","-","1.15","MAC (FEC) 10/100 Ethernet","-","3","-","-","IrDA","16","1","SD","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX515","MCIMX515DVK8C","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX515&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx51-processors/applications-processors-advanced-hmi-high-performance-low-power-arm-cortex-a8-core:i.MX515?&fpsp=1&tab=Documentation_Tab#MCIMX515DVK8C","i.MX51 32-bit MPU, ARM Cortex-A8 core, 800MHz, MAPBGA 527","-","1000 @ CNY120.49 each","MAPBGA 527","ARM Cortex-A8","800","1","-20 to 70","32","256","128","FLASH, DDR2","Video Encoders, Video Decoders, 2-D Graphics, 3-D Graphics, Image Pre- and Post-Processor, Camera Interface","Smart Card Interface, Watchdog OSC/Timer, SPDIF Transmitter, Encryption Hw. Accelerator, Random Number Generator, PLL, Memory Management Unit (MMU), Internal Clock Generator, Floating Point Unit (FPU), Flash Media Interface, External Memory Controller, ATA Controller","LCD Controller","4","527","PRODUCT MATURITY/SATURATION(4)","3","2","USB OTG","Real Time Clock","2","200","Output Capture, Output Compare, PWM, Input Capture, Watchdog, Realtime Interrupts","-","-","5-YEARS APPLICATION LIFE","-","1.15","MAC (FEC) 10/100 Ethernet","-","3","-","-","IrDA","16","1","MMC","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX286","MCIMX286CVM4B","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX286&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx28-processors/multimedia-applications-processors-dual-can-high-performance-low-power-arm9-core:i.MX286?&fpsp=1&tab=Documentation_Tab#MCIMX286CVM4B","i.MX28 32-bit MPU, ARM926EJ-S core, 454MHz, MAPBGA 289","-","1000 @ CNY42.35 each","MAPBGA 289","ARM9","454","1","-40 to 85","32","-","128","DDR2","-","External Memory Controller, Flash Media Interface, Memory Management Unit (MMU), PLL, Temperature Sensor, Watchdog OSC/Timer","LCD Controller","3","289","PRODUCT STABLE GROWTH/MATURITY(3)","6","2","USB 2.0, USB OTG","Real Time Clock","3","454","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","1","2","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX286","MCIMX286CVM4BR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX286&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx28-processors/multimedia-applications-processors-dual-can-high-performance-low-power-arm9-core:i.MX286?&fpsp=1&tab=Documentation_Tab#MCIMX286CVM4BR2","i.MX28 32-bit MPU, ARM926EJ-S core, 454MHz, MAPBGA 289","-","1000 @ CNY42.35 each","MAPBGA 289","ARM9","454","1","-40 to 85","32","-","128","DDR2","-","External Memory Controller, Flash Media Interface, Memory Management Unit (MMU), PLL, Temperature Sensor, Watchdog OSC/Timer","LCD Controller","3","289","PRODUCT STABLE GROWTH/MATURITY(3)","6","2","USB 2.0, USB OTG","Real Time Clock","3","454","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","1","2","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX286","MCIMX286DVM4B","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX286&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx28-processors/multimedia-applications-processors-dual-can-high-performance-low-power-arm9-core:i.MX286?&fpsp=1&tab=Documentation_Tab#MCIMX286DVM4B","i.MX28 32-bit MPU, ARM926EJ-S core, 454MHz, MAPBGA 289","-","1000 @ CNY38.53 each","MAPBGA 289","ARM9","454","1","-20 to 75","32","-","128","DDR2","-","External Memory Controller, Flash Media Interface, Memory Management Unit (MMU), PLL, Temperature Sensor, Watchdog OSC/Timer","LCD Controller","3","289","PRODUCT STABLE GROWTH/MATURITY(3)","6","2","USB 2.0, USB OTG","Real Time Clock","3","454","-","-","-","5-YEARS APPLICATION LIFE","-","-","-","1","2","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX351","MCIMX351AJQ5C","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX351&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx35-processors/multimedia-applications-processors-audio-connectivity-automotive-applications-enhanced-serial-audio-interface-esai-audio-arm11-core:i.MX351?&fpsp=1&tab=Documentation_Tab#MCIMX351AJQ5C","i.MX35 32-bit MPU, ARM1136JF-S core, 532MHz, MAPBGA 400","-","1000 @ CNY59.96 each","MAPBGA 400","ARM11","532","1","-40 to 85","16","128","128","SRAM, SDRAM, FLASH, DDR2, DDR","Camera Interface","Watchdog OSC/Timer, ATA Controller, Internal Clock Generator, External Memory Controller","-","4","400","PRODUCT MATURITY/SATURATION(4)","3","3","USB 2.0, USB OTG","Real Time Clock","-","133","Watchdog, Input Capture, Output Compare, PWM","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1.47","10/100 BaseT","-","2","-","FlexCAN","Ethernet, IrDA","16","1","SD, MMC","Local","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX351","MCIMX351AVM4B","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX351&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx35-processors/multimedia-applications-processors-audio-connectivity-automotive-applications-enhanced-serial-audio-interface-esai-audio-arm11-core:i.MX351?&fpsp=1&tab=Documentation_Tab#MCIMX351AVM4B","i.MX35 32-bit MPU, ARM1136JF-S core, 400MHz, MAPBGA 400","-","1000 @ CNY59.96 each","MAPBGA 400","ARM11","400","1","-40 to 85","16","128","128","DDR, DDR2, SDRAM, PSRAM","Camera Interface","ATA Controller, External Memory Controller, Internal Clock Generator, Watchdog OSC/Timer","-","4","400","PRODUCT MATURITY/SATURATION(4)","3","3","USB 2.0, USB OTG","Real Time Clock","-","133","Output Compare, PWM, Input Capture, Watchdog","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1.47","10/100 BaseT","-","2","-","FlexCAN","IrDA, Ethernet","16","1","SD","Local, PCMCIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX351","MCIMX351AVM4BR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX351&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx35-processors/multimedia-applications-processors-audio-connectivity-automotive-applications-enhanced-serial-audio-interface-esai-audio-arm11-core:i.MX351?&fpsp=1&tab=Documentation_Tab#MCIMX351AVM4BR2","i.MX35 32-bit MPU, ARM1136JF-S core, 400MHz, MAPBGA 400","-","1000 @ CNY59.96 each","MAPBGA 400","ARM11","400","1","-40 to 85","16","128","128","DDR, DDR2, SDRAM, PSRAM","Camera Interface","Watchdog OSC/Timer, Internal Clock Generator, External Memory Controller, ATA Controller","-","4","400","PRODUCT MATURITY/SATURATION(4)","3","3","USB 2.0, USB OTG","Real Time Clock","-","133","Output Compare, Watchdog, PWM, Input Capture","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1.47","10/100 BaseT","-","2","-","FlexCAN","IrDA, Ethernet","16","1","SD","PCMCIA, Local","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX31","MCIMX31CJKN5D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX31&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx31-processors/applications-processors-integrated-image-processing-unit-ipu-connectivity-arm11-core:i.MX31?&fpsp=1&tab=Documentation_Tab#MCIMX31CJKN5D","i.MX31 32-bit MPU, ARM1136JF-S core, 532MHz, MAPBGA 457","-","1000 @ CNY105.68 each","MAPBGA 457","ARM11","532","1","-40 to 85","16","128","16","PSRAM, SRAM, SDRAM, DDR","Camera Interface, Image Pre- and Post-Processor, 3-D Graphics, 2-D Graphics, Video Decoders, Video Encoders","Watchdog OSC/Timer, PLL, External Memory Controller, ATA Controller","LCD Controller","4","457","PRODUCT MATURITY/SATURATION(4)","5","3","USB 2.0, USB OTG","Real Time Clock","3","133","Watchdog, Realtime Interrupts, PWM, Output Compare, Input Capture","-","-","5-YEARS APPLICATION LIFE","-","1.65","-","-","2","-","-","-","16","1","SD","PCMCIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX31","MCIMX31CJMN4C","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX31&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx31-processors/applications-processors-integrated-image-processing-unit-ipu-connectivity-arm11-core:i.MX31?&fpsp=1&tab=Documentation_Tab#MCIMX31CJMN4C","i.MX31 32-bit MPU, ARM1136JF-S core, 532MHz, MAPBGA 473","-","1000 @ CNY124.05 each","MAPBGA 473","ARM11","532","1","-40 to 85","16","128","16","PSRAM, SRAM, SDRAM, DDR","Camera Interface, Image Pre- and Post-Processor, 3-D Graphics, 2-D Graphics, Video Decoders, Video Encoders","Watchdog OSC/Timer, PLL, External Memory Controller, ATA Controller","LCD Controller","4","473","PRODUCT MATURITY/SATURATION(4)","5","3","USB 2.0, USB OTG","Real Time Clock","3","133","Watchdog, Realtime Interrupts, PWM, Output Compare, Input Capture","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1.65","-","-","2","-","-","-","16","1","SD","PCMCIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX31","MCIMX31CJMN4CR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX31&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx31-processors/applications-processors-integrated-image-processing-unit-ipu-connectivity-arm11-core:i.MX31?&fpsp=1&tab=Documentation_Tab#MCIMX31CJMN4CR2","i.MX31 32-bit MPU, ARM1136JF-S core, 400MHz, MAPBGA 473","-","1000 @ CNY124.05 each","MAPBGA 473","ARM11","400","1","-40 to 85","16","128","16","SRAM, SDRAM, DDR","-","Watchdog OSC/Timer, PLL, External Memory Controller, ATA Controller","LCD Controller","4","473","PRODUCT MATURITY/SATURATION(4)","5","3","USB 2.0","Real Time Clock","3","133","Watchdog, Input Capture, Realtime Interrupts, PWM, Output Compare","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1.47","-","-","2","-","-","-","16","1","-","PCMCIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX31","MCIMX31CJMN4D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX31&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx31-processors/applications-processors-integrated-image-processing-unit-ipu-connectivity-arm11-core:i.MX31?&fpsp=1&tab=Documentation_Tab#MCIMX31CJMN4D","i.MX31 32-bit MPU, ARM1136JF-S core, 400MHz, MAPBGA 473","-","1000 @ CNY124.05 each","MAPBGA 473","ARM11","400","1","-40 to 85","16","128","16","SRAM, SDRAM, DDR","-","Watchdog OSC/Timer, PLL, External Memory Controller, ATA Controller","LCD Controller","4","473","PRODUCT MATURITY/SATURATION(4)","5","3","USB 2.0","Real Time Clock","3","133","Watchdog, Input Capture, Realtime Interrupts, PWM, Output Compare","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1.47","-","-","2","-","-","-","16","1","-","PCMCIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX31","MCIMX31CVKN5D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX31&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx31-processors/applications-processors-integrated-image-processing-unit-ipu-connectivity-arm11-core:i.MX31?&fpsp=1&tab=Documentation_Tab#MCIMX31CVKN5D","i.MX31 32-bit MPU, ARM1136JF-S core, 532MHz, MAPBGA 457","-","1000 @ CNY105.68 each","MAPBGA 457","ARM11","532","1","-40 to 85","16","128","16","DDR, SDRAM, PSRAM, SRAM","Camera Interface, Image Pre- and Post-Processor, 3-D Graphics, 2-D Graphics, Video Decoders, Video Encoders","Watchdog OSC/Timer, PLL, External Memory Controller, ATA Controller","LCD Controller","4","457","PRODUCT MATURITY/SATURATION(4)","5","3","USB OTG, USB 2.0","Real Time Clock","3","133","PWM, Realtime Interrupts, Input Capture, Output Compare, Watchdog","-","-","5-YEARS APPLICATION LIFE","-","1.65","-","-","2","-","-","-","16","1","SD","PCMCIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX31","MCIMX31CVMN4C","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX31&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx31-processors/applications-processors-integrated-image-processing-unit-ipu-connectivity-arm11-core:i.MX31?&fpsp=1&tab=Documentation_Tab#MCIMX31CVMN4C","i.MX31 32-bit MPU, ARM1136JF-S core, 400MHz, MAPBGA 473","-","1000 @ CNY124.05 each","MAPBGA 473","ARM11","400","1","-40 to 85","16","128","16","PSRAM, SRAM, SDRAM, DDR","2-D Graphics, 3-D Graphics, Image Pre- and Post-Processor, Camera Interface, Video Decoders, Video Encoders","Watchdog OSC/Timer, PLL, External Memory Controller, ATA Controller","LCD Controller","4","473","PRODUCT MATURITY/SATURATION(4)","5","3","USB OTG, USB 2.0","Real Time Clock","3","133","Input Capture, Output Compare, PWM, Realtime Interrupts, Watchdog","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1.47","-","-","2","-","-","-","16","1","SD","PCMCIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX31","MCIMX31CVMN4CR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX31&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx31-processors/applications-processors-integrated-image-processing-unit-ipu-connectivity-arm11-core:i.MX31?&fpsp=1&tab=Documentation_Tab#MCIMX31CVMN4CR2","i.MX31 32-bit MPU, ARM1136JF-S core, 400MHz, MAPBGA 473","-","1000 @ CNY124.05 each","MAPBGA 473","ARM11","400","1","-40 to 85","16","128","16","PSRAM, SRAM, SDRAM, DDR","2-D Graphics, 3-D Graphics, Image Pre- and Post-Processor, Camera Interface, Video Decoders, Video Encoders","Watchdog OSC/Timer, PLL, External Memory Controller, ATA Controller","LCD Controller","4","473","PRODUCT MATURITY/SATURATION(4)","5","3","USB OTG, USB 2.0","Real Time Clock","3","133","Input Capture, Output Compare, PWM, Realtime Interrupts, Watchdog","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1.47","-","-","2","-","-","-","16","1","SD","PCMCIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX31","MCIMX31CVMN4D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX31&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx31-processors/applications-processors-integrated-image-processing-unit-ipu-connectivity-arm11-core:i.MX31?&fpsp=1&tab=Documentation_Tab#MCIMX31CVMN4D","i.MX31 32-bit MPU, ARM1136JF-S core, 400MHz, MAPBGA 473","-","1000 @ CNY124.05 each","MAPBGA 473","ARM11","400","1","-40 to 85","16","128","16","DDR, SDRAM, PSRAM, SRAM","Camera Interface, Image Pre- and Post-Processor, 3-D Graphics, 2-D Graphics, Video Decoders, Video Encoders","Watchdog OSC/Timer, PLL, External Memory Controller, ATA Controller","LCD Controller","4","473","PRODUCT MATURITY/SATURATION(4)","5","3","USB OTG, USB 2.0","Real Time Clock","3","133","PWM, Realtime Interrupts, Input Capture, Output Compare, Watchdog","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1.47","-","-","2","-","-","-","16","1","SD","PCMCIA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
