"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","认证级别","内部闪存 (KB) ","内部RAM (KB) ","EEPROM (KB) ","内核：类型","工作频率 (Max) (MHz) ","总线频率 (Max) (MHz) ","CAN","I2C","LIN","SPI","供电电压 (Min-Max) (V) ","GPIOs","工作环境温度 (Min-Max) (°C) ","其他特性","ADC (ch)","PWM (bit)","SCI","ADC (bit)","PWM (ch)","PLC代码","Pin count","PLC描述","定时器特性","定时器","Debug &amp; Trace","PWM","内核：性能(MIPS)","ADC","无铅","RoHS","内核：工作电压 (Spec) (V) ","DAC (bit)","QSPI","CAN Type","其他模拟功能","5v VREG","SENT","SafeAssure 功能安全"," 物理层接口"," 高压输入"," 电机","定时器类型","DAC (ch)","DMA通道总数","PWM分辨率 (ps) ","独立的PWM模块","ADC转换时间 (ns) ","QSCI","模拟比较器","独立ADC模块","FlexMemory (kB) ","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性-模拟","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","通道数","诊断","通信协议","每路输出电流限值 (Min) (A) (ILIM)","器件功能","负载电流 (Typ) (A) (IL)","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","保护","接口和输入控制","负载电流 (Max) (A) (IL)","内核：内核数量 (Spec)","J1850","视频/显示功能","协处理器类型","协处理器频率 (Max) (MHz) ","器件","LCD分辨率"," 高电流GPIO / EVDD","状态","替代部件"
"FSL","其他处理器---16位微控制器","S12XS","MC9S12XS128MAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#MC9S12XS128MAE","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+125degC, QFP 64","-","QFP 64","1 @ CNY28.74 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","44","-40 to 125","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","12","8","4","64","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","MC9S12XS128MAL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#MC9S12XS128MAL","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+125degC, QFP 112","-","LQFP 112","1 @ CNY30.20 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","91","-40 to 125","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","16","8","2","12","8","4","112","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","16-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","MC9S12XS256CAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#MC9S12XS256CAE","16-bit MCU, S12X core, 256KB Flash, 40MHz, -40/+85degC, QFP 64","-","QFP 64","1 @ CNY30.08 each","AUTO; >=10 YEARS APPLICATION LIFE","256","12","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","44","-40 to 85","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR","8","8","2","12","8","4","64","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, PWM","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","MC9S12XS64CAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#MC9S12XS64CAE","16-bit MCU, S12X core, 64KB Flash, 40MHz, -40/+85degC, QFP 64","-","QFP 64","1 @ CNY23.97 each","10-YEARS APPLICATION LIFE","64","4","4","HCS12X","40","40","1","-","-","1","3.13 to 5.5","44","-40 to 85","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR","8","8","2","12","8","4","64","PRODUCT MATURITY/SATURATION(4)","Pulse Accumulator, Output Compare, Input Capture","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","MC9S12XS64MAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#MC9S12XS64MAE","16-bit MCU, S12X core, 64KB Flash, 40MHz, -40/+125degC, QFP 64","-","QFP 64","1 @ CNY26.39 each","10-YEARS APPLICATION LIFE","64","4","4","HCS12X","40","40","1","-","-","1","3.13 to 5.5","44","-40 to 125","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","12","8","4","64","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1CAA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1CAA","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 80","-","QFP 80","1 @ CNY21.36 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","59","-40 to 85","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","12","8","4","80","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1CAAR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1CAAR","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 80","-","QFP 80","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","59","-40 to 85","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","8","8","4","80","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 8-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1CAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1CAE","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY21.36 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","44","-40 to 85","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","12","8","4","64","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1CAER","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1CAER","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY21.36 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","44","-40 to 85","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR","8","8","2","12","8","4","64","PRODUCT MATURITY/SATURATION(4)","Pulse Accumulator, Output Compare, Input Capture","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1CAL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1CAL","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 112","-","LQFP 112","1 @ CNY22.76 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","91","-40 to 85","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","16","8","2","12","8","4","112","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","16-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1CALR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1CALR","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 112","-","LQFP 112","1 @ CNY22.76 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","91","-40 to 85","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR","16","8","2","12","8","4","112","PRODUCT MATURITY/SATURATION(4)","Pulse Accumulator, Output Compare, Input Capture","8-ch. 16 bit","-","8-ch. 8-bit","-","16-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1MAA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1MAA","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 80","-","QFP 80","1 @ CNY23.53 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","59","-40 to 125","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","12","8","4","80","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1MAAR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1MAAR","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 80","-","QFP 80","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","59","-40 to 125","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","8","8","4","80","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 8-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1MAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1MAE","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY23.53 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","44","-40 to 125","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","12","8","4","64","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1MAER","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1MAER","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 64","-","QFP 64","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","-","44","-40 to 125","Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR, COP","8","8","2","8","8","4","64","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 8-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1MAL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1MAL","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 112","-","LQFP 112","1 @ CNY24.99 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","91","-40 to 125","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","16","8","2","12","8","4","112","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","16-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1MALR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1MALR","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+125degC, Automotive Qualified, QFP 112","-","LQFP 112","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","91","-40 to 125","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR","16","8","2","12","8","4","112","PRODUCT MATURITY/SATURATION(4)","Pulse Accumulator, Output Compare, Input Capture","8-ch. 16 bit","-","8-ch. 8-bit","-","16-ch. 12-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1VAA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1VAA","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 80","-","QFP 80","1 @ CNY22.45 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","59","-40 to 105","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","12","8","4","80","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1VAAR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1VAAR","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 80","-","QFP 80","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","59","-40 to 105","POR, Low Voltage Detect, Internal Voltage Regulator, Internal Clock Generator, COP","8","8","2","8","8","4","80","PRODUCT MATURITY/SATURATION(4)","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 8-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1VAE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1VAE","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY22.45 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","44","-40 to 105","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR","8","8","2","8","8","4","64","PRODUCT MATURITY/SATURATION(4)","Pulse Accumulator, Output Compare, Input Capture","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 8-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1VAER","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1VAER","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY22.45 each","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","44","-40 to 105","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR","8","8","2","12","8","4","64","PRODUCT MATURITY/SATURATION(4)","Pulse Accumulator, Output Compare, Input Capture","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS128J1VAL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS128J1VAL","16-bit MCU, S12X core, 128KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 112","-","LQFP 112","-","AUTO; >=10 YEARS APPLICATION LIFE","128","8","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","91","-40 to 105","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR","16","8","2","12","8","4","112","PRODUCT MATURITY/SATURATION(4)","Pulse Accumulator, Output Compare, Input Capture","8-ch. 16 bit","-","8-ch. 8-bit","-","16-ch. 12-bit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---16位微控制器","S12XS","S9S12XS256J0CAA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S12XS&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/16-bit-mcus/hcs12-s12x/s12xs-automotive-and-industrial-microcontrollers-mcus:S12XS?&fpsp=1&tab=Documentation_Tab#S9S12XS256J0CAA","16-bit MCU, S12X core, 256KB Flash, 40MHz, -40/+85degC, Automotive Qualified, QFP 80","-","QFP 80","1 @ CNY24.67 each","AUTO; >=10 YEARS APPLICATION LIFE","256","12","8","HCS12X","40","40","1","-","-","1","3.13 to 5.5","59","-40 to 85","COP, Internal Clock Generator, Internal Voltage Regulator, Low Voltage Detect, POR","8","8","2","12","8","4","80","PRODUCT MATURITY/SATURATION(4)","Pulse Accumulator, Output Compare, Input Capture","8-ch. 16 bit","-","8-ch. 8-bit","-","8-ch. 12-bit","-","-","-","-","-","CAN 2.0 A/B","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
