"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","认证级别","内部闪存 (KB) ","内部RAM (KB) ","缓存 (KB) ","工作频率 (Max) (MHz) ","内核：性能(MIPS)","总线频率 (Max) (MHz) ","支持外部存储器","其他特性","片选","外部中断","DMA通道总数","供电电压 (Min-Max) (V) ","定时器特性","外部总线接口","GPIOs","ADC (ch)","Junction Temperature (Max) (&#186;C)","SCI","ADC (bit)","PLC代码","Pin count","PLC描述","SPI","定时器","Debug &amp; Trace","I/O 工作电压 (Max) (V) ","ADC","待机功能","CAN","I2C","内核：类型","工作环境温度 (Min-Max) (°C) ","无铅","RoHS","DAC (ch)","DAC (bit)","定时器类型","Ethernet Type","以太网","视频/显示功能","USB","USB features","I2S","UART","QSPI","CAN Type","状态","替代部件"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5221X","MCF52211CAE80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52211CAE80","MCF522XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 80MHz, QFP 64","-","QFP 64","10000 @ CNY28.30 each","10-YEARS APPLICATION LIFE","128","16","-","80","76","40","-","POR, PLL, Low Voltage Detect","4","7","4","3 to 3.6","Input Capture, Output Compare, PWM, Pulse Accumulator","-","43","8","-","-","12","4","64","PRODUCT MATURITY/SATURATION(4)","-","1-ch. 16 bit, 1-ch. 8 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","-","1","USB OTG","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5221X","MCF52211CAF80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52211CAF80","MCF522XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 80MHz, QFP 100","-","LQFP 100","10000 @ CNY29.19 each","10-YEARS APPLICATION LIFE","128","16","-","80","76","40","-","POR, PLL, Low Voltage Detect","4","7","4","3 to 3.6","PWM, Input Capture, Output Compare, Pulse Accumulator","-","63","8","-","-","12","4","100","PRODUCT MATURITY/SATURATION(4)","-","8-ch. 16 bit, 8-ch. 8 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","-","1","USB OTG","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5221X","MCF52212AE50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52212AE50","MCF522XX 32-bit MCU, ColdFire V2 core, 64KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY21.43 each","10-YEARS APPLICATION LIFE","64","8","-","50","46","25","-","Low Voltage Detect, PLL, POR","4","7","4","3 to 3.6","Input Capture, Output Compare, Pulse Accumulator","-","43","8","-","-","12","4","64","PRODUCT MATURITY/SATURATION(4)","-","1-ch. 16 bit, 1-ch. 8 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","0 to 70","-","-","-","-","Real Time Clock","-","-","-","1","USB OTG","-","2","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5221X","MCF52212CAE50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52212CAE50","MCF522XX 32-bit MCU, ColdFire V2 core, 64KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY23.84 each","10-YEARS APPLICATION LIFE","64","8","-","50","46","25","-","Low Voltage Detect, PLL, POR","4","7","4","3 to 3.6","Input Capture, Output Compare, Pulse Accumulator","-","43","8","-","-","12","4","64","PRODUCT MATURITY/SATURATION(4)","-","8-ch. 16 bit, 8-ch. 8 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","-","1","USB OTG","-","2","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5221X","MCF52213AE50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52213AE50","MCF522XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY24.16 each","10-YEARS APPLICATION LIFE","128","8","-","50","46","25","-","POR, PLL, Low Voltage Detect","4","7","4","3 to 3.6","Input Capture, Output Compare","-","43","8","-","-","12","4","64","PRODUCT MATURITY/SATURATION(4)","-","8-ch. 16 bit, 8-ch. 8 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","0 to 70","-","-","-","-","Real Time Clock","-","-","-","1","USB OTG","-","2","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF521XX","MCF52100CAE66","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF521XX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller:MCF521XX?&fpsp=1&tab=Documentation_Tab#MCF52100CAE66","MCF521XX 32-bit MCU, ColdFire V2 core, 64KB Flash, 66MHz, QFP 64","-","QFP 64","10000 @ CNY19.71 each","10-YEARS APPLICATION LIFE","64","16","-","66","76","33","-","Low Voltage Detect, PLL, POR","4","7","4","3 to 3.6","Input Capture, Output Compare","-","43","8","-","-","12","4","64","PRODUCT MATURITY/SATURATION(4)","-","8-ch. 16 bit, 8-ch. 8 bit, 8-ch. 32 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","-","-","-","-","2","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF521XX","MCF52100CAE80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF521XX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller:MCF521XX?&fpsp=1&tab=Documentation_Tab#MCF52100CAE80","MCF521XX 32-bit MCU, ColdFire V2 core, 64KB Flash, 80MHz, QFP 64","-","QFP 64","10000 @ CNY21.62 each","10-YEARS APPLICATION LIFE","64","16","-","80","76","40","-","POR, PLL, Low Voltage Detect","4","7","4","3 to 3.6","Output Compare, Input Capture","-","43","8","-","-","12","4","64","PRODUCT MATURITY/SATURATION(4)","-","8-ch. 16 bit, 8-ch. 8 bit, 8-ch. 32 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","-","-","-","-","2","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF521XX","MCF52100CVM80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF521XX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller:MCF521XX?&fpsp=1&tab=Documentation_Tab#MCF52100CVM80","MCF521XX 32-bit MCU, ColdFire V2 core, 64KB Flash, 80MHz, MAPBGA 81","-","MAPBGA 81","10000 @ CNY22.51 each","10-YEARS APPLICATION LIFE","64","16","-","80","76","40","-","Low Voltage Detect, PLL, POR","4","7","4","3 to 3.6","Input Capture, Output Compare","-","55","8","-","-","12","4","81","PRODUCT MATURITY/SATURATION(4)","-","8-ch. 16 bit, 8-ch. 32 bit, 8-ch. 8 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","-","-","-","-","2","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF521XX","MCF52110CAE66","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF521XX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller:MCF521XX?&fpsp=1&tab=Documentation_Tab#MCF52110CAE66","MCF521XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 66MHz, QFP 64","-","QFP 64","10000 @ CNY22.00 each","10-YEARS APPLICATION LIFE","128","16","-","66","76","33","-","Low Voltage Detect, PLL, POR","4","7","4","3 to 3.6","Input Capture, Output Compare","-","43","8","-","-","12","4","64","PRODUCT MATURITY/SATURATION(4)","-","8-ch. 16 bit, 8-ch. 8 bit, 8-ch. 32 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF521XX","MCF52110CAF80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF521XX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller:MCF521XX?&fpsp=1&tab=Documentation_Tab#MCF52110CAF80","MCF521XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 80MHz, QFP 100","-","LQFP 100","10000 @ CNY25.12 each","10-YEARS APPLICATION LIFE","128","16","-","80","76","40","-","Low Voltage Detect, PLL, POR","4","7","4","3 to 3.6","Input Capture, Output Compare","-","63","8","-","-","12","4","100","PRODUCT MATURITY/SATURATION(4)","-","1-ch. 16 bit, 1-ch. 8 bit","JTAG","-","8-ch. 12-bit","STOP","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51QE","MCF51QE128CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE128CLH","MCF51QE 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY19.14 each","10-YEARS APPLICATION LIFE","128","8","-","50","46","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","17","-","1.8 to 3.6","Input Capture, Output Compare, PWM","-","54","20","-","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","3.6","-","WAIT, STOP","-","2","-","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51QE","MCF51QE128CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE128CLK","MCF51QE 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY19.77 each","10-YEARS APPLICATION LIFE","128","8","-","50","46","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","17","-","1.8 to 3.6","Input Capture, Output Compare, PWM","-","70","24","-","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","3-ch. 16 bit","On-Chip Emulation","3.6","24-ch. 12-bit","STOP, WAIT","-","2","-","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51QE","MCF51QE32CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE32CLH","MCF51QE 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY14.69 each","10-YEARS APPLICATION LIFE","32","8","-","50","46","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","17","-","1.8 to 3.6","Input Capture, Output Compare, PWM","-","54","20","-","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","3-ch. 16 bit","On-Chip Emulation","3.6","-","STOP, WAIT","-","2","-","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51QE","MCF51QE32LH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE32LH","MCF51QE 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY13.35 each","10-YEARS APPLICATION LIFE","32","8","-","50","46","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","17","-","1.8 to 3.6","Input Capture, Output Compare, PWM","-","54","20","-","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","3-ch. 16 bit","On-Chip Emulation","3.6","-","WAIT, STOP","-","2","-","0 to 70","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51QE","MCF51QE64CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE64CLH","MCF51QE 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY17.17 each","10-YEARS APPLICATION LIFE","64","8","-","50","46","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","17","-","1.8 to 3.6","Input Capture, Output Compare, PWM","-","54","20","-","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","3.6","-","WAIT, STOP","-","2","-","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51QE","MCF51QE96CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE96CLH","MCF51QE 32-bit MCU, ColdFire V1 core, 96KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY18.12 each","10-YEARS APPLICATION LIFE","96","8","-","50","46","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","17","-","1.8 to 3.6","Input Capture, Output Compare, PWM","-","54","20","-","2","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","6-ch. 16 bit","On-Chip Emulation","3.6","-","STOP, WAIT","-","2","-","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51QE","MCF51QE96CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE96CLK","MCF51QE 32-bit MCU, ColdFire V1 core, 96KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY18.82 each","10-YEARS APPLICATION LIFE","96","8","-","50","46","25","-","Analog Comparator, COP, KBI, Low Voltage Detect","-","17","-","1.8 to 3.6","Input Capture, Output Compare, PWM","-","70","24","-","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","3-ch. 16 bit","On-Chip Emulation","3.6","24-ch. 12-bit","STOP, WAIT","-","2","-","-40 to 85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5223X","MCF52230CAF60","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5223X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/integrated-coldfire-v2-ethernet-microcontrollers:MCF5223X?&fpsp=1&tab=Documentation_Tab#MCF52230CAF60","MCF5223X 32-bit MCU, ColdFire V2 core, 128KB Flash, 60MHz, QFP 80","-","LQFP 80","10000 @ CNY39.04 each","10-YEARS APPLICATION LIFE","128","32","-","60","56","60","-","Low Voltage Detect, PLL, POR, Random Number Generator","4","15","4","3 to 3.6","Pulse Accumulator, PWM, Output Compare, Input Capture","-","43","8","-","-","12","4","80","PRODUCT MATURITY/SATURATION(4)","-","4-ch. 16-bit, 4-ch. 32 bit","JTAG","3.3","8-ch. 12-bit","-","-","1","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5223X","MCF52230CAL60","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5223X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/integrated-coldfire-v2-ethernet-microcontrollers:MCF5223X?&fpsp=1&tab=Documentation_Tab#MCF52230CAL60","MCF5223X 32-bit MCU, ColdFire V2 core, 128KB Flash, 60MHz, QFP 112","-","LQFP 112","10000 @ CNY40.76 each","10-YEARS APPLICATION LIFE","128","32","-","60","56","60","-","Low Voltage Detect, PLL, POR, Random Number Generator","4","15","4","3 to 3.6","Pulse Accumulator, PWM, Output Compare, Input Capture","-","73","8","-","-","12","4","112","PRODUCT MATURITY/SATURATION(4)","-","4-ch. 16-bit, 4-ch. 32 bit","JTAG","3.3","8-ch. 12-bit","-","-","1","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5223X","MCF52231CAF60","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5223X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/integrated-coldfire-v2-ethernet-microcontrollers:MCF5223X?&fpsp=1&tab=Documentation_Tab#MCF52231CAF60","MCF5223X 32-bit MCU, ColdFire V2 core, 128KB Flash, 60MHz, QFP 80","-","LQFP 80","10000 @ CNY40.50 each","10-YEARS APPLICATION LIFE","128","32","-","60","56","60","-","Random Number Generator, POR, PLL, Low Voltage Detect","4","15","4","3 to 3.6","Pulse Accumulator, PWM, Output Compare, Input Capture","-","43","8","-","-","12","4","80","PRODUCT MATURITY/SATURATION(4)","-","4-ch. 16-bit, 4-ch. 32 bit","JTAG","3.3","8-ch. 12-bit","-","1","1","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5223X","MCF52231CAL60","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5223X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/integrated-coldfire-v2-ethernet-microcontrollers:MCF5223X?&fpsp=1&tab=Documentation_Tab#MCF52231CAL60","MCF5223X 32-bit MCU, ColdFire V2 core, 128KB Flash, 60MHz, QFP 112","-","LQFP 112","10000 @ CNY42.28 each","10-YEARS APPLICATION LIFE","128","32","-","60","56","60","-","Random Number Generator, POR, PLL, Low Voltage Detect","4","15","4","3 to 3.6","Pulse Accumulator, PWM, Output Compare, Input Capture","-","73","8","-","-","12","4","112","PRODUCT MATURITY/SATURATION(4)","-","2-ch. 16 bit, 2-ch. 8 bit","JTAG","3.3","8-ch. 12-bit","-","1","1","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5223X","MCF52232AF50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5223X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/integrated-coldfire-v2-ethernet-microcontrollers:MCF5223X?&fpsp=1&tab=Documentation_Tab#MCF52232AF50","MCF5223X 32-bit MCU, ColdFire V2 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY34.34 each","10-YEARS APPLICATION LIFE","128","32","-","50","46","50","-","PLL, Low Voltage Detect, POR, Random Number Generator","4","15","4","3 to 3.6","Input Capture, Output Compare, PWM, Pulse Accumulator","-","43","8","-","-","12","4","80","PRODUCT MATURITY/SATURATION(4)","-","4-ch. 16-bit, 4-ch. 32 bit","JTAG","3.3","8-ch. 12-bit","-","-","1","-","0 to 70","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5223X","MCF52232CAF50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5223X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/integrated-coldfire-v2-ethernet-microcontrollers:MCF5223X?&fpsp=1&tab=Documentation_Tab#MCF52232CAF50","MCF5223X 32-bit MCU, ColdFire V2 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY37.77 each","10-YEARS APPLICATION LIFE","128","32","-","50","46","50","-","PLL, Low Voltage Detect, POR, Random Number Generator","4","15","4","3 to 3.6","Input Capture, Output Compare, PWM, Pulse Accumulator","-","43","8","-","-","12","4","80","PRODUCT MATURITY/SATURATION(4)","-","4-ch. 16-bit, 4-ch. 32 bit","JTAG","3.3","8-ch. 12-bit","-","-","1","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5223X","MCF52233CAF60","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5223X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/integrated-coldfire-v2-ethernet-microcontrollers:MCF5223X?&fpsp=1&tab=Documentation_Tab#MCF52233CAF60","MCF5223X 32-bit MCU, ColdFire V2 core, 256KB Flash, 60MHz, QFP 80","-","LQFP 80","10000 @ CNY42.98 each","10-YEARS APPLICATION LIFE","256","32","-","60","56","60","-","Low Voltage Detect, PLL, POR, Random Number Generator","4","15","4","3 to 3.6","Pulse Accumulator, PWM, Output Compare, Input Capture","-","43","8","-","-","12","4","80","PRODUCT MATURITY/SATURATION(4)","-","4-ch. 16-bit, 4-ch. 32 bit","JTAG","3.3","8-ch. 12-bit","-","-","1","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","3","1","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF5223X","MCF52233CAL60","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5223X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/integrated-coldfire-v2-ethernet-microcontrollers:MCF5223X?&fpsp=1&tab=Documentation_Tab#MCF52233CAL60","MCF5223X 32-bit MCU, ColdFire V2 core, 256KB Flash, 60MHz, QFP 112","-","LQFP 112","10000 @ CNY44.89 each","10-YEARS APPLICATION LIFE","256","32","-","60","56","60","-","Low Voltage Detect, PLL, POR, Random Number Generator","4","15","4","3 to 3.6","Pulse Accumulator, PWM, Output Compare, Input Capture","-","73","8","-","-","12","4","112","PRODUCT MATURITY/SATURATION(4)","-","4-ch. 16-bit, 4-ch. 32 bit","JTAG","3.3","8-ch. 12-bit","-","-","1","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","3","1","-","-","-"
