"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态"," 硬件开发工具","内核：类型","浮点单元","工作频率 (Max) (MHz) "," 片上SRAM (KB)","Total Flash (KB) ","UART","SPI","I2C","I2S","USB OTG","CAN","Ethernet w/ 1588","人机接口","VDD (min)","VDD (max) (V) ","Package type","Kinetis SDK","PLC代码","预算报价（不含税）(CNY)","封装类型和焊端数","Pin count","PLC描述","DMA (ch)","PWM Types","Debug &amp; Trace","16-bit Timer (ch)","32-bit Timer (ch)","16-bit PWM (ch)","DAC","ADC"," 其他模拟模块","Qty | Package carrier","GPIOs","Programming for Kinetis MCUs  (KB)","工作环境温度 (Min-Max) (°C) ","安全","无铅","封装尺寸(宽x长x高) (mm3)"," 引脚间距","认证级别","RoHS","External memory &amp; connectivity interfaces","EEPROM (KB) ","缓存 (KB) ","USB features","引导ROM (KB) "," 段式LCD分辨率","Quad Encoder","ADC Conversion Speed (MSPS)","FlexCan","Enhanced PWM (ch)","High Resolution Timer (pSec)","集成无线电台","发射电流 (mA)","接收电流 (mA)","Radio Protocol Supported","Datarate","DC/DC Converter","RX灵敏度"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z32VFK4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z32VFK4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFN 24","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","-","1.71","3.6","QFN","-","2","10000 @ CNY6.42 each","QFN 24","24","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","-","Comparator","2500 | REEL","22","32","-40 to 105","-","-","4x4x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z32VFM4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z32VFM4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","-","1.71","3.6","QFN","-","2","10000 @ CNY6.87 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","12-bit (SAR) x 1","Comparator","490 | TRAY","28","32","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z32VFM4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z32VFM4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","-","1.71","3.6","QFN","-","2","10000 @ CNY6.87 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","12-bit (SAR) x 1","Comparator","2500 | REEL","28","32","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z32VLC4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z32VLC4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFP 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","-","1.71","3.6","LQFP","-","2","10000 @ CNY6.74 each","LQFP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","12-bit (SAR) x 1","Comparator","250 | TRAY","28","32","-40 to 105","-","-","7x7x1.4","0.8","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z32VLC4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z32VLC4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFP 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","-","1.71","3.6","LQFP","-","2","10000 @ CNY6.74 each","LQFP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","12-bit (SAR) x 1","Comparator","2000 | REEL","28","32","-40 to 105","-","-","7x7x1.4","0.8","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z32VLF4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z32VLF4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFP 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","-","1.71","3.6","LQFP","-","2","10000 @ CNY7.25 each","LQFP 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","12-bit (SAR) x 1","Comparator","250 | TRAY","41","32","-40 to 105","-","-","7x7x1.6","0.55","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z32VLF4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z32VLF4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFP 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","-","1.71","3.6","LQFP","-","2","10000 @ CNY7.25 each","LQFP 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","12-bit (SAR) x 1","Comparator","2000 | REEL","41","32","-40 to 105","-","-","7x7x1.6","0.55","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z8VFK4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z8VFK4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 8KB Flash, 48MHz, QFN 24","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","1","8","1","1","1","-","-","-","-","-","1.71","3.6","QFN","-","2","10000 @ CNY5.47 each","QFN 24","24","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","12-bit (SAR) x 1","Comparator","490 | TRAY","22","8","-40 to 105","-","-","4x4x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z8VFM4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z8VFM4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 8KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","1","8","1","1","1","-","-","-","-","-","1.71","3.6","QFN","-","2","10000 @ CNY5.91 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","12-bit (SAR) x 1","Comparator","490 | TRAY","28","8","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z8VLC4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z8VLC4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 8KB Flash, 48MHz,  QFP 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","1","8","1","1","1","-","-","-","-","-","1.71","3.6","LQFP","-","2","10000 @ CNY5.79 each","LQFP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","12-bit (SAR) x 1","Comparator","250 | TRAY","28","8","-40 to 105","-","-","7x7x1.4","0.8","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL04Z8VLC4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL04Z8VLC4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 8KB Flash, 48MHz,  QFP 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","1","8","1","1","1","-","-","-","-","-","1.71","3.6","LQFP","-","2","10000 @ CNY5.79 each","LQFP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","-","-","Comparator","2000 | REEL","28","8","-40 to 105","-","-","7x7x1.4","0.8","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z16VFK4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z16VFK4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 16KB Flash, 48MHz, QFN 24","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","2","16","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","QFN","-","2","10000 @ CNY6.49 each","QFN 24","24","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","12-bit (SAR) x 1","Comparator","490 | TRAY","22","16","-40 to 105","-","-","4x4x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z16VFM4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z16VFM4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 16KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","2","16","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","QFN","-","2","10000 @ CNY6.80 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","12-bit (SAR) x 1","Comparator","490 | TRAY","28","16","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z16VLC4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z16VLC4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 16KB Flash, 48MHz, QFP 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","2","16","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","LQFP","-","2","10000 @ CNY6.87 each","LQFP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","12-bit (SAR) x 1","Comparator","250 | TRAY","28","16","-40 to 105","-","-","7x7x1.4","0.8","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z16VLF4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z16VLF4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 16KB Flash, 48MHz, QFP 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","2","16","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","LQFP","-","2","10000 @ CNY7.38 each","LQFP 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","12-bit (SAR) x 1","Comparator","250 | TRAY","41","16","-40 to 105","-","-","7x7x1.6","0.55","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z32VFK4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z32VFK4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFN 24","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","QFN","-","2","10000 @ CNY6.74 each","QFN 24","24","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","12-bit (SAR) x 1","Comparator","490 | TRAY","22","32","-40 to 105","-","-","4x4x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z32VFM4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z32VFM4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","QFN","-","2","10000 @ CNY5.53 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","12-bit (SAR) x 1","Comparator","490 | TRAY","28","32","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z32VFM4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z32VFM4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz,QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","QFN","-","2","10000 @ CNY5.53 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","12-bit (SAR) x 1","Comparator","2500 | REEL","28","32","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z32VLC4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z32VLC4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFP 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","LQFP","-","2","10000 @ CNY5.66 each","LQFP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","12-bit (SAR) x 1","Comparator","250 | TRAY","28","32","-40 to 105","-","-","7x7x1.4","0.8","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z32VLC4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z32VLC4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFP 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","LQFP","-","2","10000 @ CNY5.66 each","LQFP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","-","Comparator","2000 | REEL","28","32","-40 to 105","-","-","7x7x1.4","0.8","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z32VLF4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z32VLF4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFP 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","LQFP","-","2","10000 @ CNY7.57 each","LQFP 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","12-bit (SAR) x 1","Comparator","250 | TRAY","41","32","-40 to 105","-","-","7x7x1.6","0.55","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL0","MKL05Z32VLF4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL0&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl0-48-mhz-entry-level-small-form-factor-ultra-low-power-mcus:KL0?&fpsp=1&tab=Documentation_Tab#MKL05Z32VLF4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFP 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-the-kinetis-kl05-and-kl04-mcus:FRDM-KL05Z","ARM Cortex-M0+","-","48","4","32","1","1","1","-","-","-","-","Touch System Interface","1.71","3.6","LQFP","-","2","10000 @ CNY7.57 each","LQFP 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","9","2","8","12-bit x 1, 6-bit x 1","-","Comparator","2000 | REEL","41","32","-40 to 105","-","-","7x7x1.6","0.55","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
