"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","内核：内核数量 (Spec)","内核：类型","工作频率 (Max) (MHz) ","工作环境温度 (Min-Max) (°C) ","L2缓存 (Max) (KB) ","L3缓存 (Max) (KB) ","Data Path","安全","PCIe","USB features","支持外部存储器","CAN","Typical Power","Junction Temperature (Max) (&#186;C)","PLC代码","封装类型和焊端数","Pin count","硬件加密","PLC描述","SPI","Ethernet Type","GPIOs","I2C","缓存 (KB) ","外部总线接口","总线频率 (Max) (MHz) ","无铅","认证级别","RoHS","DUART","其他特性","视频/显示功能","I2S","sRIO","加速度传感器数量","eSPI"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","T1040","T1040NSE7MQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=T1040&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-t-series-quad-and-dual-core-communications-processors:T1040?&fpsp=1&tab=Documentation_Tab#T1040NSE7MQB","QorIQ, 4x e5500, 1200MHz, DDR3L/4, W/ Crypto, W/integrated Switch, 0 to 105","-","1000 @ CNY320.34 each","4","e5500","1200","0 to 105","256","-","Hardware","5.4","4x Gen 2.0","2 x USB 2.0","DDR3, DDR3L","-","6","-","2","FCPBGA 780","780","Yes","PRODUCT RAPID GROWTH(2)","1","1GBaseT, QSGMII, SGMII","-","4","32","PCI-Express","-","-","10-YEARS APPLICATION LIFE","-","2","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","T1040","T1040NSE7PQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=T1040&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-t-series-quad-and-dual-core-communications-processors:T1040?&fpsp=1&tab=Documentation_Tab#T1040NSE7PQB","QorIQ, 4x e5500, 1400MHz, DDR3L/4, W/ Crypto, W/integrated Switch, 0 to 105","-","1000 @ CNY384.37 each","4","e5500","1400","0 to 105","256","-","Hardware","5.4","4x Gen 2.0","2 x USB 2.0","DDR3, DDR3L","-","6","-","2","FCPBGA 780","780","Yes","PRODUCT RAPID GROWTH(2)","1","1GBaseT, QSGMII, SGMII","-","4","32","PCI-Express","-","-","10-YEARS APPLICATION LIFE","-","2","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","T1040","T1040NSE7WQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=T1040&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-t-series-quad-and-dual-core-communications-processors:T1040?&fpsp=1&tab=Documentation_Tab#T1040NSE7WQB","QorIQ, 4x e5500, 1500MHz, DDR3L/4, W/ Crypto, W/ integrated Switch, 0 to 105","-","1000 @ CNY384.37 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","FCPBGA 780","780","-","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","T1040","T1040NSN7MQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=T1040&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-t-series-quad-and-dual-core-communications-processors:T1040?&fpsp=1&tab=Documentation_Tab#T1040NSN7MQB","QorIQ, 4x e5500, 1200MHz, DDR3L/4, No Crypto, W/integrated Switch, 0 to 105","-","1000 @ CNY305.02 each","4","e5500","1200","0 to 105","256","-","Hardware","5.4","4x Gen 2.0","2 x USB 2.0","DDR3, DDR3L","-","6","-","2","FCPBGA 780","780","No","PRODUCT RAPID GROWTH(2)","1","1GBaseT, QSGMII, SGMII","-","4","32","PCI-Express","-","-","10-YEARS APPLICATION LIFE","-","2","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","T1040","T1040NSN7PQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=T1040&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-t-series-quad-and-dual-core-communications-processors:T1040?&fpsp=1&tab=Documentation_Tab#T1040NSN7PQB","QorIQ, 4x e5500, 1400MHz, DDR3L/4, No Crypto, W/integrated Switch, 0 to 105","-","1000 @ CNY366.00 each","4","e5500","1400","0 to 105","256","-","Hardware","5.4","4x Gen 2.0","2 x USB 2.0","DDR3, DDR3L","-","6","-","2","FCPBGA 780","780","No","PRODUCT RAPID GROWTH(2)","1","1GBaseT, QSGMII, SGMII","-","4","32","PCI-Express","-","-","10-YEARS APPLICATION LIFE","-","2","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","T1040","T1040NSN7WQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=T1040&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-t-series-quad-and-dual-core-communications-processors:T1040?&fpsp=1&tab=Documentation_Tab#T1040NSN7WQB","QorIQ, 4x e5500, 1500MHz, DDR3L/4, No Crypto, W/ integrated Switch, 0 to 105","-","1000 @ CNY366.00 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","FCPBGA 780","780","-","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","T1040","T1040NXE7MQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=T1040&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-t-series-quad-and-dual-core-communications-processors:T1040?&fpsp=1&tab=Documentation_Tab#T1040NXE7MQB","QorIQ, 4x e5500, 1200MHz, DDR3L/4, W/ Crypto, W/integrated Switch, -40 to 105","-","1000 @ CNY368.35 each","4","e5500","1200","-40 to 105","256","-","Hardware","5.4","4x Gen 2.0","2 x USB 2.0","DDR3, DDR3L","-","6","-","2","FCPBGA 780","780","Yes","PRODUCT RAPID GROWTH(2)","1","1GBaseT, QSGMII, SGMII","-","4","32","PCI-Express","-","-","10-YEARS APPLICATION LIFE","-","2","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NSE7MMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NSE7MMB","QorIQ, 64-Bit Power Arch SoC, 1.2GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C Rev 2.0","-","1000 @ CNY1,140.97 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NSE7QMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NSE7QMB","QorIQ, 64-Bit Power Arch SoC, 1.6GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C Rev 2.0","-","1000 @ CNY1,342.34 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NSE7TNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NSE7TNB","QorIQ, 64-Bit Power Arch SoC, 1.8GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C Rev 2.0","-","1000 @ CNY1,421.32 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NSE7VNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NSE7VNB","QorIQ, 64-Bit Power Arch SoC, 2.0GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C Rev 2.0","-","1000 @ CNY1,579.20 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NSN7MMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NSN7MMB","QorIQ, 64-Bit Power Arch SoC, 1.2GHz, DDR3, PCIe, GbE, SRIO, HW Accel, 0 to 105C Rev 2.0","-","1000 @ CNY1,086.67 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NSN7QMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NSN7QMB","QorIQ, 64-Bit Power Arch SoC, 1.6GHz, DDR3, PCIe, GbE, SRIO, HW Accel, 0 to 105C Rev 2.0","-","1000 @ CNY1,278.44 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NSN7TNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NSN7TNB","QorIQ, 64-Bit Power Arch SoC, 1.8GHz, DDR3, PCIe, GbE, SRIO, HW Accel, 0 to 105C Rev 2.0","-","1000 @ CNY1,353.66 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NSN7VNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NSN7VNB","QorIQ, 64-Bit Power Arch SoC, 2.0GHz, DDR3, PCIe, GbE, SRIO, HW Accel, 0 to 105C Rev 2.0","-","1000 @ CNY1,504.04 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NXE7QMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NXE7QMB","QorIQ, 64-Bit Power Arch SoC, 1.6GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, -40 to 105C Rev 2.0","-","1000 @ CNY1,543.65 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NXE7TNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NXE7TNB","QorIQ, 64-Bit Power Arch SoC, 1.8GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C Rev 2.0","-","1000 @ CNY1,634.52 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NXE7VNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NXE7VNB","QorIQ, 64-Bit Power Arch SoC, 2.0GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C Rev 2.0","-","1000 @ CNY1,816.05 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NXN7QMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NXN7QMB","QorIQ, 64-Bit Power Arch SoC, 1.6GHz, DDR3, PCIe, GbE, SRIO, HW Accel, -40 to 105C Rev 2.0","-","1000 @ CNY1,470.21 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NXN7TNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NXN7TNB","QorIQ, 64-Bit Power Arch SoC, 1.8GHz, DDR3, PCIe, GbE, SRIO, HW Accel, -40 to 105C Rev 2.0","-","1000 @ CNY1,556.69 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5010NXN7VNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5010NXN7VNB","QorIQ, 64-Bit Power Arch SoC, 2.0GHz, DDR3, PCIe, GbE, SRIO, HW Accel, -40 to 105C Rev 2.0","-","1000 @ CNY1,729.70 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NSE7MMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NSE7MMB","QorIQ, 64-Bit Power Arch SoC, Dual Core 1.2GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C R2.0","-","1000 @ CNY1,342.28 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NSE7QMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NSE7QMB","QorIQ, 64-Bit Power Arch SoC, Dual Core 1.6GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C R2.0","-","1000 @ CNY1,579.20 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NSE7TNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NSE7TNB","QorIQ, 64-Bit Power Arch SoC, Dual Core 1.8GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C R2.0","-","1000 @ CNY1,672.09 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NSE7VNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NSE7VNB","QorIQ, 64-Bit Power Arch SoC, Dual Core 2.0GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, 0 to 105C R2.0","-","1000 @ CNY1,857.95 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NSN7MMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NSN7MMB","QorIQ, 64-Bit Power Arch SoC, Dual Core 1.2GHz, DDR3, PCIe, GbE, SRIO, HW Accel, 0 to 105C R2.0","-","1000 @ CNY1,278.44 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NSN7QMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NSN7QMB","QorIQ, 64-Bit Power Arch SoC, Dual Core 1.6GHz, DDR3, PCIe, GbE, SRIO, HW Accel,  0 to 105C R2.0","-","1000 @ CNY1,504.04 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NSN7TNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NSN7TNB","QorIQ, 64-Bit Power Arch SoC, Dual Core 1.8GHz, DDR3, PCIe, GbE, SRIO, HW Accel, 0 to 105C R2.0","-","1000 @ CNY1,592.49 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NSN7VNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NSN7VNB","QorIQ, 64-Bit Power Arch SoC, Dual Core 2.0GHz, DDR3, PCIe, GbE, SRIO, HW Accel, 0 to 105C R2.0","-","1000 @ CNY1,769.44 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NXE7QMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NXE7QMB","QorIQ, 64-Bit Power Arch SoC, 2 X 1.6GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, -40 to 105C R2.0","-","1000 @ CNY1,816.05 each","2","e5500","1600","-40 to 105","1000","2000","Hardware Accelerators","4","4x Gen 2.0","2 x USB 2.0","DDR2, DDR3","-","16","105","4","FCPBGA 1295","1295","Yes","PRODUCT MATURITY/SATURATION(4)","1","1GBaseT, 10GBaseT","32","4","-","-","1200","-","10-YEARS APPLICATION LIFE","-","2","-","-","-","2","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NXE7TNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NXE7TNB","QorIQ, 64-Bit Power Arch SoC, 2 X 1.8GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, -40 to 105C R2.0","-","1000 @ CNY1,922.94 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P5020","P5020NXE7VNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P5020&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p5020-10-64-bit-single-and-dual-core-communications-processors:P5020?&fpsp=1&tab=Documentation_Tab#P5020NXE7VNB","QorIQ, 64-Bit Power Arch SoC, 2 X 2.0GHz, DDR3, PCIe, GbE, SRIO, HW Accel, SEC, -40 to 105C R2.0","-","1000 @ CNY2,136.65 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","FCPBGA 1295","1295","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-"
