"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","预算报价（不含税）(CNY)","封装类型和焊端数","负载电流 (Typ) (A) (IL)","通道数","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","每路输出电流限值 (Min) (A) (ILIM)","负载供电电压 (Min) (V) ","负载供电电压 (Max) (V) ","供电电压 (Min-Max) (V) ","接口和输入控制","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性-模拟","RoHS","PLC代码","Pin count","PLC描述","无铅","认证级别","负载电流 (Max) (A) (IL)","Sleep Current (Max) (mA) ","开关升压稳压器数量","输出电压","输出电流 (A) ","SafeAssure 功能安全","PWM Frquency (Hz) ","内核：内核数量 (Spec)","内部RAM (KB) ","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","通信协议","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---驱动器和开关","MC33812","MCZ33812AEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33812&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/multifunctional-ignition-and-injector-driver:MC33812?&fpsp=1&tab=Documentation_Tab#MCZ33812AEK","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), SOIC 32, Rail","-","-","-","Powertrain Control, Low Side Switch, Pre-Driver","1000 @ CNY8.46 each","SOIC-EP 32","1, 0.3","2, 1","200, 1000","3, 1","4.9","36","4.9 to 36","Parallel","-40 to 125","Short Circuit, Overcurrent, Overtemperature","Parallel","Regulator Control Output","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33812","MCZ33812AEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33812&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/multifunctional-ignition-and-injector-driver:MC33812?&fpsp=1&tab=Documentation_Tab#MCZ33812AEKR2","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), SOIC 32, Reel","-","-","-","Powertrain Control, Low Side Switch, Pre-Driver","1000 @ CNY8.46 each","SOIC-EP 32","1, 0.3","2, 1","200, 1000","3, 1","4.9","36","4.9 to 36","Parallel","-40 to 125","Short Circuit, Overcurrent, Overtemperature","Parallel","Regulator Control Output","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33812","MCZ33812EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33812&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/multifunctional-ignition-and-injector-driver:MC33812?&fpsp=1&tab=Documentation_Tab#MCZ33812EK","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), SOIC 32, Rail","-","-","-","Powertrain Control, Low Side Switch, Pre-Driver","1000 @ CNY9.09 each","SOIC-EP 32","1, 0.3","2, 1","200, 1000","3, 1","4.9","36","4.9 to 36","Parallel","-40 to 125","Short Circuit, Overcurrent, Overtemperature","Parallel","Regulator Control Output","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33812","MCZ33812EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33812&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/multifunctional-ignition-and-injector-driver:MC33812?&fpsp=1&tab=Documentation_Tab#MCZ33812EKR2","Engine Control IC, One Cylinder, Electronic fuel injection (EFI), SOIC 32, Reel","-","-","-","Powertrain Control, Low Side Switch, Pre-Driver","1000 @ CNY9.09 each","SOIC-EP 32","1, 0.3","2, 1","200, 1000","3, 1","4.9","36","4.9 to 36","Parallel","-40 to 125","Short Circuit, Overcurrent, Overtemperature","Parallel","Regulator Control Output","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33810","MCZ33810EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33810&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/automotive-engine-control-ic:MC33810?&fpsp=1&tab=Documentation_Tab#MCZ33810EK","Engine controller, 4 low side driver, 4 pre driver, SPI, EFI, SOIC 32, Rail","-","-","-","Low Side Switch, Powertrain Control, Pre-Driver","1000 @ CNY15.01 each","SOIC-EP 32","1","4","100","6","4.5","36","3 to 5.5","SPI, Parallel","-40 to 125","Undervoltage, Thermal Shutdown, Short Circuit, Overvoltage, Output Current","SPI, Parallel","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33810","MCZ33810EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33810&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/automotive-engine-control-ic:MC33810?&fpsp=1&tab=Documentation_Tab#MCZ33810EKR2","Engine controller, 4 low side driver, 4 pre driver, SPI, EFI, SOIC 32, Reel","-","-","-","Low Side Switch, Powertrain Control, Pre-Driver","1000 @ CNY15.01 each","SOIC-EP 32","1","4","100","6","4.5","36","3 to 5.5","SPI, Parallel","-40 to 125","Undervoltage, Thermal Shutdown, Short Circuit, Overvoltage, Output Current","SPI, Parallel","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33880","MC33880PEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33880&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/octal-serial-switch-with-spi:MC33880?&fpsp=1&tab=Documentation_Tab#MC33880PEG","Switch, Congifurable 8 Channels, SOIC 28, Rail","-","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY12.84 each","SOIC 28","-","-","-","-","0","45","9 to 24.5","SPI","-40 to 125","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","SPI","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","0.005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33880","MC33880PEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33880&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/octal-serial-switch-with-spi:MC33880?&fpsp=1&tab=Documentation_Tab#MC33880PEGR2","Switch, Congifurable 8 Channels, SOIC 28, Reel","-","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY12.84 each","SOIC 28","-","-","-","-","0","45","9 to 24.5","SPI","-40 to 125","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","SPI","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","3","28","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","0.005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33880","MC33880PEW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33880&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/octal-serial-switch-with-spi:MC33880?&fpsp=1&tab=Documentation_Tab#MC33880PEW","Switch, Congifurable 8 Channels, SOIC 28, Rail","-","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY13.86 each","SOIC 32","-","-","-","-","0","45","9 to 24.5","SPI","-40 to 125","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","SPI","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","0.005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33880","MC33880PEWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33880&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/octal-serial-switch-with-spi:MC33880?&fpsp=1&tab=Documentation_Tab#MC33880PEWR2","Switch, Congifurable 8 Channels, SOIC 28, Reel","-","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY13.86 each","SOIC 32","-","-","-","-","0","45","9 to 24.5","SPI","-40 to 125","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","SPI","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","0.005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33800","MCZ33800EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33800&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/engine-control-integrated-circuit:MC33800?&fpsp=1&tab=Documentation_Tab#MCZ33800EK","Driver, 2 current drivers, 8 low side drivers, 6 pre-drivers, SPI, SOIC 54, Rail","-","-","-","Low Side Switch, Powertrain Control, Pre-Driver","1000 @ CNY16.98 each","SOIC-EP 54","0.35, 0.35, 0.8, 0.17","2, 6, 1, 1","700, 700, 250, 1000","6, 2, 2.5, 1","5","36","3 to 5.5","Parallel, SPI","-40 to 125","Thermal Shutdown, Short Circuit, Overvoltage, Undervoltage Lockout, Overcurrent","SPI","Sleep Mode","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33800","MCZ33800EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33800&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/engine-control-integrated-circuit:MC33800?&fpsp=1&tab=Documentation_Tab#MCZ33800EKR2","Driver, 2 current drivers, 8 low side drivers, 6 pre-drivers, SPI, SOIC 54, Reel","-","-","-","Low Side Switch, Powertrain Control, Pre-Driver","1000 @ CNY16.98 each","SOIC-EP 54","0.35, 0.35, 0.8, 0.17","2, 6, 1, 1","700, 700, 250, 1000","6, 2, 2.5, 1","5","36","3 to 5.5","Parallel, SPI","-40 to 125","Thermal Shutdown, Short Circuit, Overvoltage, Undervoltage Lockout, Overcurrent","SPI","Sleep Mode","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33879","MC33879APEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33879&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/configurable-octal-serial-switch:MC33879?&fpsp=1&tab=Documentation_Tab#MC33879APEK","Switch, Congifurable 8 Channels, SOIC 32, Rail","-","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY11.76 each","SOIC-EP 32","0.35","8","750","1.2","0","26.5","5.5 to 26.5","SPI","-40 to 125","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","SPI","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","0.005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33879","MC33879APEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33879&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/configurable-octal-serial-switch:MC33879?&fpsp=1&tab=Documentation_Tab#MC33879APEKR2","Switch, Congifurable 8 Channels, SOIC 32, Reel","-","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY11.76 each","SOIC-EP 32","0.35","8","750","1.2","0","26.5","5.5 to 26.5","SPI","-40 to 125","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","SPI","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","0.005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33879","MC33879TEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33879&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/configurable-octal-serial-switch:MC33879?&fpsp=1&tab=Documentation_Tab#MC33879TEK","Switch, Congifurable 8 Channels, SOIC 32, Rail","-","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY11.83 each","SOIC-EP 32","0.35","8","750","1.2","0","26.5","5.5 to 26.5","SPI","-40 to 125","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","SPI","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","0.005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33879","MC33879TEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33879&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/configurable-octal-serial-switch:MC33879?&fpsp=1&tab=Documentation_Tab#MC33879TEKR2","Switch, Congifurable 8 Channels, SOIC 32, Reel","-","-","-","High/Low Config Switch, Powertrain Control","1000 @ CNY11.83 each","SOIC-EP 32","0.35","8","750","1.2","0","26.5","5.5 to 26.5","SPI","-40 to 125","Inrush Current Limit, Short Circuit, Overvoltage, Undervoltage Lockout, Open Load, Overtemperature, Overcurrent","SPI","PWM Capable, Output OFF Open Load Reporting, Output Disable Input, Output Current Limiting, Internal Charge Pump, Enable/Sleep Input","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","0.005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSC","MC07XSC200EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12v-external-industrial-lighting-spi-controlled-switch:MC12XSC?&fpsp=1&tab=Documentation_Tab#MC07XSC200EK","High-Side Switch, 20V, Dual 7mOhms, SOICEP 32, Rail","-","-","-","High Side Switch","1000 @ CNY17.55 each","SOIC-EP 32","5","2","7","140","6","20","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSC","MC07XSC200EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12v-external-industrial-lighting-spi-controlled-switch:MC12XSC?&fpsp=1&tab=Documentation_Tab#MC07XSC200EKR2","High-Side Switch, 20V, Dual 7m?, SOICEP 32, Reel","-","-","-","High Side Switch","1000 @ CNY17.55 each","SOIC-EP 32","5","2","7","140","6","20","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSC","MC10XSC425EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12v-external-industrial-lighting-spi-controlled-switch:MC12XSC?&fpsp=1&tab=Documentation_Tab#MC10XSC425EK","High-Side Switch, 20V, Dual 10mOhms + Dual 25mOhms, SOICEP 32, Rail","-","-","-","High Side Switch","-","SOIC-EP 32","5, 5","2, 2","10, 25","126, 63","6","20","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","2","32","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSC","MC10XSC425EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSC&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12v-external-industrial-lighting-spi-controlled-switch:MC12XSC?&fpsp=1&tab=Documentation_Tab#MC10XSC425EKR2","High-Side Switch, 20V, Dual 10m? + Dual 25m?, SOICEP 32, Reel","-","-","-","High Side Switch","-","SOIC-EP 32","5, 5","2, 2","10, 25","126, 63","6","20","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","2","32","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC06XS4200BFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC06XS4200BFK","High-Side Switch, 24V, Dual 6mOhms, PQFN 24, Tray","-","-","-","High Side Switch","1000 @ CNY35.16 each","QFN-EP 23","9","2","6","15","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC06XS4200BFKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC06XS4200BFKR2","High-Side Switch, 24V, Dual 6mOhm, PQFN 24, Reel","-","-","-","High Side Switch","1000 @ CNY35.16 each","QFN-EP 23","9","2","6","15","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC10XS4200BAFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC10XS4200BAFK","High-Side Switch, 24V, Dual 10mOhms, PQFN 24, Tray","-","-","-","High Side Switch","1000 @ CNY29.25 each","QFN-EP 23","6","2","10","9","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC10XS4200BAFKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC10XS4200BAFKR2","High-Side Switch, 24V, Dual 10m?, PQFN 24, Reel","-","-","-","High Side Switch","1000 @ CNY29.25 each","QFN-EP 23","6","2","10","9","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC10XS4200BFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC10XS4200BFK","High-Side Switch, 24V, Dual 10mOhms, PQFN 24, Tray","-","-","-","High Side Switch","1000 @ CNY28.61 each","QFN-EP 23","6","2","10","9","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC10XS4200BFKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC10XS4200BFKR2","High-Side Switch, 24V, Dual 10m?, PQFN 24, Reel","-","-","-","High Side Switch","1000 @ CNY28.61 each","QFN-EP 23","6","2","10","9","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC10XS4200FKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC10XS4200FKR2","High-Side Switch, 24V, Dual 10m?, PQFN 24, Reel","-","-","-","High Side Switch","1000 @ CNY28.61 each","QFN-EP 23","6","2","10","9","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Thermal Shutdown, Short Circuit, Overcurrent, Overtemperature","SPI","Sleep Mode, PWM Capable, Output Current Limit Selectabl","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC20XS4200BAFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC20XS4200BAFK","High-Side Switch, 24V, Dual 20mOhms, PQFN 24, Tray","-","-","-","High Side Switch","1000 @ CNY25.88 each","QFN-EP 23","3","2","20","4.5","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
