"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","预算报价（不含税）(CNY)","加速度 (g) ","加速度传感器输出","感应轴","灵敏度 (Typ) (mV/g) ","灵敏度 - 数字 (Typ) (Cnts/g) ","衰减频率 (Typ) (Hz) ","加速度特性","工作环境温度 (Min-Max) (°C) ","供电电压 (Min-Max) (V) ","分辨率 (Spec) (bit) ","SafeAssure 功能安全","零G输出 (Typ) (V) ","供电电压 (Typ) (V) ","PLC代码","封装类型和焊端数","Pin count","PLC描述","无铅","启动响应时间 (Typ) (ms) ","认证级别","RoHS","接口供电电压 (Min-Max) (V) ","接口供电电压 (Typ) (V) ","编程电压 (Typ) (V) ","灵敏度 - 数字 (Typ) (LSB/g) ","睡眠模式响应时间 (Typ) (ms) ","替代部件"
"FSL","传感器---加速度传感器","MMA52xx","MMA5248LWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA52xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/psi5-60g-to-480g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA52xx?&fpsp=1&tab=Documentation_Tab#MMA5248LWR2","PSI5 Accelerometer, QFN 16, Reel","-","-","1000 @ CNY20.67 each","480","PSI5","X","-","1","400","Self Test","-40 to 125","4.2 to 17","-","-","0","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6801KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6801KW","10 bits SPI Accelerometer, 3.3/5V, XY, 10g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","10","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","3","QFN-EP 16","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6801KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6801KWR2","10 bits SPI Accelerometer, 3.3/5V, XY, 10g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","10","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","3","QFN-EP 16","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6811BKW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6811BKW","Xtrinsic 10 bits SPI Accelerometer, QFN 16, Rail","-","-","-","-","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","-","-","-","0","QFN-EP 16","16","PRODUCT INTRODUCTION PENDING(0)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6811BKWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6811BKWR2","Xtrinsic 10 bits SPI Accelerometer, QFN 16, Reel","-","-","-","-","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","-","-","-","0","QFN-EP 16","16","PRODUCT INTRODUCTION PENDING(0)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6811KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6811KW","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 25-60g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","25, 60","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6811KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6811KWR2","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 25-60g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","25, 60","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6813BKW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6813BKW","10 bits SPI Accelerometer, 3.3/5V, XY, 50g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","50","SPI","XY","-","0.1","0","Low Pass Filter, Self Test","-40 to 105","3.13 to 5.25","10","Quality Managed","0","5, 3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","10","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","0","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6813BKWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6813BKWR2","10 bits SPI Accelerometer, 3.3/5V, XY, 50g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","50","SPI","XY","-","0.1","0","Low Pass Filter, Self Test","-40 to 105","3.13 to 5.25","10","Quality Managed","0","5, 3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","10","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","0","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6813KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6813KW","10 bits SPI Accelerometer, 3.3/5V, XY, 50g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","50","SPI","XY","-","0.1","0","Low Pass Filter, Self Test","-40 to 105","3.13 to 5.25","10","Quality Managed","0","5, 3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","10","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","0","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6813KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6813KWR2","10 bits SPI Accelerometer, 3.3/5V, XY, 50g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","50","SPI","XY","-","0.1","0","Low Pass Filter, Self Test","-40 to 105","3.13 to 5.25","10","Quality Managed","0","5, 3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","10","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","0","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6821BKW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6821BKW","10 bits SPI Accelerometer, 3.3/5V, XY, 25-120g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","120, 25","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6821BKWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6821BKWR2","10 bits SPI Accelerometer, 3.3/5V, XY, 25-120g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","120, 25","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6821KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6821KW","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 25-120g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","25, 120","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6821KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6821KWR2","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 25-120g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","25, 120","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6823KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6823KW","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 60-120g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","60, 120","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6823KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6823KWR2","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 60-120g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","60, 120","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6825BKW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6825BKW","10 bits SPI Accelerometer, 3.3V, XY, 100g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","100","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6825BKWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6825BKWR2","10 bits SPI Accelerometer, 3.3V, XY, 100g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","100","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6825KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6825KW","Xtrinsic 10 bits SPI Accelerometer, 3.3V, XY, 100g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","100","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6825KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6825KWR2","Xtrinsic 10 bits SPI Accelerometer, 3.3V, XY, 100g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","100","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6826KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6826KW","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 60g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","60","SPI","XY","-","0.1","0","Low Pass Filter, Self Test","-40 to 105","3.13 to 5.25","10","Quality Managed","0","5, 3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","10","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","0","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6826KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6826KWR2","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 60g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","60","SPI","XY","-","0.1","0","Low Pass Filter, Self Test","-40 to 105","3.13 to 5.25","10","Quality Managed","0","5, 3.3","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","10","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","0","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6827BKW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6827BKW","10 bits SPI Accelerometer, 3.3/5V, XY, 120g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","120","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6827BKWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6827BKWR2","10 bits SPI Accelerometer, 3.3/5V, XY, 120g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","120","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6827KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6827KW","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 120g, QFN 16, Rail","-","-","1000 @ CNY23.59 each","120","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6827KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6827KWR2","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, XY, 120g, QFN 16, Reel","-","-","1000 @ CNY23.59 each","120","SPI","XY","-","-","400","Self Test","-40 to 105","3.15 to 5.25","-","Quality Managed","0","3.3, 5","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6852KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6852KW","10 bits SPI Accelerometer, 3.3V, X, 35g, QFN 16, Rail","-","-","1000 @ CNY19.01 each","35","SPI","X","-","-","400","Self Test","-40 to 105","3.15 to 5.25","10","Quality Managed","0","3.3","3","QFN-EP 16","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6852KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6852KWR2","10 bits SPI Accelerometer, 3.3V, X, 35g, QFN 16, Reel","-","-","1000 @ CNY19.01 each","35","SPI","X","-","-","400","Self Test","-40 to 105","3.15 to 5.25","10","Quality Managed","0","3.3","3","QFN-EP 16","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6853KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6853KW","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, X, 50g, QFN 16, Rail","-","-","1000 @ CNY19.01 each","50","SPI","X","-","-","400","Self Test","-40 to 105","3.15 to 5.25","10","Quality Managed","0","3.3, 5","3","QFN-EP 16","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6853KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6853KWR2","Xtrinsic 10 bits SPI Accelerometer, 3.3/5V, X, 50g, QFN 16, Reel","-","-","1000 @ CNY19.01 each","50","SPI","X","-","-","400","Self Test","-40 to 105","3.15 to 5.25","10","Quality Managed","0","3.3, 5","3","QFN-EP 16","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6854KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6854KW","10 bits SPI Accelerometer, 3.3V, X, 75g, QFN 16, Rail","-","-","1000 @ CNY19.01 each","75","SPI","X","-","-","400","Self Test","-40 to 105","3.15 to 5.25","10","Quality Managed","0","3.3","3","QFN-EP 16","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA68xxKW","MMA6854KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA68xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/spi-20g-to-120g-xy-axis-medium-g-digital-inertial-sensor:MMA68xxKW?&fpsp=1&tab=Documentation_Tab#MMA6854KWR2","10 bits SPI Accelerometer, 3.3V, X, 75g, QFN 16, Reel","-","-","1000 @ CNY19.01 each","75","SPI","X","-","-","400","Self Test","-40 to 105","3.15 to 5.25","10","Quality Managed","0","3.3","3","QFN-EP 16","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","10","-"
"FSL","传感器---加速度传感器","MMA3202","MMA3202KEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA3202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/2-axis-accelerometers/100g-50g-medium-g-analog-accelerometer:MMA3202?&fpsp=1&tab=Documentation_Tab#MMA3202KEG","Accelerometer, 5V, XY, 100g, SOIC 20, Rail","-","-","1000 @ CNY30.08 each","100","Analog","XY","20","-","400","Self Test","-40 to 125","4.75 to 5.25","-","-","2.5","5","3","SOIC 20","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","2","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-"
