"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","UART","I2C","SPI","ADC (bit)","GPIOs","ADC (ch)","Junction Temperature (Max) (&#186;C)","SCI","内部RAM (KB) ","PLC代码","预算报价（不含税）(CNY)","Pin count","PLC描述","其他特性","外部中断","定时器特性","定时器","Debug &amp; Trace","I/O 工作电压 (Max) (V) ","内核：性能(MIPS)","ADC","待机功能","CAN","总线频率 (Max) (MHz) ","工作环境温度 (Min-Max) (°C) ","无铅","供电电压 (Min-Max) (V) ","认证级别","RoHS","DAC (ch)","DAC (bit)","定时器类型","Ethernet Type","以太网","外部总线接口","视频/显示功能","USB","USB features","DMA通道总数","I2S","支持外部存储器","缓存 (KB) ","QSPI","片选","CAN Type","PWM (ch)","支持外部存储","LCD分辨率","内核：工作电压 (Spec) (V) "
"FSL","其他处理器---32位MCU/MPU","MCF5225X","MCF52256CVN66","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#MCF52256CVN66","MCF522XX 32-bit MCU, ColdFire V2 core, 256KB Flash, 66MHz, MAPBGA 144","-","MAPBGA 144","66","-","256","3","2","-","12","96","8","-","-","64","4","10000 @ CNY36.24 each","144","PRODUCT MATURITY/SATURATION(4)","POR, PLL, Low Voltage Detect, Random Number Generator","4","Pulse Accumulator, PWM, Output Compare, Input Capture","2-ch. 16 bit, 2-ch. 8 bit","JTAG","-","63","8-ch. 12-bit","WAIT, STOP","1","66","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","MCF52258AG80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#MCF52258AG80","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 80MHz, QFP 144","-","LQFP 144","80","-","512","3","2","-","12","96","8","-","-","64","4","10000 @ CNY39.36 each","144","PRODUCT MATURITY/SATURATION(4)","External Memory Controller, POR, PLL, Low Voltage Detect, Random Number Generator","4","Pulse Accumulator, PWM, Output Compare, Input Capture","2-ch. 16 bit, 2-ch. 8 bit","JTAG","-","76","8-ch. 12-bit","STOP, WAIT","-","80","0 to 70","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","MCF52258CAG66","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#MCF52258CAG66","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 66MHz, QFP 144","-","LQFP 144","66","-","512","3","2","-","12","96","8","-","-","64","4","10000 @ CNY41.27 each","144","PRODUCT MATURITY/SATURATION(4)","External Memory Controller, POR, PLL, Low Voltage Detect, Random Number Generator","4","Pulse Accumulator, PWM, Output Compare, Input Capture","2-ch. 16 bit, 2-ch. 8 bit","JTAG","-","63","8-ch. 12-bit","WAIT, STOP","1","66","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","MCF52258CVN66","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#MCF52258CVN66","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 66MHz, MAPBGA 144","-","MAPBGA 144","66","-","512","3","2","-","12","96","8","-","-","64","4","10000 @ CNY41.27 each","144","PRODUCT MATURITY/SATURATION(4)","POR, PLL, Low Voltage Detect, Random Number Generator","4","Pulse Accumulator, PWM, Output Compare, Input Capture","4-ch. 16-bit, 4-ch. 32 bit","JTAG","-","63","8-ch. 12-bit","WAIT, STOP","1","66","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","MCF52258VN80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#MCF52258VN80","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 80MHz, MAPBGA 144","-","MAPBGA 144","80","-","512","3","2","-","12","96","8","-","-","64","4","10000 @ CNY39.36 each","144","PRODUCT MATURITY/SATURATION(4)","POR, PLL, Low Voltage Detect, Random Number Generator","4","Pulse Accumulator, PWM, Output Compare, Input Capture","2-ch. 16 bit, 2-ch. 8 bit","JTAG","-","76","8-ch. 12-bit","STOP, WAIT","-","80","0 to 70","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","MCF52259CAG80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#MCF52259CAG80","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 80MHz, QFP 144","-","LQFP 144","80","-","512","3","2","-","12","96","8","-","-","64","4","10000 @ CNY45.08 each","144","PRODUCT MATURITY/SATURATION(4)","External Memory Controller, Random Number Generator, POR, PLL, Low Voltage Detect","4","Pulse Accumulator, PWM, Output Compare, Input Capture","4-ch. 16-bit, 4-ch. 32 bit","JTAG","-","76","8-ch. 12-bit","WAIT, STOP","1","80","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","MCF52259CVN80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#MCF52259CVN80","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 80MHz, MAPBGA 144","-","MAPBGA 144","80","-","512","3","2","-","12","96","8","-","-","64","4","10000 @ CNY45.08 each","144","PRODUCT MATURITY/SATURATION(4)","External Memory Controller, Random Number Generator, POR, PLL, Low Voltage Detect","4","Pulse Accumulator, PWM, Output Compare, Input Capture","4-ch. 16-bit, 4-ch. 32 bit","JTAG","-","76","8-ch. 12-bit","WAIT, STOP","1","80","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","MCF52264AF80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#MCF52264AF80","MCF522XX 32-bit MCU, ColdFire V2 core, 256KB Flash, 80MHz, 0/+105degC, QFP 100","-","LQFP 100","80","-","256","3","2","-","12","56","8","-","-","32","4","10000 @ CNY52.14 each","100","PRODUCT MATURITY/SATURATION(4)","External Memory Controller, Low Voltage Detect, PLL, POR, Random Number Generator","4","Pulse Accumulator, PWM, Output Compare, Input Capture","4-ch. 16-bit, 4-ch. 32 bit","JTAG","-","76","8-ch. 12-bit","STOP, WAIT","1","80","0 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB 2.0, USB OTG","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","PCF52255CAF80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#PCF52255CAF80","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 80MHz, prototype, QFP 100","-","LQFP 100","80","-","512","3","-","-","12","56","8","-","-","64","1","-","100","PRODUCT NEWLY INTRO D/RAMP-UP(1)","External Memory Controller, Random Number Generator, POR, PLL, Low Voltage Detect","4","Pulse Accumulator, PWM, Output Compare, Input Capture","2-ch. 16 bit, 2-ch. 32 bit","JTAG","-","76","8-ch. 12-bit","WAIT, STOP","1","80","-40 to 85","-","3 to 3.6","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","PCF52258AG80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#PCF52258AG80","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 80MHz, prototype, QFP 144","-","LQFP 144","80","-","512","3","-","-","12","96","8","-","-","64","1","-","144","PRODUCT NEWLY INTRO D/RAMP-UP(1)","External Memory Controller, Low Voltage Detect, PLL, POR, Random Number Generator","4","Pulse Accumulator, PWM, Output Compare, Input Capture","4-ch. 16-bit, 4-ch. 32 bit","JTAG","-","76","8-ch. 12-bit","WAIT, STOP","-","80","0 to 70","-","3 to 3.6","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB 2.0, USB OTG","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","PCF52259CAG80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#PCF52259CAG80","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 80MHz, prototype, QFP 144","-","LQFP 144","80","-","512","3","-","-","12","96","8","-","-","64","1","-","144","PRODUCT NEWLY INTRO D/RAMP-UP(1)","External Memory Controller, Random Number Generator, POR, PLL, Low Voltage Detect","4","Pulse Accumulator, PWM, Output Compare, Input Capture","4-ch. 16-bit, 4-ch. 32 bit","JTAG","-","76","8-ch. 12-bit","WAIT, STOP","1","80","-40 to 85","-","3 to 3.6","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5225X","PCF52259CVN80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5225X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/one-stop-shop-connectivity-32-bit-microcontrollers:MCF5225X?&fpsp=1&tab=Documentation_Tab#PCF52259CVN80","MCF522XX 32-bit MCU, ColdFire V2 core, 512KB Flash, 80MHz, prototype, MAPBGA 144","-","MAPBGA 144","80","-","512","3","-","-","12","96","8","-","-","64","2","-","144","PRODUCT RAPID GROWTH(2)","Random Number Generator, POR, PLL, Low Voltage Detect","4","Pulse Accumulator, PWM, Output Compare, Input Capture","2-ch. 16 bit, 2-ch. 32 bit","JTAG","-","76","8-ch. 12-bit","WAIT, STOP","1","80","-40 to 85","-","-","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","1","USB OTG, USB 2.0","4","-","-","-","1","6","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF521X","MCF52110CAE80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF521X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-can:MCF521X?&fpsp=1&tab=Documentation_Tab#MCF52110CAE80","MCF521XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 80MHz, QFP 64","-","QFP 64","80","-","128","3","1","-","12","56","8","-","-","16","4","10000 @ CNY24.29 each","64","PRODUCT MATURITY/SATURATION(4)","Low Voltage Detect, PLL","7","Pulse Accumulator, PWM, Output Compare, Input Capture","2-ch. 16 bit","JTAG","-","63","8-ch. 12-bit","STOP","1","80","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5221X","MCF52210CAE80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52210CAE80","MCF522XX 32-bit MCU, ColdFire V2 core, 64KB Flash, 80MHz, QFP 64","-","QFP 64","80","-","64","2","2","-","12","43","8","-","-","16","4","10000 @ CNY25.37 each","64","PRODUCT MATURITY/SATURATION(4)","POR, PLL, Low Voltage Detect","7","Input Capture, Output Compare, PWM, Pulse Accumulator","1-ch. 16 bit, 1-ch. 8 bit","JTAG","-","76","8-ch. 12-bit","STOP","-","40","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5221X","MCF52210CVM80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52210CVM80","MCF522XX 32-bit MCU, ColdFire V2 core, 64KB Flash, 80MHz, MAPBGA 81","-","MAPBGA 81","80","-","64","2","2","-","12","55","8","-","-","16","4","10000 @ CNY26.20 each","81","PRODUCT MATURITY/SATURATION(4)","POR, PLL, Low Voltage Detect","7","PWM, Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit, 8-ch. 8 bit","JTAG","-","76","8-ch. 12-bit","STOP","-","40","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5221X","MCF52211CAE66","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52211CAE66","MCF522XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 66MHz, QFP 64","-","QFP 64","66","-","128","3","2","-","12","43","8","-","-","16","4","10000 @ CNY25.75 each","64","PRODUCT MATURITY/SATURATION(4)","POR, PLL, Low Voltage Detect","7","PWM, Input Capture, Output Compare, Pulse Accumulator","1-ch. 16 bit, 1-ch. 8 bit","JTAG","-","76","8-ch. 12-bit","STOP","-","33","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5221X","MCF52211CAE80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52211CAE80","MCF522XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 80MHz, QFP 64","-","QFP 64","80","-","128","3","2","-","12","43","8","-","-","16","4","10000 @ CNY28.30 each","64","PRODUCT MATURITY/SATURATION(4)","POR, PLL, Low Voltage Detect","7","Input Capture, Output Compare, PWM, Pulse Accumulator","1-ch. 16 bit, 1-ch. 8 bit","JTAG","-","76","8-ch. 12-bit","STOP","-","40","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5221X","MCF52211CAF80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52211CAF80","MCF522XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 80MHz, QFP 100","-","LQFP 100","80","-","128","3","2","-","12","63","8","-","-","16","4","10000 @ CNY29.19 each","100","PRODUCT MATURITY/SATURATION(4)","POR, PLL, Low Voltage Detect","7","PWM, Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit, 8-ch. 8 bit","JTAG","-","76","8-ch. 12-bit","STOP","-","40","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5221X","MCF52212AE50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52212AE50","MCF522XX 32-bit MCU, ColdFire V2 core, 64KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","64","2","2","-","12","43","8","-","-","8","4","10000 @ CNY21.43 each","64","PRODUCT MATURITY/SATURATION(4)","Low Voltage Detect, PLL, POR","7","Input Capture, Output Compare, Pulse Accumulator","1-ch. 16 bit, 1-ch. 8 bit","JTAG","-","46","8-ch. 12-bit","STOP","-","25","0 to 70","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5221X","MCF52212CAE50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52212CAE50","MCF522XX 32-bit MCU, ColdFire V2 core, 64KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","64","2","2","-","12","43","8","-","-","8","4","10000 @ CNY23.84 each","64","PRODUCT MATURITY/SATURATION(4)","Low Voltage Detect, PLL, POR","7","Input Capture, Output Compare, Pulse Accumulator","8-ch. 16 bit, 8-ch. 8 bit","JTAG","-","46","8-ch. 12-bit","STOP","-","25","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5221X","MCF52213AE50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5221X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bit-microcontroller-with-usb-on-the-go:MCF5221X?&fpsp=1&tab=Documentation_Tab#MCF52213AE50","MCF522XX 32-bit MCU, ColdFire V2 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","2","2","-","12","43","8","-","-","8","4","10000 @ CNY24.16 each","64","PRODUCT MATURITY/SATURATION(4)","POR, PLL, Low Voltage Detect","7","Input Capture, Output Compare","8-ch. 16 bit, 8-ch. 8 bit","JTAG","-","46","8-ch. 12-bit","STOP","-","25","0 to 70","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5222X","MCF52221CAE66","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5222X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bits-microcontrollers-with-usb:MCF5222X?&fpsp=1&tab=Documentation_Tab#MCF52221CAE66","MCF5222X 32-bit MCU, ColdFire V2 core, 128KB Flash, 66MHz, QFP 64","-","QFP 64","66","-","128","3","1","-","12","56","8","-","-","16","4","10000 @ CNY25.75 each","64","PRODUCT MATURITY/SATURATION(4)","Low Voltage Detect, PLL, POR","7","Pulse Accumulator, PWM, Output Compare, Input Capture","-","JTAG","3.3","76","8-ch. 12-bit","STOP","-","66","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5222X","MCF52221CAF66","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5222X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bits-microcontrollers-with-usb:MCF5222X?&fpsp=1&tab=Documentation_Tab#MCF52221CAF66","MCF5222X 32-bit MCU, ColdFire V2 core, 128KB Flash, 66MHz, QFP 100","-","LQFP 100","66","-","128","3","1","-","12","56","8","-","-","16","4","10000 @ CNY26.45 each","100","PRODUCT MATURITY/SATURATION(4)","Low Voltage Detect, PLL, POR","7","Pulse Accumulator, PWM, Output Compare, Input Capture","-","JTAG","3.3","76","8-ch. 12-bit","STOP","-","66","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF5222X","MCF52221CAF80","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF5222X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v2-mcu/32-bits-microcontrollers-with-usb:MCF5222X?&fpsp=1&tab=Documentation_Tab#MCF52221CAF80","MCF5222X 32-bit MCU, ColdFire V2 core, 128KB Flash, 80MHz, QFP 100","-","LQFP 100","80","-","128","3","1","-","12","56","8","-","-","16","4","10000 @ CNY29.19 each","100","PRODUCT MATURITY/SATURATION(4)","Low Voltage Detect, PLL, POR","7","Pulse Accumulator, PWM, Output Compare, Input Capture","-","JTAG","3.3","76","8-ch. 12-bit","STOP","-","66","-40 to 85","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","-","1","USB OTG","4","-","-","-","1","4","-","-","-","-","-"
