"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","支持的MCU","预算报价（不含税）(CNY)","封装类型和焊端数","线性/LDO稳压器数量","开关升压稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","接口和输入控制","通信协议","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性 - 电源管理","ADC","RoHS","PLC代码","电池组数量","Pin count","充电电流类型","PLC描述","电池充电器","输入电压 (Max) (V) ","供电电压 (Min-Max) (V) ","认证级别","音频发送模拟放大器","音频接收模拟放大器","照明管理","音频－数字","无铅","其他特性-模拟","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","通道数","每路输出电流限值 (Min) (A) (ILIM)","负载电流 (Typ) (A) (IL)","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","SafeAssure 功能安全","GPIOs","供电电压 (Typ) (V) ","LIN","CAN","Data Rate Min","Data Rate Max","充电终止方法","External Memory Voltage (V) ","内核：内核数量 (Spec)","内部RAM (KB) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---电源管理","MMPF0200","MMPF0200F4ANESR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMPF0200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/12-channel-configurable-power-management-ic:MMPF0200?&fpsp=1&tab=Documentation_Tab#MMPF0200F4ANESR2","Power Management IC, i.MX6, pre-prog, 12 ch, 3/4 buck, 6 LDO, 1 boost, QFN 56, Reel","-","-","-","PMICs for i.MX Processors","i.MX53, i.MX6DL, i.MX6S, i.MX6SL, i.MX6SX","1000 @ CNY14.75 each","QFN-EP 56","6","1","4","-","-","I2C","-","-40 to 105","Overcurrent, Overtemperature","-","-","-","-","3","-","56","-","PRODUCT STABLE GROWTH/MATURITY(3)","Coin cell","-","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","Sleep Mode, Standby, Stop Mode","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MMPF0200","MMPF0200F6AEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMPF0200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/12-channel-configurable-power-management-ic:MMPF0200?&fpsp=1&tab=Documentation_Tab#MMPF0200F6AEP","Power Management IC, i.MX6, pre-prog, 12 ch, 3/4 buck, 6 LDO, 1 boost, QFN 56, Tray","-","-","-","PMICs for i.MX Processors","i.MX53, i.MX6DL, i.MX6S, i.MX6SL, i.MX6SX","1000 @ CNY13.99 each","QFN-EP 56","6","1","4","-","-","I2C","-","-40 to 85","Overcurrent, Overtemperature","-","-","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","Coin cell","-","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","Sleep Mode, Standby, Stop Mode","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MMPF0200","MMPF0200F6AEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMPF0200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/12-channel-configurable-power-management-ic:MMPF0200?&fpsp=1&tab=Documentation_Tab#MMPF0200F6AEPR2","Power Management IC, i.MX6, pre-prog, 12 ch, 3/4 buck, 6 LDO, 1 boost, QFN 56, Reel","-","-","-","PMICs for i.MX Processors","i.MX53, i.MX6DL, i.MX6S, i.MX6SL, i.MX6SX","1000 @ CNY13.99 each","QFN-EP 56","6","1","4","-","-","I2C","-","-40 to 85","Overcurrent, Overtemperature","-","-","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","Coin cell","-","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","Sleep Mode, Standby, Stop Mode","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MMPF0200","MMPF0200NPAEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMPF0200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/12-channel-configurable-power-management-ic:MMPF0200?&fpsp=1&tab=Documentation_Tab#MMPF0200NPAEP","Power Management IC, i.MX6, no-prog, 12 ch, 3/4 buck, 6 LDO, 1 boost, QFN 56, Tray","-","-","-","PMICs for i.MX Processors","i.MX53, i.MX6DL, i.MX6S, i.MX6SL, i.MX6SX","1000 @ CNY13.99 each","QFN-EP 56","6","1","4","-","-","I2C","-","-40 to 85","Overcurrent, Overtemperature","-","-","-","-","3","-","56","-","PRODUCT STABLE GROWTH/MATURITY(3)","Coin cell","-","2.8 to 4.5","5-YEARS APPLICATION LIFE","-","-","-","-","-","Sleep Mode, Standby, Stop Mode","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5, 1.2, 1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MMPF0200","MMPF0200NPAEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMPF0200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/12-channel-configurable-power-management-ic:MMPF0200?&fpsp=1&tab=Documentation_Tab#MMPF0200NPAEPR2","Power Management IC, i.MX6, no-prog, 12 ch, 3/4 buck, 6 LDO, 1 boost, QFN 56, Reel","-","-","-","PMICs for i.MX Processors","i.MX53, i.MX6DL, i.MX6S, i.MX6SL, i.MX6SX","1000 @ CNY13.99 each","QFN-EP 56","6","1","4","-","-","I2C","-","-40 to 85","Overcurrent, Overtemperature","-","-","-","-","3","-","56","-","PRODUCT STABLE GROWTH/MATURITY(3)","Coin cell","-","2.8 to 4.5","5-YEARS APPLICATION LIFE","-","-","-","-","-","Sleep Mode, Standby, Stop Mode","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5, 1.2, 1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MMPF0200","MMPF0200NPAZES","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMPF0200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/12-channel-configurable-power-management-ic:MMPF0200?&fpsp=1&tab=Documentation_Tab#MMPF0200NPAZES","Power Management IC, i.MX6, no-prog, 12 ch, 3/4 buck, 6 LDO, 1 boost, QFN 56, Tray","-","-","-","PMICs for i.MX Processors","i.MX53, i.MX6DL, i.MX6S, i.MX6SL, i.MX6SX","1000 @ CNY15.39 each","QFN-EP 56","6","1","4","-","-","I2C","-","-40 to 85","Overcurrent, Overtemperature","-","-","-","-","3","-","56","-","PRODUCT STABLE GROWTH/MATURITY(3)","Coin cell","-","2.8 to 4.5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Sleep Mode, Standby, Stop Mode","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5, 1.2, 1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MMPF0200","MMPF0200NPAZESR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMPF0200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/12-channel-configurable-power-management-ic:MMPF0200?&fpsp=1&tab=Documentation_Tab#MMPF0200NPAZESR2","Power Management IC, i.MX6, no-prog, 12 ch, 3/4 buck, 6 LDO, 1 boost, QFN 56, Reel","-","-","-","PMICs for i.MX Processors","i.MX53, i.MX6DL, i.MX6S, i.MX6SL, i.MX6SX","1000 @ CNY15.39 each","QFN-EP 56","6","1","4","-","-","I2C","-","-40 to 85","Overcurrent, Overtemperature","-","-","-","-","3","-","56","-","PRODUCT STABLE GROWTH/MATURITY(3)","Coin cell","-","2.8 to 4.5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Sleep Mode, Standby, Stop Mode","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5, 1.2, 1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MM908E622","MM908E622ACPEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MM908E622&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/8-bit-intelligent-distributed-controllers/8-bit-mcu-with-vreg-h-b-ec-glass-driver-lin-phy:MM908E622?&fpsp=1&tab=Documentation_Tab#MM908E622ACPEK","Integrated motor driver; 4x H-B, 3x HSS,  EC drive, 8-bit MCU, 16KB  Flash, LIN, SOIC-EP 54, Rail","-","-","-","H-Bridge and Config Switches, High Side Switch, Network Transceivers, Embedded MCU plus Power","-","1000 @ CNY30.33 each","SOIC-EP 54","-","-","-","-","-","-","LIN","-40 to 85","Undervoltage Detection, Overvoltage, Cross-Conduction Suppression, Short Circuit, Overcurrent, Overtemperature","SPI","-","-","-","3","-","54","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","PWM Capable, Internal Charge Pump","100","20","10","-","-","-","-","20","7.5","-","-","-","-","-","-","-","-","-","1","0.5","8","HC08","16","5"
"FSL","模拟与电源管理---电源管理","MM908E622","MM908E622ACPEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MM908E622&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/8-bit-intelligent-distributed-controllers/8-bit-mcu-with-vreg-h-b-ec-glass-driver-lin-phy:MM908E622?&fpsp=1&tab=Documentation_Tab#MM908E622ACPEKR2","Integrated motor driver; 4x H-B, 3x HSS,  EC drive, 8-bit MCU, 16KB  Flash, LIN, SOIC-EP 54, Reel","-","-","-","H-Bridge and Config Switches, High Side Switch, Network Transceivers, Embedded MCU plus Power","-","1000 @ CNY30.33 each","SOIC-EP 54","-","-","-","-","-","-","LIN","-40 to 85","Undervoltage Detection, Overvoltage, Cross-Conduction Suppression, Short Circuit, Overcurrent, Overtemperature","SPI","-","-","-","3","-","54","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5 to 28","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","PWM Capable, Internal Charge Pump","100","20","10","-","-","-","-","20","7.5","-","-","-","-","-","-","-","-","-","1","0.5","8","HC08","16","5"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V1ES","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V1ES","Regulator, Buck, Quad with up to 4.5A Output and Triple User-programmable LDOs, QFN 56, Tray","-","-","-","PMIC, DC/DC Regulator","LS1020A, LS1021A, LS1022A","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V1ESR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V1ESR2","Regulator, Buck, Quad with up to 4.5A Output and Triple User-programmable LDOs, QFN 56, Reel","-","-","-","PMIC, DC/DC Regulator","LS1020A, LS1021A, LS1022A","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V2ES","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V2ES","Regulator, Buck, Quad with up to 4.5A Output and Factory programmed LDOs, QFN 56, Tray","-","-","-","PMIC, DC/DC Regulator","LS1020A, LS1021A, LS1022A","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V2ESR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V2ESR2","Regulator, Buck, Quad with up to 4.5A Output and Factory programmed LDOs, QFN 56, Reel","-","-","-","PMIC, DC/DC Regulator","LS1020A, LS1021A, LS1022A","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V3ES","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V3ES","Regulator, Buck, Quad with up to 4.5A Output and Factory programmed LDOs, QFN 56, Tray","-","-","-","PMIC, DC/DC Regulator","LS1020A, LS1021A, LS1022A","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V3ESR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V3ESR2","Regulator, Buck, Quad with up to 4.5A Output and Factory programmed LDOs, QFN 56, Reel","-","-","-","PMIC, DC/DC Regulator","LS1020A, LS1021A, LS1022A","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V4ES","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V4ES","Regulator, Buck, Quad with up to 4.5A Output and Triple User-programmable LDOs, QFN 56, Tray","-","-","-","DC/DC Regulator, PMIC","LS1023A, LS1043, T1012, T1023","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V4ESR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V4ESR2","Regulator, Buck, Quad with up to 4.5A Output and Triple User-programmable LDOs, QFN 56, Reel","-","-","-","DC/DC Regulator, PMIC","LS1023A, LS1043, T1013, T1023","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V5ES","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V5ES","Regulator, Buck, Quad with up to 4.5A Output and Triple User-programmable LDOs, QFN 56, Tray","-","-","-","DC/DC Regulator, PMIC","T1013, T1023","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V5ESR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V5ESR2","Regulator, Buck, Quad with up to 4.5A Output and Triple User-programmable LDOs, QFN 56, Reel","-","-","-","DC/DC Regulator, PMIC","T1013, T1023","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","2","-","56","-","PRODUCT RAPID GROWTH(2)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V6ES","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V6ES","Regulator, Buck, Quad with up to 4.5A Output and Triple User-programmable LDOs, QFN 56, Tray","-","-","-","DC/DC Regulator, PMIC","LS1024A","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","1","-","56","-","PRODUCT NEWLY INTRO D/RAMP-UP(1)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34VR500","MC34VR500V6ESR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34VR500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmic-for-networking-processors/multi-output-dc-dc-regulator:MC34VR500?&fpsp=1&tab=Documentation_Tab#MC34VR500V6ESR2","Regulator, Buck, Quad with up to 4.5A Output and Triple User-programmable LDOs, QFN 56, Reel","-","-","-","DC/DC Regulator, PMIC","LS1024A","1000 @ CNY25.24 each","QFN-EP 56","5","-","4","-","-","I2C","-","-40 to 105","-","-","Factory programmed LDOs","-","-","1","-","56","-","PRODUCT NEWLY INTRO D/RAMP-UP(1)","-","3.3","2.8 to 4.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.35","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34905","MC34905CS3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/system-basis-chip/system-basis-chip-with-can-high-speed-and-lin-interface:MC34905?&fpsp=1&tab=Documentation_Tab#MC34905CS3EK","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","-","1000 @ CNY15.39 each","SOIC-EP 32","-","-","-","-","-","SPI","CAN, LIN","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34905","MC34905CS3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/system-basis-chip/system-basis-chip-with-can-high-speed-and-lin-interface:MC34905?&fpsp=1&tab=Documentation_Tab#MC34905CS3EKR2","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Reel","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","-","1000 @ CNY15.39 each","SOIC-EP 32","-","-","-","-","-","SPI","CAN, LIN","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34905","MC34905CS5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/system-basis-chip/system-basis-chip-with-can-high-speed-and-lin-interface:MC34905?&fpsp=1&tab=Documentation_Tab#MC34905CS5EK","System Basis Chip, LIN, 2x 5.0 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","-","1000 @ CNY15.39 each","SOIC-EP 32","-","-","-","-","-","SPI","CAN, LIN","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34905","MC34905CS5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/system-basis-chip/system-basis-chip-with-can-high-speed-and-lin-interface:MC34905?&fpsp=1&tab=Documentation_Tab#MC34905CS5EKR2","System Basis Chip, LIN, 2x 5.0 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Reel","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","-","1000 @ CNY15.39 each","SOIC-EP 32","-","-","-","-","-","SPI","CAN, LIN","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 28","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1000","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MMPF0100","MMPF0100F0AEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMPF0100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/14-channel-configurable-power-management-ic:MMPF0100?&fpsp=1&tab=Documentation_Tab#MMPF0100F0AEP","Power Management IC, i.MX6, pre-prog, 10 Bit ADC, 4/6 buck, 6 LDO, 5 boost, QFN 56, Tray","-","-","-","Configurable PMICs, PMICs for i.MX Processors","i.MX53, i.MX6D, i.MX6DL, i.MX6Q, i.MX6S, i.MX6SX","1000 @ CNY16.47 each","QFN-EP 56","7","1","6","1.5 ADJ down, 1.5 ADJ down, 3.3 ADJ down, 3.3 ADJ down, 3.3 ADJ down, 3.3 ADJ down, 1.8 ADJ down, 1.8 ADJ down, 3.3 ADJ down, 3.3 ADJ down, 3.3 ADJ down, 3.3 ADJ down, 5.0","0.1, 0.25, 0.1, 0.35, 0.1, 0.2, 2.5, 2, 2, 1.25, 1.25, 1, 0.6","I2C","-","-40 to 85","Overcurrent, Overtemperature","-","Power Sequencing, Sleep Mode, USB Supply Voltage, USB-OTG","-","-","3","-","56","-","PRODUCT STABLE GROWTH/MATURITY(3)","Coin cell","-","2.8 to 4.5","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5","-","-","-","-","-","-"
