"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","内核：类型","内核：内核数量 (Spec)","工作频率 (Max) (MHz) ","L2缓存 (Max) (KB) ","L3缓存 (Max) (KB) ","Data Path","PCIe","USB features","支持外部存储器","CAN","工作环境温度 (Min-Max) (°C) ","封装类型和焊端数","加速度传感器数量","PLC代码","Pin count","PLC描述","I2C","缓存 (KB) ","其他特性","外部总线接口","SPI","协处理器类型","Ethernet Type","无铅","认证级别","RoHS","DUART","视频/显示功能","Typical Power"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1020ASE7KQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1020ASE7KQB","LS1 32Bit ARM SoC, 1GHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, SEC, 0 to 105C, Rev2.0","-","1000 @ CNY125.52 each","ARM Cortex-A7","2","1000","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","SEC 5.4","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1020ASN7HNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1020ASN7HNB","LS1 32Bit ARM SoC, 800MHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, 0 to 105C, Rev2.0","-","1000 @ CNY116.68 each","ARM Cortex-A7","2","800","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","-","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1020ASN7KQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1020ASN7KQB","LS1 32Bit ARM SoC, 1GHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, 0 to 105C, Rev2.0","-","1000 @ CNY121.89 each","ARM Cortex-A7","2","1000","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","-","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1020AXE7HNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1020AXE7HNB","LS1 32Bit ARM SoC, 800MHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, SEC, -40 to 105C, Rev2.0","-","1000 @ CNY132.19 each","ARM Cortex-A7","2","800","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","-40 to 105","FCPBGA 525","-","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1020AXE7KQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1020AXE7KQB","LS1 32Bit ARM SoC, 1GHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, SEC, -40 to 105C, Rev2.0","-","1000 @ CNY136.83 each","ARM Cortex-A7","2","1000","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","-40 to 105","FCPBGA 525","-","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1020AXN7HNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1020AXN7HNB","LS1 32Bit ARM SoC, 800MHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, -40 to 105C, Rev2.0","-","1000 @ CNY128.31 each","ARM Cortex-A7","2","800","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","-40 to 105","FCPBGA 525","-","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1020AXN7KQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1020AXN7KQB","LS1 32Bit ARM SoC, 1GHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, -40 to 105C, Rev2.0","-","1000 @ CNY132.89 each","ARM Cortex-A7","2","1000","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","-40 to 105","FCPBGA 525","-","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1022ASE7EKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1022ASE7EKB","LS1 32Bit ARM SoC, 600MHz, DDR3L, vTSEC, PCIe, USB2, CAN, SEC, 0 to 105C, Rev2.0","-","1000 @ CNY99.70 each","ARM Cortex-A7","2","600","512","-","-","-","1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","SEC 5.4","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1022ASN7EKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1022ASN7EKB","LS1 32Bit ARM SoC, 600MHz, DDR3L, vTSEC, PCIe, USB2, CAN, 0 to 105C, Rev2.0","-","1000 @ CNY96.84 each","ARM Cortex-A7","2","600","512","-","-","-","1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","SEC 5.4","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1022AXE7EKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1022AXE7EKB","LS1 32Bit ARM SoC, 600MHz, DDR3L, vTSEC, PCIe, USB2, CAN, SEC, -40 to 105C, Rev2.0","-","1000 @ CNY109.68 each","ARM Cortex-A7","2","600","512","-","-","-","1 x USB 2.0","DDR3L","-","-40 to 105","FCPBGA 525","-","2","525","PRODUCT RAPID GROWTH(2)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","10-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","LS1022AXN7EKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#LS1022AXN7EKB","LS1 32Bit ARM SoC, 600MHz, DDR3L, vTSEC, PCIe, USB2, CAN, -40 to 105C, Rev2.0","-","1000 @ CNY106.50 each","-","-","-","-","-","-","-","-","-","-","-","FCPBGA 525","-","2","525","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","PS1020ASE7HNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#PS1020ASE7HNB","LS1 32Bit ARM SoC, 800MHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, SEC, 0 to 105C, Rev2.0 Proto","-","1000 @ CNY120.18 each","ARM Cortex-A7","2","800","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","SEC 5.4","1","525","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","-","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","PS1020ASE7KQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#PS1020ASE7KQB","LS1 32Bit ARM SoC, 1GHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, SEC, 0 to 105C, Rev2.0 Proto","-","1000 @ CNY125.52 each","ARM Cortex-A7","2","1000","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","SEC 5.4","1","525","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","-","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","PS1020ASN7HNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#PS1020ASN7HNB","LS1 32Bit ARM SoC, 800MHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, 0 to 105C, Rev2.0 Proto","-","1000 @ CNY116.68 each","ARM Cortex-A7","2","800","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","-","1","525","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","-","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","PS1020ASN7KQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#PS1020ASN7KQB","LS1 32Bit ARM SoC, 1GHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, 0 to 105C, Rev2.0 Proto","-","1000 @ CNY121.89 each","ARM Cortex-A7","2","1000","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","-","1","525","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","-","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","PS1020AXE7KQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#PS1020AXE7KQB","LS1 32Bit ARM SoC, 1GHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, SEC, -40 to 105C, Rev2.0 Proto","-","1000 @ CNY136.83 each","ARM Cortex-A7","2","1000","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","-40 to 105","FCPBGA 525","-","1","525","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","-","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","PS1020AXN7KQB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#PS1020AXN7KQB","LS1 32Bit ARM SoC, 1GHz, DDR3/4, vTSEC, PCIe, USB3, SATA3, uQE, -40 to 105C, Rev2.0 Prototype","-","1000 @ CNY132.89 each","ARM Cortex-A7","2","1000","512","-","-","-","1 x USB 3.0, 1 x USB 2.0","DDR3L, DDR4","-","-40 to 105","FCPBGA 525","-","1","525","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","-","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","PS1022ASE7EKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#PS1022ASE7EKB","LS1 32Bit ARM SoC, 600MHz, DDR3L, vTSEC, PCIe, USB2, CAN, SEC, 0 to 105C, Rev2.0 Proto","-","1000 @ CNY99.70 each","ARM Cortex-A7","2","600","512","-","-","-","1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","SEC 5.4","1","525","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","-","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","PS1022ASN7EKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#PS1022ASN7EKB","LS1 32Bit ARM SoC, 600MHz, DDR3L, vTSEC, PCIe, USB2, CAN, 0 to 105C, Rev2.0 Proto","-","1000 @ CNY96.84 each","ARM Cortex-A7","2","600","512","-","-","-","1 x USB 2.0","DDR3L, DDR4","-","0 to 105","FCPBGA 525","SEC 5.4","1","525","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","-","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS1020A","PS1022AXN7EKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS1020A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls1020a-and-ls1022a-dual-core-processors:LS1020A?&fpsp=1&tab=Documentation_Tab#PS1022AXN7EKB","LS1 32Bit ARM SoC, 600MHz, DDR3L, vTSEC, PCIe, USB2, CAN, -40 to 105C, Rev2.0 Proto","-","1000 @ CNY106.50 each","ARM Cortex-A7","2","600","512","-","-","-","1 x USB 2.0","DDR3L","-","-40 to 105","FCPBGA 525","-","1","525","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3","32","ASRC, SPDIF Transmitter","IFC, PCI-Express","1","uQE","1GBaseT, RGMII, SGMII, VeTSEC","-","-","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS102MA","LS101MASE7DFA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS102MA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls102ma-communications-processor:LS102MA?&fpsp=1&tab=Documentation_Tab#LS101MASE7DFA","QorIQ Layerscape 32-bit ARM SoC, 533MHz, GbE, PCIe, DDR2, USB, Security, VoIP, 0 to 70C Ta","-","1000 @ CNY65.81 each","ARM11","1","533","-","-","-","-","1 x USB 2.0","DDR2, DDR3","-","0 to 70","PBGA 448","-","4","448","PRODUCT MATURITY/SATURATION(4)","-","64","-","PCI-Express","-","-","1GBaseT","-","5-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS102MA","LS101MASE7EHA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS102MA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls102ma-communications-processor:LS102MA?&fpsp=1&tab=Documentation_Tab#LS101MASE7EHA","QorIQ Layerscape 32-bit ARM SoC, 650MHz, GbE, PCIe, DDR2, Security, VoIP, 0 to 70C Ta","-","1000 @ CNY70.39 each","ARM11","1","650","-","-","-","-","1 x USB 2.0","DDR2, DDR3","-","0 to 70","PBGA 448","-","4","448","PRODUCT MATURITY/SATURATION(4)","-","64","-","PCI-Express","-","-","1GBaseT","-","5-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS102MA","LS101MASN7DFA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS102MA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls102ma-communications-processor:LS102MA?&fpsp=1&tab=Documentation_Tab#LS101MASN7DFA","QorIQ Layerscape 32-bit ARM SoC, 533MHz, GbE, PCIe, DDR2, USB, 0 to 70C Ta","-","1000 @ CNY59.83 each","ARM11","1","533","-","-","-","-","1 x USB 2.0","DDR2, DDR3","-","0 to 70","PBGA 448","-","4","448","PRODUCT MATURITY/SATURATION(4)","-","64","-","PCI-Express","-","-","1GBaseT","-","5-YEARS APPLICATION LIFE","-","2","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS102MA","LS101MASN7EHA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS102MA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls102ma-communications-processor:LS102MA?&fpsp=1&tab=Documentation_Tab#LS101MASN7EHA","QorIQ Layerscape 32-bit ARM SoC, 650MHz, GbE, PCIe, DDR2, 0 to 70C Ta","-","1000 @ CNY64.03 each","ARM11","1","650","-","-","-","-","1 x USB 2.0","DDR2, DDR3","-","0 to 70","MAPBGA 484","-","4","484","PRODUCT MATURITY/SATURATION(4)","-","64","-","PCI-Express","-","-","1GBaseT","-","5-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS102MA","LS101MAXE7DFA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS102MA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls102ma-communications-processor:LS102MA?&fpsp=1&tab=Documentation_Tab#LS101MAXE7DFA","QorIQ Layerscape 32-bit ARM SoC, 533MHz, GbE, PCIe, DDR2, USB, Security, VoIP, -40 to 85C Ta","-","1000 @ CNY71.79 each","ARM11","1","533","-","-","-","-","1 x USB 2.0","DDR2, DDR3","-","-40 to 85","PBGA 448","-","4","448","PRODUCT MATURITY/SATURATION(4)","-","64","-","PCI-Express","-","-","1GBaseT","-","5-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS102MA","LS102MASE7BFA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS102MA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls102ma-communications-processor:LS102MA?&fpsp=1&tab=Documentation_Tab#LS102MASE7BFA","QorIQ Layerscape 32-bit ARM SoC, 2 cores @ 450MHz, GbE, PCIe, DDR2, Security, VoIP, 0 to 70C Ta","-","1000 @ CNY78.97 each","ARM11","2","450","-","-","-","-","1 x USB 2.0","DDR2, DDR3","-","0 to 70","PBGA 448","-","4","448","PRODUCT MATURITY/SATURATION(4)","-","64","-","PCI-Express","-","-","1GBaseT","-","5-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS102MA","LS102MASE7EHA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS102MA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls102ma-communications-processor:LS102MA?&fpsp=1&tab=Documentation_Tab#LS102MASE7EHA","QorIQ Layerscape 32-bit ARM SoC, 2 cores @ 650MHz, GbE, PCIe, DDR2, Security, VoIP, 0 to 70C Ta","-","1000 @ CNY86.86 each","ARM11","2","650","-","-","-","-","1 x USB 2.0","DDR2, DDR3","-","0 to 70","PBGA 448","-","4","448","PRODUCT MATURITY/SATURATION(4)","-","64","-","PCI-Express","-","-","1GBaseT","-","5-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS102MA","LS102MASN7BFA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS102MA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls102ma-communications-processor:LS102MA?&fpsp=1&tab=Documentation_Tab#LS102MASN7BFA","QorIQ Layerscape 32-bit ARM SoC, 2 cores @ 450MHz, GbE, PCIe, DDR2, 0 to 70C Ta","-","1000 @ CNY71.79 each","ARM11","2","450","-","-","-","-","1 x USB 2.0","DDR2, DDR3","-","0 to 70","MAPBGA 484","-","4","484","PRODUCT MATURITY/SATURATION(4)","-","64","-","PCI-Express","-","-","1GBaseT","-","5-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","ARM 处理器---基于ARM技术的QorIQ处理器","LS102MA","LS102MASN7EHA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=LS102MA&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/qoriq-arm-processors/qoriq-ls102ma-communications-processor:LS102MA?&fpsp=1&tab=Documentation_Tab#LS102MASN7EHA","QorIQ Layerscape 32-bit ARM SoC, 2 cores @ 650MHz, GbE, PCIe, DDR2, 0 to 70C Ta","-","1000 @ CNY78.97 each","ARM11","2","650","-","-","-","-","1 x USB 2.0","DDR2, DDR3","-","0 to 70","MAPBGA 484","-","4","484","PRODUCT MATURITY/SATURATION(4)","-","64","-","PCI-Express","-","-","1GBaseT","-","5-YEARS APPLICATION LIFE","-","-","-","-"
