"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Channels","Input / Output Ratio","Input Level","Output Level","VCC Typ (V)","tJitterRMS Typ (ps)","tskew(o-o) Max (ps)","tpd Typ (ns)","tR & tF Max (ps)","fmaxClock Typ (MHz)","fmaxData Typ (Mbps)","Package Type"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEL11","MC100LVEL11DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEL11DTR2G","http://www.onsemi.com/pub/Collateral/MC100LVEL11-D.PDF","ECL 1:2 Differential Clock/Data Fanout Buffer","Pb-free
Halide free","Active","ECL 1:2 Differential Clock/Data Fanout Buffer","Buffer","1","1:2","ECL
LVDS","ECL","3.3","0.6","20","0.33","320","1000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEL11","MC100LVEL11MNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEL11MNR4G","http://www.onsemi.com/pub/Collateral/MC100LVEL11-D.PDF","ECL 1:2 Differential Clock/Data Fanout Buffer","Pb-free
Halide free","Active","ECL 1:2 Differential Clock/Data Fanout Buffer","Buffer","1","1:2","ECL
LVDS","ECL","3.3","0.6","20","0.33","320","1000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEL13","MC100LVEL13DWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEL13DWG","http://www.onsemi.com/pub/Collateral/MC100LVEL13-D.PDF","Clock / Data Fanout Buffer, 1:3 Differential, Dual ECL, 3.3 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:3 Differential, Dual ECL, 3.3 V","Buffer","2","1:3","ECL
LVDS","ECL","3.3","0.2","50","0.5","500","1000",,"SOIC-20W"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEL13","MC100LVEL13DWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEL13DWR2G","http://www.onsemi.com/pub/Collateral/MC100LVEL13-D.PDF","Clock / Data Fanout Buffer, 1:3 Differential, Dual ECL, 3.3 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:3 Differential, Dual ECL, 3.3 V","Buffer","2","1:3","ECL
LVDS","ECL","3.3","0.2","50","0.5","500","1000",,"SOIC-20W"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEL16","MC100LVEL16DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEL16DG","http://www.onsemi.com/pub/Collateral/MC100LVEL16-D.PDF","Differential Receiver","Pb-free
Halide free","Active","Differential Receiver","Signal Driver","1","1:1","ECL
LVDS","ECL","3.3","0.7","20","0.3","320","1000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEL16","MC100LVEL16DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEL16DR2G","http://www.onsemi.com/pub/Collateral/MC100LVEL16-D.PDF","Differential Receiver","Pb-free
Halide free","Active","Differential Receiver","Signal Driver","1","1:1","ECL
LVDS","ECL","3.3","0.7","20","0.3","320","1000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEL16","MC100LVEL16DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEL16DTG","http://www.onsemi.com/pub/Collateral/MC100LVEL16-D.PDF","Differential Receiver","Pb-free
Halide free","Active","Differential Receiver","Signal Driver","1","1:1","ECL
LVDS","ECL","3.3","0.7","20","0.3","320","1000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEL16","MC100LVEL16DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEL16DTR2G","http://www.onsemi.com/pub/Collateral/MC100LVEL16-D.PDF","Differential Receiver","Pb-free
Halide free","Active","Differential Receiver","Signal Driver","1","1:1","ECL
LVDS","ECL","3.3","0.7","20","0.3","320","1000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEL16","MC100LVEL16MNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEL16MNR4G","http://www.onsemi.com/pub/Collateral/MC100LVEL16-D.PDF","Differential Receiver","Pb-free
Halide free","Active","Differential Receiver","Signal Driver","1","1:1","ECL
LVDS","ECL","3.3","0.7","20","0.3","320","1000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP11","MC100LVEP11DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP11DG","http://www.onsemi.com/pub/Collateral/MC10LVEP11-D.PDF","ECL 1:2 Differential Clock / Data Fanout Buffer","Pb-free
Halide free","Active","ECL 1:2 Differential Clock / Data Fanout Buffer","Buffer","1","1:2","CML
ECL
LVDS","ECL","2.5
3.3","1.42","20","0.24","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP11","MC100LVEP11DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP11DR2G","http://www.onsemi.com/pub/Collateral/MC10LVEP11-D.PDF","ECL 1:2 Differential Clock / Data Fanout Buffer","Pb-free
Halide free","Active","ECL 1:2 Differential Clock / Data Fanout Buffer","Buffer","1","1:2","CML
ECL
LVDS","ECL","2.5
3.3","1.42","20","0.24","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP11","MC100LVEP11DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP11DTG","http://www.onsemi.com/pub/Collateral/MC10LVEP11-D.PDF","ECL 1:2 Differential Clock / Data Fanout Buffer","Pb-free
Halide free","Active","ECL 1:2 Differential Clock / Data Fanout Buffer","Buffer","1","1:2","CML
ECL
LVDS","ECL","2.5
3.3","1.42","20","0.24","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP11","MC100LVEP11DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP11DTR2G","http://www.onsemi.com/pub/Collateral/MC10LVEP11-D.PDF","ECL 1:2 Differential Clock / Data Fanout Buffer","Pb-free
Halide free","Active","ECL 1:2 Differential Clock / Data Fanout Buffer","Buffer","1","1:2","CML
ECL
LVDS","ECL","2.5
3.3","1.42","20","0.24","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP11","MC100LVEP11MNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP11MNR4G","http://www.onsemi.com/pub/Collateral/MC10LVEP11-D.PDF","ECL 1:2 Differential Clock / Data Fanout Buffer","Pb-free
Halide free","Active","ECL 1:2 Differential Clock / Data Fanout Buffer","Buffer","1","1:2","CML
ECL
LVDS","ECL","2.5
3.3","1.42","20","0.24","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP14","MC100LVEP14DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP14DTG","http://www.onsemi.com/pub/Collateral/MC100LVEP14-D.PDF","2.5 V / 3.3 V 1:5 Differential ECL/PECL/HSTL Clock / Data Fanout Buffer","Pb-free
Halide free","Active","2.5 V / 3.3 V 1:5 Differential ECL/PECL/HSTL Clock / Data Fanout Buffer","Buffer","1","2:1:5","CML
ECL
HSTL
LVDS","ECL","2.5
3.3","0.181","25","0.4","225","2000",,"TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP14","MC100LVEP14DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP14DTR2G","http://www.onsemi.com/pub/Collateral/MC100LVEP14-D.PDF","2.5 V / 3.3 V 1:5 Differential ECL/PECL/HSTL Clock / Data Fanout Buffer","Pb-free
Halide free","Active","2.5 V / 3.3 V 1:5 Differential ECL/PECL/HSTL Clock / Data Fanout Buffer","Buffer","1","2:1:5","CML
ECL
HSTL
LVDS","ECL","2.5
3.3","0.181","25","0.4","225","2000",,"TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP210","MC100LVEP210FAG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP210FAG","http://www.onsemi.com/pub/Collateral/MC100LVEP210-D.PDF","Clock Driver, 1:5 Differential, Dual ECL / PECL / HSTL, 2.5 V / 3.3 V","Pb-free
Halide free","Active","Clock Driver, 1:5 Differential, Dual ECL / PECL / HSTL, 2.5 V / 3.3 V","Buffer","2","1:5","CML
ECL
HSTL
LVDS","ECL","2.5
3.3","0.207","25","0.35","250","3000",,"LQFP-32
QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP210","MC100LVEP210FARG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP210FARG","http://www.onsemi.com/pub/Collateral/MC100LVEP210-D.PDF","Clock Driver, 1:5 Differential, Dual ECL / PECL / HSTL, 2.5 V / 3.3 V","Pb-free
Halide free","Active","Clock Driver, 1:5 Differential, Dual ECL / PECL / HSTL, 2.5 V / 3.3 V","Buffer","2","1:5","CML
ECL
HSTL
LVDS","ECL","2.5
3.3","0.207","25","0.35","250","3000",,"LQFP-32
QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP210","MC100LVEP210MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP210MNG","http://www.onsemi.com/pub/Collateral/MC100LVEP210-D.PDF","Clock Driver, 1:5 Differential, Dual ECL / PECL / HSTL, 2.5 V / 3.3 V","Pb-free
Halide free","Active","Clock Driver, 1:5 Differential, Dual ECL / PECL / HSTL, 2.5 V / 3.3 V","Buffer","2","1:5","CML
ECL
HSTL
LVDS","ECL","2.5
3.3","0.207","25","0.35","250","3000",,"LQFP-32
QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC100LVEP210","MC100LVEP210MNRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC100LVEP210MNRG","http://www.onsemi.com/pub/Collateral/MC100LVEP210-D.PDF","Clock Driver, 1:5 Differential, Dual ECL / PECL / HSTL, 2.5 V / 3.3 V","Pb-free
Halide free","Active","Clock Driver, 1:5 Differential, Dual ECL / PECL / HSTL, 2.5 V / 3.3 V","Buffer","2","1:5","CML
ECL
HSTL
LVDS","ECL","2.5
3.3","0.207","25","0.35","250","3000",,"LQFP-32
QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10E112","MC10E112FNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10E112FNR2G","http://www.onsemi.com/pub/Collateral/MC10E112-D.PDF","ECL Quad Driver","Pb-free
Halide free","Active","ECL Quad Driver","Signal Driver","4","1:2","ECL","ECL","5","<1","40","0.55","700","700",,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10E122","MC10E122FNG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10E122FNG","http://www.onsemi.com/pub/Collateral/MC10E122-D.PDF","ECL 9-Bit Buffer","Pb-free
Halide free","Active","ECL 9-Bit Buffer","Signal Driver","9","1:1","ECL","ECL","5","<1","75","0.35","800","800",,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10E122","MC10E122FNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10E122FNR2G","http://www.onsemi.com/pub/Collateral/MC10E122-D.PDF","ECL 9-Bit Buffer","Pb-free
Halide free","Active","ECL 9-Bit Buffer","Signal Driver","9","1:1","ECL","ECL","5","<1","75","0.35","800","800",,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10E416","MC10E416FNG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10E416FNG","http://www.onsemi.com/pub/Collateral/MC10E416-D.PDF","Quint Differential Line Receiver","Pb-free
Halide free","Active","Quint Differential Line Receiver","Signal Driver","5","1:1","ECL","ECL","5","<1","10","0.35","350","2000",,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10E416","MC10E416FNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10E416FNR2G","http://www.onsemi.com/pub/Collateral/MC10E416-D.PDF","Quint Differential Line Receiver","Pb-free
Halide free","Active","Quint Differential Line Receiver","Signal Driver","5","1:1","ECL","ECL","5","<1","10","0.35","350","2000",,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EL12","MC10EL12DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EL12DG","http://www.onsemi.com/pub/Collateral/MC10EL12-D.PDF","ECL Low Impedance Driver","Pb-free
Halide free","Active","ECL Low Impedance Driver","Signal Driver","1","1:2","ECL","ECL","5",,,"0.29","550",,,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EL12","MC10EL12DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EL12DR2G","http://www.onsemi.com/pub/Collateral/MC10EL12-D.PDF","ECL Low Impedance Driver","Pb-free
Halide free","Active","ECL Low Impedance Driver","Signal Driver","1","1:2","ECL","ECL","5",,,"0.29","550",,,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EL12","MC10EL12DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EL12DTG","http://www.onsemi.com/pub/Collateral/MC10EL12-D.PDF","ECL Low Impedance Driver","Pb-free
Halide free","Active","ECL Low Impedance Driver","Signal Driver","1","1:2","ECL","ECL","5",,,"0.29","550",,,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EL12","MC10EL12DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EL12DTR2G","http://www.onsemi.com/pub/Collateral/MC10EL12-D.PDF","ECL Low Impedance Driver","Pb-free
Halide free","Active","ECL Low Impedance Driver","Signal Driver","1","1:2","ECL","ECL","5",,,"0.29","550",,,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EL16","MC10EL16DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EL16DG","http://www.onsemi.com/pub/Collateral/MC10EL16-D.PDF","Differential Receiver","Pb-free
Halide free","Active","Differential Receiver","Signal Driver","1","1:1","ECL","ECL","5","0.7","20","0.25","350","1750",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EL16","MC10EL16DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EL16DR2G","http://www.onsemi.com/pub/Collateral/MC10EL16-D.PDF","Differential Receiver","Pb-free
Halide free","Active","Differential Receiver","Signal Driver","1","1:1","ECL","ECL","5","0.7","20","0.25","350","1750",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EL16","MC10EL16DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EL16DTG","http://www.onsemi.com/pub/Collateral/MC10EL16-D.PDF","Differential Receiver","Pb-free
Halide free","Active","Differential Receiver","Signal Driver","1","1:1","ECL","ECL","5","0.7","20","0.25","350","1750",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EL16","MC10EL16DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EL16DTR2G","http://www.onsemi.com/pub/Collateral/MC10EL16-D.PDF","Differential Receiver","Pb-free
Halide free","Active","Differential Receiver","Signal Driver","1","1:1","ECL","ECL","5","0.7","20","0.25","350","1750",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP11","MC10EP11DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP11DG","http://www.onsemi.com/pub/Collateral/MC10EP11-D.PDF","Clock / Data Fanout Buffer, 1:2 Differential, ECL, 3.3 V / 5.0 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:2 Differential, ECL, 3.3 V / 5.0 V","Buffer","1","1:2","ECL","ECL","3.3
5","0.2","15","0.22","170","3000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP11","MC10EP11DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP11DR2G","http://www.onsemi.com/pub/Collateral/MC10EP11-D.PDF","Clock / Data Fanout Buffer, 1:2 Differential, ECL, 3.3 V / 5.0 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:2 Differential, ECL, 3.3 V / 5.0 V","Buffer","1","1:2","ECL","ECL","3.3
5","0.2","15","0.22","170","3000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP11","MC10EP11DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP11DTG","http://www.onsemi.com/pub/Collateral/MC10EP11-D.PDF","Clock / Data Fanout Buffer, 1:2 Differential, ECL, 3.3 V / 5.0 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:2 Differential, ECL, 3.3 V / 5.0 V","Buffer","1","1:2","ECL","ECL","3.3
5","0.2","15","0.22","170","3000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP11","MC10EP11DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP11DTR2G","http://www.onsemi.com/pub/Collateral/MC10EP11-D.PDF","Clock / Data Fanout Buffer, 1:2 Differential, ECL, 3.3 V / 5.0 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:2 Differential, ECL, 3.3 V / 5.0 V","Buffer","1","1:2","ECL","ECL","3.3
5","0.2","15","0.22","170","3000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP16","MC10EP16DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP16DG","http://www.onsemi.com/pub/Collateral/MC10EP16-D.PDF","Differential Driver / Receiver","Pb-free
Halide free","Active","Differential Driver / Receiver ","Signal Driver","1","1:1","CML
ECL","ECL","3.3
5","0.2","20","0.22","170","4000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP16","MC10EP16DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP16DR2G","http://www.onsemi.com/pub/Collateral/MC10EP16-D.PDF","Differential Driver / Receiver","Pb-free
Halide free","Active","Differential Driver / Receiver ","Signal Driver","1","1:1","CML
ECL","ECL","3.3
5","0.2","20","0.22","170","4000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP16","MC10EP16DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP16DTG","http://www.onsemi.com/pub/Collateral/MC10EP16-D.PDF","Differential Driver / Receiver","Pb-free
Halide free","Active","Differential Driver / Receiver ","Signal Driver","1","1:1","CML
ECL","ECL","3.3
5","0.2","20","0.22","170","4000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP16","MC10EP16DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP16DTR2G","http://www.onsemi.com/pub/Collateral/MC10EP16-D.PDF","Differential Driver / Receiver","Pb-free
Halide free","Active","Differential Driver / Receiver ","Signal Driver","1","1:1","CML
ECL","ECL","3.3
5","0.2","20","0.22","170","4000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP16VA","MC10EP16VADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP16VADG","http://www.onsemi.com/pub/Collateral/MC10EP16VA-D.PDF","Differential Driver / Receiver  with High Gain","Pb-free
Halide free","Active","Differential Driver / Receiver  with High Gain","Signal Driver","1","1:1","CML
ECL","ECL","3.3
5","0.2","20","0.27","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP16VA","MC10EP16VADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP16VADR2G","http://www.onsemi.com/pub/Collateral/MC10EP16VA-D.PDF","Differential Driver / Receiver  with High Gain","Pb-free
Halide free","Active","Differential Driver / Receiver  with High Gain","Signal Driver","1","1:1","CML
ECL","ECL","3.3
5","0.2","20","0.27","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP16VA","MC10EP16VADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP16VADTG","http://www.onsemi.com/pub/Collateral/MC10EP16VA-D.PDF","Differential Driver / Receiver  with High Gain","Pb-free
Halide free","Active","Differential Driver / Receiver  with High Gain","Signal Driver","1","1:1","CML
ECL","ECL","3.3
5","0.2","20","0.27","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP16VA","MC10EP16VADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP16VADTR2G","http://www.onsemi.com/pub/Collateral/MC10EP16VA-D.PDF","Differential Driver / Receiver  with High Gain","Pb-free
Halide free","Active","Differential Driver / Receiver  with High Gain","Signal Driver","1","1:1","CML
ECL","ECL","3.3
5","0.2","20","0.27","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP16VA","MC10EP16VAMNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP16VAMNR4G","http://www.onsemi.com/pub/Collateral/MC10EP16VA-D.PDF","Differential Driver / Receiver  with High Gain","Pb-free
Halide free","Active","Differential Driver / Receiver  with High Gain","Signal Driver","1","1:1","CML
ECL","ECL","3.3
5","0.2","20","0.27","170","3000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP89","MC10EP89DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP89DG","http://www.onsemi.com/pub/Collateral/MC10EP89-D.PDF","Coaxial Cable Driver","Pb-free
Halide free","Active","Coaxial Cable Driver","Coaxial Cable Driver","1","1:2","CML
ECL","2X ECL","3.3
5","0.5","20","0.31","325","2000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP89","MC10EP89DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP89DR2G","http://www.onsemi.com/pub/Collateral/MC10EP89-D.PDF","Coaxial Cable Driver","Pb-free
Halide free","Active","Coaxial Cable Driver","Coaxial Cable Driver","1","1:2","CML
ECL","2X ECL","3.3
5","0.5","20","0.31","325","2000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP89","MC10EP89DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP89DTG","http://www.onsemi.com/pub/Collateral/MC10EP89-D.PDF","Coaxial Cable Driver","Pb-free
Halide free","Active","Coaxial Cable Driver","Coaxial Cable Driver","1","1:2","CML
ECL","2X ECL","3.3
5","0.5","20","0.31","325","2000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP89","MC10EP89DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP89DTR2G","http://www.onsemi.com/pub/Collateral/MC10EP89-D.PDF","Coaxial Cable Driver","Pb-free
Halide free","Active","Coaxial Cable Driver","Coaxial Cable Driver","1","1:2","CML
ECL","2X ECL","3.3
5","0.5","20","0.31","325","2000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10EP89","MC10EP89MNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10EP89MNR4G","http://www.onsemi.com/pub/Collateral/MC10EP89-D.PDF","Coaxial Cable Driver","Pb-free
Halide free","Active","Coaxial Cable Driver","Coaxial Cable Driver","1","1:2","CML
ECL","2X ECL","3.3
5","0.5","20","0.31","325","2000",,"DFN-8
SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H116","MC10H116DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H116DG","http://www.onsemi.com/pub/Collateral/MC10H116-D.PDF","Triple Line Receiver","Pb-free
Halide free","Active","Triple Line Receiver","Signal Driver","3","1:1","ECL
HSTL","ECL","-5.2",,,"0.85","1500",,,"PDIP-16
PLLC-20
SOIC-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H116","MC10H116DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H116DR2G","http://www.onsemi.com/pub/Collateral/MC10H116-D.PDF","Triple Line Receiver","Pb-free
Halide free","Active","Triple Line Receiver","Signal Driver","3","1:1","ECL
HSTL","ECL","-5.2",,,"0.85","1500",,,"PDIP-16
PLLC-20
SOIC-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H116","MC10H116FNG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H116FNG","http://www.onsemi.com/pub/Collateral/MC10H116-D.PDF","Triple Line Receiver","Pb-free
Halide free","Active","Triple Line Receiver","Signal Driver","3","1:1","ECL
HSTL","ECL","-5.2",,,"0.85","1500",,,"PDIP-16
PLLC-20
SOIC-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H116","MC10H116FNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H116FNR2G","http://www.onsemi.com/pub/Collateral/MC10H116-D.PDF","Triple Line Receiver","Pb-free
Halide free","Active","Triple Line Receiver","Signal Driver","3","1:1","ECL
HSTL","ECL","-5.2",,,"0.85","1500",,,"PDIP-16
PLLC-20
SOIC-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H116","MC10H116PG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H116PG","http://www.onsemi.com/pub/Collateral/MC10H116-D.PDF","Triple Line Receiver","Pb-free
Halide free","Active","Triple Line Receiver","Signal Driver","3","1:1","ECL
HSTL","ECL","-5.2",,,"0.85","1500",,,"PDIP-16
PLLC-20
SOIC-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H640","MC10H640FNG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H640FNG","http://www.onsemi.com/pub/Collateral/MC10H640-D.PDF","ECL/TTL Clock Driver","Pb-free
Halide free","Active","ECL/TTL Clock Driver","Buffer","1","2:6","ECL","TTL","5",,"500","5","2500","135",,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H640","MC10H640FNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H640FNR2G","http://www.onsemi.com/pub/Collateral/MC10H640-D.PDF","ECL/TTL Clock Driver","Pb-free
Halide free","Active","ECL/TTL Clock Driver","Buffer","1","2:6","ECL","TTL","5",,"500","5","2500","135",,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H643","MC10H643FNG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H643FNG","http://www.onsemi.com/pub/Collateral/MC10H643-D.PDF","1:8 Clock Driver","Pb-free
Halide free","Active","1:8 Clock Driver","Buffer","1","1:8","ECL","TTL","5",,"500","4.6","1200","80",,"PLCC-28"
