"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Interface","Number of Lines","Direction","C Max (pF)","V(BR) Min (V)","VRWM Max (V)","IR Max (uA)","PPK Max (W)","Package Type"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1205","CM1205-08CP","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1205-08CP","http://www.onsemi.com/pub/Collateral/CM1205-D.PDF","ESD Protection Array","Pb-free
Halide free","Active","ESD Protection Array","General I/O
MIPI","8","Unidirectional","47","5.6","3.3","0.1","-","WLCSP-10"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1213A","CM1213A-01SO","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1213A-01SO","http://www.onsemi.com/pub/Collateral/CM1213A-D.PDF","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","DVI
HDMI 1.2
USB 2.0","1
2
4","Unidirectional","1.2","6","3.3","1","0.225
0.4","MSOP-10
SC-74
SC-88-6 / SC-70-6 / SOT-363-6
SOT-143-4
SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1213A","CM1213A-02SO","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1213A-02SO","http://www.onsemi.com/pub/Collateral/CM1213A-D.PDF","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","DVI
HDMI 1.2
USB 2.0","1
2
4","Unidirectional","1.2","6","3.3","1","0.225
0.4","MSOP-10
SC-74
SC-88-6 / SC-70-6 / SOT-363-6
SOT-143-4
SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1213A","CM1213A-02SR","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1213A-02SR","http://www.onsemi.com/pub/Collateral/CM1213A-D.PDF","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","DVI
HDMI 1.2
USB 2.0","1
2
4","Unidirectional","1.2","6","3.3","1","0.225
0.4","MSOP-10
SC-74
SC-88-6 / SC-70-6 / SOT-363-6
SOT-143-4
SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1213A","CM1213A-04MR","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1213A-04MR","http://www.onsemi.com/pub/Collateral/CM1213A-D.PDF","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","DVI
HDMI 1.2
USB 2.0","1
2
4","Unidirectional","1.2","6","3.3","1","0.225
0.4","MSOP-10
SC-74
SC-88-6 / SC-70-6 / SOT-363-6
SOT-143-4
SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1213A","CM1213A-04S7","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1213A-04S7","http://www.onsemi.com/pub/Collateral/CM1213A-D.PDF","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","DVI
HDMI 1.2
USB 2.0","1
2
4","Unidirectional","1.2","6","3.3","1","0.225
0.4","MSOP-10
SC-74
SC-88-6 / SC-70-6 / SOT-363-6
SOT-143-4
SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1213A","SZCM1213A-02SR","http://www.onsemi.cn/PowerSolutions/product.do?id=SZCM1213A-02SR","http://www.onsemi.com/pub/Collateral/CM1213A-D.PDF","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","ESD Protection Array, Low Capacitance, 1, 2 and 4-Channel","DVI
HDMI 1.2
USB 2.0","1
2
4","Unidirectional","1.2","6","3.3","1","0.225
0.4","MSOP-10
SC-74
SC-88-6 / SC-70-6 / SOT-363-6
SOT-143-4
SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1214A","CM1214A-01SO","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1214A-01SO","http://www.onsemi.com/pub/Collateral/CM1214A-D.PDF","AC Signal ESD Protectors","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","AC Signal ESD Protectors","Ethernet (10/100 Gigabit)
Ethernet (10/100, Gigabit)","2
4","Bidirectional","0.8","-","5.5","1","0.225
0.4","Micro8™
SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1214A","CM1214A-02MR","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1214A-02MR","http://www.onsemi.com/pub/Collateral/CM1214A-D.PDF","AC Signal ESD Protectors","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","AC Signal ESD Protectors","Ethernet (10/100 Gigabit)
Ethernet (10/100, Gigabit)","2
4","Bidirectional","0.8","-","5.5","1","0.225
0.4","Micro8™
SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1214A","SZCM1214A-01SO","http://www.onsemi.cn/PowerSolutions/product.do?id=SZCM1214A-01SO","http://www.onsemi.com/pub/Collateral/CM1214A-D.PDF","AC Signal ESD Protectors","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","AC Signal ESD Protectors","Ethernet (10/100 Gigabit)
Ethernet (10/100, Gigabit)","2
4","Bidirectional","0.8","-","5.5","1","0.225
0.4","Micro8™
SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1223","CM1223-02SO","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1223-02SO","http://www.onsemi.com/pub/Collateral/CM1223-D.PDF","ESD Protection Arrays, Low Capacitance, with Backdrive Protection","Pb-free
Halide free","Active","ESD Protection Arrays, Low Capacitance, with Backdrive Protection","DVI
HDMI 1.2
USB 2.0","2","Unidirectional","1.5","6","5.5","1","0.225","SOT-143-4
SOT-23-8"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1223","CM1223-02SR","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1223-02SR","http://www.onsemi.com/pub/Collateral/CM1223-D.PDF","ESD Protection Arrays, Low Capacitance, with Backdrive Protection","Pb-free
Halide free","Active","ESD Protection Arrays, Low Capacitance, with Backdrive Protection","DVI
HDMI 1.2
USB 2.0","2","Unidirectional","1.5","6","5.5","1","0.225","SOT-143-4
SOT-23-8"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1230","CM1230-02CP","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1230-02CP","http://www.onsemi.com/pub/Collateral/CM1230-D.PDF","Low Capacitance ESD Protection Arrays","Pb-free
Halide free","Active","Low Capacitance ESD Protection Arrays","USB 2.0","2
4
8","Unidirectional","1.2","-","5.5","1","-","WLCSP-10
WLCSP-4
WLCSP-6"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1230","CM1230-04CP","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1230-04CP","http://www.onsemi.com/pub/Collateral/CM1230-D.PDF","Low Capacitance ESD Protection Arrays","Pb-free
Halide free","Active","Low Capacitance ESD Protection Arrays","USB 2.0","2
4
8","Unidirectional","1.2","-","5.5","1","-","WLCSP-10
WLCSP-4
WLCSP-6"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1230","CM1230-08CP","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1230-08CP","http://www.onsemi.com/pub/Collateral/CM1230-D.PDF","Low Capacitance ESD Protection Arrays","Pb-free
Halide free","Active","Low Capacitance ESD Protection Arrays","USB 2.0","2
4
8","Unidirectional","1.2","-","5.5","1","-","WLCSP-10
WLCSP-4
WLCSP-6"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1230","CM1230-J2CP","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1230-J2CP","http://www.onsemi.com/pub/Collateral/CM1230-D.PDF","Low Capacitance ESD Protection Arrays","Pb-free
Halide free","Active","Low Capacitance ESD Protection Arrays","USB 2.0","2
4
8","Unidirectional","1.2","-","5.5","1","-","WLCSP-10
WLCSP-4
WLCSP-6"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1233","CM1233-08DE","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1233-08DE","http://www.onsemi.com/pub/Collateral/CM1233-D.PDF","ESD Clamp Array For High Speed Data Line Protection","Pb-free
Halide free","Active","ESD Clamp Array For High Speed Data Line Protection","DVI
HDMI 1.2","8","Unidirectional","-","6","5.5","1","-","WDFN-16"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1235","CM1235-08DE","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1235-08DE","http://www.onsemi.com/pub/Collateral/CM1235-D.PDF","ESD Clamp Array For High Speed Data Line Protection","Pb-free
Halide free","Active","ESD Clamp Array For High Speed Data Line Protection","DVI
HDMI 1.2","8","Unidirectional","-","6","5.5","1","-","WDFN-16"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1241","CM1241-04D4","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1241-04D4","http://www.onsemi.com/pub/Collateral/CM1241-D.PDF","ESD Protection Array, Low Capacitance, Dual-Voltage","Pb-free
Halide free","Active","ESD Protection Array, Low Capacitance, Dual-Voltage","General I/O","4","Unidirectional","1.5","6.8","3.3","1","1","WDFN-8"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1242-33","CM1242-33CP","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1242-33CP","http://www.onsemi.com/pub/Collateral/CM1242-33CP-D.PDF","ESD protection in 0201 outline, ESD protection in 0201 outline","Pb-free
Halide free","Active","ESD protection in 0201 outline","General I/O","1","Bidirectional","66","6","5","0.5","-","WLCSP-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1248-08DE","CM1248-08DE","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1248-08DE","http://www.onsemi.com/pub/Collateral/CM1248-08DE-D.PDF","Low Capacitance ESD Protector","Pb-free
Halide free","Active","Low Capacitance ESD Protector","General I/O","8","Unidirectional","15","-","5.5","0.25","-","UDFN-8"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1263-02SE","CM1263-02SE","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1263-02SE","http://www.onsemi.com/pub/Collateral/CM1263-02SE-D.PDF","Low Capacitance ESD Protection Array for High-Speed Serial Interfaces","Pb-free
Halide free","Active","Low Capacitance ESD Protection Array for High-Speed Serial Interfaces","General I/O","2","Unidirectional","1.2","-","5.5","1","-","SOT-553"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1293A","CM1293A-02SO","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1293A-02SO","http://www.onsemi.com/pub/Collateral/CM1293A-D.PDF","ESD Protection Array, 2 and 4-Channel, Low Capacitance","Pb-free
Halide free","Active","ESD Protection Array, 2 and 4-Channel, Low Capacitance","DVI
HDMI 1.2
USB 2.0","2","Unidirectional","2","6","5.5","1","0.225","SC-74
SOT-143-4"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1293A","CM1293A-02SR","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1293A-02SR","http://www.onsemi.com/pub/Collateral/CM1293A-D.PDF","ESD Protection Array, 2 and 4-Channel, Low Capacitance","Pb-free
Halide free","Active","ESD Protection Array, 2 and 4-Channel, Low Capacitance","DVI
HDMI 1.2
USB 2.0","2","Unidirectional","2","6","5.5","1","0.225","SC-74
SOT-143-4"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM1641","CM1641-04D4","http://www.onsemi.cn/PowerSolutions/product.do?id=CM1641-04D4","http://www.onsemi.com/pub/Collateral/CM1641-D.PDF","ESD Protection Array, 4-Channel, Dual-Voltage, Low Capacitance","Pb-free
Halide free","Active","ESD Protection Array, 4-Channel, Dual-Voltage, Low Capacitance","General I/O","4","Unidirectional","1.5","6.8","5","0.1","-","UDFN-8"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM2009","CM2009-00QR","http://www.onsemi.cn/PowerSolutions/product.do?id=CM2009-00QR","http://www.onsemi.com/pub/Collateral/CM2009-D.PDF","VGA Port Companion Circuit","Pb-free
Halide free","Active","VGA Port Companion Circuit","DVI
VGA","7","Unidirectional","4.5",,"6","10","0.5","QSOP-16"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM2009","CM2009-02QR","http://www.onsemi.cn/PowerSolutions/product.do?id=CM2009-02QR","http://www.onsemi.com/pub/Collateral/CM2009-D.PDF","VGA Port Companion Circuit","Pb-free
Halide free","Active","VGA Port Companion Circuit","DVI
VGA","7","Unidirectional","4.5",,"6","10","0.5","QSOP-16"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","CM2020-01TR","CM2020-01TR","http://www.onsemi.cn/PowerSolutions/product.do?id=CM2020-01TR","http://www.onsemi.com/pub/Collateral/CM2020-01TR-D.PDF","HDMI Transmitter Port Protection and Interface Device","Pb-free
Halide free","Active","HDMI Transmitter Port Protection and Interface Device","HDMI 1.2","19","Unidirectional","1.2","6","5.5","1",,"TSSOP-38"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD11B","ESD11B5.0ST5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD11B5.0ST5G","http://www.onsemi.com/pub/Collateral/ESD11B-D.PDF","Bidirectional TVS in 0201-CSP, Mid-Capacitance Bi-Directional TVS Diode","Pb-free
Halide free","Active","Bidirectional TVS in 0201-CSP","General I/O","1","Bidirectional","13.5","5.8","5","1","52.5","DSN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD11N5","ESD11N5.0ST5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD11N5.0ST5G","http://www.onsemi.com/pub/Collateral/ESD11N5.0S-D.PDF","5.0 V Bi-Directional Transient Voltage Suppressor, DSN Package, 5V Bi Directional TVS in DSN Package","Pb-free
Halide free","Active","5.0 V Bi-Directional Transient Voltage Suppressor, DSN Package","USB 2.0","1","Bidirectional","0.9","5.8","5","1","21.2","DSN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD11N5","SSESD11N5.0ST5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SSESD11N5.0ST5G","http://www.onsemi.com/pub/Collateral/ESD11N5.0S-D.PDF","5.0 V Bi-Directional Transient Voltage Suppressor, DSN Package, 5V Bi Directional TVS in DSN Package with Laminate","Pb-free
Halide free","Active","5.0 V Bi-Directional Transient Voltage Suppressor, DSN Package","USB 2.0","1","Bidirectional","0.9","5.8","5","1","21.2","DSN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5101","ESD5101FCT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5101FCT5G","http://www.onsemi.com/pub/Collateral/ESD5101-D.PDF","Low Capacitance LVPT ESD Protection Diode in WLCSP2","Pb-free
Halide free","ActiveNEW","Low Capacitance LVPT ESD Protection Diode in WLCSP2","Audio
General I/O","1","Bidirectional","5.5pF","3.68V","3.3V","1µA",,"DSN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5205","ESD5205P6T6G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5205P6T6G","http://www.onsemi.com/pub/Collateral/ESD5205-D.PDF","LOW CAP ESD PROTECTION, 5 LINE LOW CAP ESD PROTEC","AEC Qualified
Pb-free
Halide free","Active","LOW CAP ESD PROTECTION","General I/O","5","Bidirectional","9","5.5","5","1","18","SOT-963"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5382","ESD5382MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5382MUT5G","http://www.onsemi.com/pub/Collateral/ESD5381-D.PDF","ESD protection Diode, ESD Protection Diode","Pb-free
Halide free","Active","ESD protection Diode","General I/O","1","Unidirectional","6","14.2","3","0.05","50.2","X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5481","ESD5481MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5481MUT5G","http://www.onsemi.com/pub/Collateral/ESD5481-D.PDF","ESD Protection Zener","AEC Qualified
Pb-free
Halide free","Active","ESD Protection Zener ","General I/O","1","Bidirectional","15","5.7","5","1","10.7","X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5481","SESD5481MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SESD5481MUT5G","http://www.onsemi.com/pub/Collateral/ESD5481-D.PDF","ESD Protection Zener","AEC Qualified
Pb-free
Halide free","Active","ESD Protection Zener ","General I/O","1","Bidirectional","15","5.7","5","1","10.7","X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5484","ESD5484FCT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5484FCT5G","http://www.onsemi.com/pub/Collateral/ESD5484-D.PDF","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","Pb-free
Halide free","Active","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","General I/O","1","Bidirectional","45","6","5","0.1","0.3","WLCSP-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z12T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z12T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523, 12 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z12T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z12T5G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z2.5T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z2.5T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523, 2.5 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z2.5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z2.5T5G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z3.3T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z3.3T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523, 3.3 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z3.3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z3.3T5G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z5.0T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z5.0T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523, 5.0 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z5.0T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z5.0T5G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z6.0T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z6.0T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523, 6.0 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z6.0T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z6.0T5G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z7.0T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z7.0T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523, 7.0 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","ESD5Z7.0T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5Z7.0T5G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523, 7.0 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","SZESD5Z12T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD5Z12T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","SZESD5Z3.3T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD5Z3.3T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","SZESD5Z5.0T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD5Z5.0T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","SZESD5Z6.0T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD5Z6.0T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD5Z","SZESD5Z7.0T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD5Z7.0T1G","http://www.onsemi.com/pub/Collateral/ESD5Z2.5T1-D.PDF","ESD Protection Diode, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, SOD-523","General I/O","1","Unidirectional","55
65
70
80
105
145","4
5
6.2
6.8
7.5
14.1","2.5
3.3
5
6
7
12","0.01
0.05
6","120
158
174
181
200
240","SOD-523-2"
