"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Voltages Monitored","VCC Max (V)","V(TO) Typ (V)","IQ Typ (microA)","Reset Active State","Reset Timer","Manual Reset","Watchdog Timer","Package Type"
"on","电压和电流管理---电压监测器","MC33064","MC33064D-5R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33064D-5R2G","http://www.onsemi.com/pub/Collateral/MC34064-D.PDF","Voltage Supervisor, Undervoltage Sensing Circuit","Pb-free
Halide free","Active","Voltage Supervisor, Undervoltage Sensing Circuit","1","6.5","4.61","390","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC33064","MC33064DM-5R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33064DM-5R2G","http://www.onsemi.com/pub/Collateral/MC34064-D.PDF","Voltage Supervisor, Undervoltage Sensing Circuit","Pb-free
Halide free","Active","Voltage Supervisor, Undervoltage Sensing Circuit","1","6.5","4.61","390","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC33064","MC33064P-5G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33064P-5G","http://www.onsemi.com/pub/Collateral/MC34064-D.PDF","Voltage Supervisor, Undervoltage Sensing Circuit","Pb-free
Halide free","Active","Voltage Supervisor, Undervoltage Sensing Circuit","1","6.5","4.61","390","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC33064","MC33064P-5RAG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33064P-5RAG","http://www.onsemi.com/pub/Collateral/MC34064-D.PDF","Voltage Supervisor, Undervoltage Sensing Circuit","Pb-free
Halide free","Active","Voltage Supervisor, Undervoltage Sensing Circuit","1","6.5","4.61","390","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC33064","MC33064P-5RPG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33064P-5RPG","http://www.onsemi.com/pub/Collateral/MC34064-D.PDF","Voltage Supervisor, Undervoltage Sensing Circuit","Pb-free
Halide free","Active","Voltage Supervisor, Undervoltage Sensing Circuit","1","6.5","4.61","390","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC33064","MC33064SN-5T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33064SN-5T1G","http://www.onsemi.com/pub/Collateral/MC34064-D.PDF","Voltage Supervisor, Undervoltage Sensing Circuit","Pb-free
Halide free","Active","Voltage Supervisor, Undervoltage Sensing Circuit","1","6.5","4.61","390","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC33164","MC33164D-3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164D-3G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 2.65 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164D-3R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164D-3R2G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 2.65 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164D-5G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164D-5G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164D-5R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164D-5R2G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164DM-3R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164DM-3R2G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 2.65 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164DM-5R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164DM-5R2G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164P-3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164P-3G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 2.65 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164P-3RAG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164P-3RAG","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 2.65 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164P-3RPG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164P-3RPG","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 2.65 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164P-5G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164P-5G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164P-5RAG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164P-5RAG","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC33164","MC33164P-5RPG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33164P-5RPG","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92"
"on","电压和电流管理---电压监测器","MC34164","MC34164D-3R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34164D-3R2G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 2.65 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC34164","MC34164D-5G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34164D-5G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC34164","MC34164D-5R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34164D-5R2G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC34164","MC34164DM-5R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34164DM-5R2G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC34164","MC34164P-3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34164P-3G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 2.65 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC34164","MC34164P-3RPG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34164P-3RPG","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 2.65 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC34164","MC34164P-5G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34164P-5G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","MC34164","MC34164SN-5T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34164SN-5T1G","http://www.onsemi.com/pub/Collateral/MC34164-D.PDF","Voltage Supervisor, Micropower Undervoltage Sensing Circuit, 4.27 V","Pb-free
Halide free","Active","Voltage Supervisor, Micropower Undervoltage Sensing Circuit","1","10","2.71
4.33","24
32","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301HSN09T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301HSN09T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 0.9 V, Reset High","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301HSN18T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301HSN18T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 1.8 V, Reset High","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301HSN22T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301HSN22T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 2.2 V, Reset High","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301HSN27T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301HSN27T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 2.7 V, Reset High","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301HSN30T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301HSN30T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 3.0 V, Reset High","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301HSN45T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301HSN45T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 4.5 V, Reset High","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN09T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN09T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 0.9 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN10T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN10T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 1.0 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN11T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN11T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 1.1 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN12T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN12T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 1.2 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN16T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN16T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 1.6 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN18T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN18T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 1.8 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN20T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN20T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 2.0 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN22T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN22T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 2.2 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN24T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN24T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 2.4 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN25T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN25T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 2.5 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN26T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN26T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 2.6 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN27T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN27T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 2.7 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN28T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN28T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 2.8 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN30T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN30T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 3.0 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN31T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN31T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 3.1 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN32T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN32T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 3.2 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN33T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN33T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 3.3 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN34T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN34T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 3.4 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN36T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN36T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 3.6 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
