"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Input/Output Ratio","Channels","Input Level","Output Level","VCC Typ (V)","fMax Typ (MHz)","tJitter Typ (ps)","tskew(OO) Max (ps)","tpd Typ (ns)","Package Type"
"on","时钟及数据分配---多工器及交点开关","NB6VQ572M","NB6VQ572MMNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB6VQ572MMNR4G","http://www.onsemi.com/pub/Collateral/NB6VQ572M-D.PDF","Input Mux - 4:1 Differential, 1.8 V / 2.5 V, with Input Equalization, Clock / Data Fanout Buffer - 1:2 CML","Pb-free
Halide free","Active","Input Mux - 4:1 Differential, 1.8 V / 2.5 V, with Input Equalization, Clock / Data Fanout Buffer - 1:2 CML","4:2","1","CML
ECL
LVDS","CML","1.8
2.5","6000","0.2","15","0.175","QFN-32"
"on","时钟及数据分配---多工器及交点开关","NB7L585","NB7L585MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L585MNG","http://www.onsemi.com/pub/Collateral/NB7L585-D.PDF","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 LVPECL","Pb-free
Halide free","Active","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 LVPECL","2:6","1","CML
ECL
LVDS","ECL","2.5
3.3","7000","0.2","20","0.175","QFN-32"
"on","时钟及数据分配---多工器及交点开关","NB7L585","NB7L585MNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L585MNR4G","http://www.onsemi.com/pub/Collateral/NB7L585-D.PDF","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 LVPECL","Pb-free
Halide free","Active","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 LVPECL","2:6","1","CML
ECL
LVDS","ECL","2.5
3.3","7000","0.2","20","0.175","QFN-32"
"on","时钟及数据分配---多工器及交点开关","NB7L585","NB7L585MNTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L585MNTWG","http://www.onsemi.com/pub/Collateral/NB7L585-D.PDF","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 LVPECL","Pb-free
Halide free","Active","Input Mux - 2:1 Differential, 2.5 V / 3.3 V, Clock / Data Fanout Buffer - 1:6 LVPECL","2:6","1","CML
ECL
LVDS","ECL","2.5
3.3","7000","0.2","20","0.175","QFN-32"
"on","时钟及数据分配---多工器及交点开关","NB7L72M","NB7L72MMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L72MMNG","http://www.onsemi.com/pub/Collateral/NB7L72M-D.PDF","2 x 2 Crosspoint Switch, Differential, 2.5 V / 3.3 V, with CML Outputs Clock / Data Buffer / Translator","Pb-free
Halide free","Active","2 x 2 Crosspoint Switch, Differential, 2.5 V / 3.3 V, with CML Outputs Clock / Data Buffer / Translator","2:1","2","CML
ECL
LVDS","CML","2.5
3.3","8500","0.2","10","150","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NB7L72M","NB7L72MMNHTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L72MMNHTBG","http://www.onsemi.com/pub/Collateral/NB7L72M-D.PDF","2 x 2 Crosspoint Switch, Differential, 2.5 V / 3.3 V, with CML Outputs Clock / Data Buffer / Translator","Pb-free
Halide free","Active","2 x 2 Crosspoint Switch, Differential, 2.5 V / 3.3 V, with CML Outputs Clock / Data Buffer / Translator","2:1","2","CML
ECL
LVDS","CML","2.5
3.3","8500","0.2","10","150","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NB7L72M","NB7L72MMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7L72MMNTXG","http://www.onsemi.com/pub/Collateral/NB7L72M-D.PDF","2 x 2 Crosspoint Switch, Differential, 2.5 V / 3.3 V, with CML Outputs Clock / Data Buffer / Translator","Pb-free
Halide free","Active","2 x 2 Crosspoint Switch, Differential, 2.5 V / 3.3 V, with CML Outputs Clock / Data Buffer / Translator","2:1","2","CML
ECL
LVDS","CML","2.5
3.3","8500","0.2","10","150","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NB7LQ572","NB7LQ572MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7LQ572MNG","http://www.onsemi.com/pub/Collateral/NB7LQ572-D.PDF","Input Mux - 4:1 Differential, 2.5 V / 3.3 V, with Input Equalizer, Clock / Data Fanout Buffer / Translator, 1:2 LVPECL","Pb-free
Halide free","Active","Input Mux - 4:1 Differential, 2.5 V / 3.3 V, with Input Equalizer, Clock / Data Fanout Buffer / Translator, 1:2 LVPECL","4:1","1","CML
ECL
LVDS","ECL","2.5
3.3","7000","0.2","15","160","QFN-32"
"on","时钟及数据分配---多工器及交点开关","NB7LQ572","NB7LQ572MNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7LQ572MNR4G","http://www.onsemi.com/pub/Collateral/NB7LQ572-D.PDF","Input Mux - 4:1 Differential, 2.5 V / 3.3 V, with Input Equalizer, Clock / Data Fanout Buffer / Translator, 1:2 LVPECL","Pb-free
Halide free","Active","Input Mux - 4:1 Differential, 2.5 V / 3.3 V, with Input Equalizer, Clock / Data Fanout Buffer / Translator, 1:2 LVPECL","4:1","1","CML
ECL
LVDS","ECL","2.5
3.3","7000","0.2","15","160","QFN-32"
"on","时钟及数据分配---多工器及交点开关","NB7V586M","NB7V586MMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7V586MMNG","http://www.onsemi.com/pub/Collateral/NB7V586M-D.PDF","Input Mux - 2:1 Differential, 1.8 V, Clock / Data Fanout Buffer - 1:6 CML, 1.2 V / 1.8 V","Pb-free
Halide free","Active","Input Mux - 2:1 Differential, 1.8 V, Clock / Data Fanout Buffer - 1:6 CML, 1.2 V / 1.8 V","2:1","1","CML
ECL
LVDS","CML","1.8","6000","0.2","30","0.175","QFN-32"
"on","时钟及数据分配---多工器及交点开关","NB7V586M","NB7V586MMNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7V586MMNR4G","http://www.onsemi.com/pub/Collateral/NB7V586M-D.PDF","Input Mux - 2:1 Differential, 1.8 V, Clock / Data Fanout Buffer - 1:6 CML, 1.2 V / 1.8 V","Pb-free
Halide free","Active","Input Mux - 2:1 Differential, 1.8 V, Clock / Data Fanout Buffer - 1:6 CML, 1.2 V / 1.8 V","2:1","1","CML
ECL
LVDS","CML","1.8","6000","0.2","30","0.175","QFN-32"
"on","时钟及数据分配---多工器及交点开关","NB7V72M","NB7V72MMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7V72MMNG","http://www.onsemi.com/pub/Collateral/NB7V72M-D.PDF","2 x 2 Crosspoint Switch, Differential, 1.8 V / 2.5 V, with CML Outputs Clock / Data Buffer / Translator","Pb-free
Halide free","Active","2 x 2 Crosspoint Switch, Differential, 1.8 V / 2.5 V, with CML Outputs Clock / Data Buffer / Translator","2:2","2","LVDS","CML","1.8
2.5","5000","0.5","30","150","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NB7V72M","NB7V72MMNHTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7V72MMNHTBG","http://www.onsemi.com/pub/Collateral/NB7V72M-D.PDF","2 x 2 Crosspoint Switch, Differential, 1.8 V / 2.5 V, with CML Outputs Clock / Data Buffer / Translator","Pb-free
Halide free","Active","2 x 2 Crosspoint Switch, Differential, 1.8 V / 2.5 V, with CML Outputs Clock / Data Buffer / Translator","2:2","2","LVDS","CML","1.8
2.5","5000","0.5","30","150","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NB7V72M","NB7V72MMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7V72MMNTXG","http://www.onsemi.com/pub/Collateral/NB7V72M-D.PDF","2 x 2 Crosspoint Switch, Differential, 1.8 V / 2.5 V, with CML Outputs Clock / Data Buffer / Translator","Pb-free
Halide free","Active","2 x 2 Crosspoint Switch, Differential, 1.8 V / 2.5 V, with CML Outputs Clock / Data Buffer / Translator","2:2","2","LVDS","CML","1.8
2.5","5000","0.5","30","150","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NB7VQ58M","NB7VQ58MMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7VQ58MMNG","http://www.onsemi.com/pub/Collateral/NB7VQ58M-D.PDF","Clock / Data Multiplexer / Translator, 2:1 Differential, 1.8 V / 2.5 V / 3.3 V, with CML Outputs and Selectable Input Equalizer","Pb-free
Halide free","Active","Clock / Data Multiplexer / Translator, 2:1 Differential, 1.8 V / 2.5 V / 3.3 V, with CML Outputs and Selectable Input Equalizer","2:1","1","CML
ECL
LVDS","CML","1.8
3.3","8000","0.2","50","0.18","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NB7VQ58M","NB7VQ58MMNHTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7VQ58MMNHTBG","http://www.onsemi.com/pub/Collateral/NB7VQ58M-D.PDF","Clock / Data Multiplexer / Translator, 2:1 Differential, 1.8 V / 2.5 V / 3.3 V, with CML Outputs and Selectable Input Equalizer","Pb-free
Halide free","Active","Clock / Data Multiplexer / Translator, 2:1 Differential, 1.8 V / 2.5 V / 3.3 V, with CML Outputs and Selectable Input Equalizer","2:1","1","CML
ECL
LVDS","CML","1.8
3.3","8000","0.2","50","0.18","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NB7VQ58M","NB7VQ58MMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB7VQ58MMNTXG","http://www.onsemi.com/pub/Collateral/NB7VQ58M-D.PDF","Clock / Data Multiplexer / Translator, 2:1 Differential, 1.8 V / 2.5 V / 3.3 V, with CML Outputs and Selectable Input Equalizer","Pb-free
Halide free","Active","Clock / Data Multiplexer / Translator, 2:1 Differential, 1.8 V / 2.5 V / 3.3 V, with CML Outputs and Selectable Input Equalizer","2:1","1","CML
ECL
LVDS","CML","1.8
3.3","8000","0.2","50","0.18","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NBSG86A","NBSG86AMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NBSG86AMNG","http://www.onsemi.com/pub/Collateral/NBSG86A-D.PDF","SiGe Differential Smart Gate, 2.5 V / 3.3 V, with Output Level Select","Pb-free
Halide free","Active","SiGe Differential Smart Gate, 2.5 V / 3.3 V, with Output Level Select","2:1","1","CML
CMOS
ECL
LVDS
TTL","RSECL","2.5
3.3","8000","0.5","20","0.165","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NBSG86A","NBSG86AMNHTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NBSG86AMNHTBG","http://www.onsemi.com/pub/Collateral/NBSG86A-D.PDF","SiGe Differential Smart Gate, 2.5 V / 3.3 V, with Output Level Select","Pb-free
Halide free","Active","SiGe Differential Smart Gate, 2.5 V / 3.3 V, with Output Level Select","2:1","1","CML
CMOS
ECL
LVDS
TTL","RSECL","2.5
3.3","8000","0.5","20","0.165","QFN-16"
"on","时钟及数据分配---多工器及交点开关","NBSG86A","NBSG86AMNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NBSG86AMNR2G","http://www.onsemi.com/pub/Collateral/NBSG86A-D.PDF","SiGe Differential Smart Gate, 2.5 V / 3.3 V, with Output Level Select","Pb-free
Halide free","Active","SiGe Differential Smart Gate, 2.5 V / 3.3 V, with Output Level Select","2:1","1","CML
CMOS
ECL
LVDS
TTL","RSECL","2.5
3.3","8000","0.5","20","0.165","QFN-16"
