"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Channels","VCC Min (V)","VCC Max (V)","tpd Max (ns)","IO Max (mA)","Package Type"
"on","标准逻辑---逻辑门","MC74ACT32","MC74ACT32DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT32DR2G","http://www.onsemi.com/pub/Collateral/MC74AC32-D.PDF","Quad 2-Input OR Gate with TTL","Pb-free
Halide free","Active","Quad 2-Input OR Gate with TTL","OR","4","4.5","5.5","9","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74ACT32","MC74ACT32DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT32DTR2G","http://www.onsemi.com/pub/Collateral/MC74AC32-D.PDF","Quad 2-Input OR Gate with TTL","Pb-free
Halide free","Active","Quad 2-Input OR Gate with TTL","OR","4","4.5","5.5","9","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC00A","MC74HC00ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC00ADG","http://www.onsemi.com/pub/Collateral/MC74HC00A-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input NAND Gate","NAND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC00A","MC74HC00ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC00ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC00A-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input NAND Gate","NAND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC00A","MC74HC00ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC00ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC00A-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input NAND Gate","NAND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC00A","NLV74HC00ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC00ADG","http://www.onsemi.com/pub/Collateral/MC74HC00A-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input NAND Gate","NAND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC00A","NLV74HC00ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC00ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC00A-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input NAND Gate","NAND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC00A","NLV74HC00ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC00ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC00A-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input NAND Gate","NAND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC03A","MC74HC03ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC03ADG","http://www.onsemi.com/pub/Collateral/MC74HC03A-D.PDF","Quad 2-Input NAND Gate with Open Drain Outputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","ActiveNEW","Quad 2-Input NAND Gate with Open Drain Outputs","NAND","4","2","6","24","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC03A","MC74HC03ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC03ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC03A-D.PDF","Quad 2-Input NAND Gate with Open Drain Outputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","ActiveNEW","Quad 2-Input NAND Gate with Open Drain Outputs","NAND","4","2","6","24","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC03A","MC74HC03ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC03ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC03A-D.PDF","Quad 2-Input NAND Gate with Open Drain Outputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","ActiveNEW","Quad 2-Input NAND Gate with Open Drain Outputs","NAND","4","2","6","24","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC03A","NLV74HC03ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC03ADG","http://www.onsemi.com/pub/Collateral/MC74HC03A-D.PDF","Quad 2-Input NAND Gate with Open Drain Outputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","ActiveNEW","Quad 2-Input NAND Gate with Open Drain Outputs","NAND","4","2","6","24","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC03A","NLV74HC03ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC03ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC03A-D.PDF","Quad 2-Input NAND Gate with Open Drain Outputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","ActiveNEW","Quad 2-Input NAND Gate with Open Drain Outputs","NAND","4","2","6","24","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC03A","NLV74HC03ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC03ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC03A-D.PDF","Quad 2-Input NAND Gate with Open Drain Outputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","ActiveNEW","Quad 2-Input NAND Gate with Open Drain Outputs","NAND","4","2","6","24","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC08A","MC74HC08ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC08ADG","http://www.onsemi.com/pub/Collateral/MC74HC08A-D.PDF","Quad 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC08A","MC74HC08ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC08ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC08A-D.PDF","Quad 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC08A","MC74HC08ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC08ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC08A-D.PDF","Quad 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC08A","NLV74HC08ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC08ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC08A-D.PDF","Quad 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC08A","NLV74HC08ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC08ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC08A-D.PDF","Quad 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC11A","MC74HC11ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC11ADG","http://www.onsemi.com/pub/Collateral/MC74HC11A-D.PDF","Triple 3-Input AND Gate","Pb-free
Halide free
AEC Qualified","Active","Triple 3-Input AND Gate","AND","3","2","6","16","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC11A","MC74HC11ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC11ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC11A-D.PDF","Triple 3-Input AND Gate","Pb-free
Halide free
AEC Qualified","Active","Triple 3-Input AND Gate","AND","3","2","6","16","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC11A","MC74HC11ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC11ADTG","http://www.onsemi.com/pub/Collateral/MC74HC11A-D.PDF","Triple 3-Input AND Gate","Pb-free
Halide free
AEC Qualified","Active","Triple 3-Input AND Gate","AND","3","2","6","16","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC11A","MC74HC11ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC11ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC11A-D.PDF","Triple 3-Input AND Gate","Pb-free
Halide free
AEC Qualified","Active","Triple 3-Input AND Gate","AND","3","2","6","16","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC11A","NLV74HC11ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC11ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC11A-D.PDF","Triple 3-Input AND Gate","Pb-free
Halide free
AEC Qualified","Active","Triple 3-Input AND Gate","AND","3","2","6","16","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC14A","MC74HC14ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC14ADG","http://www.onsemi.com/pub/Collateral/MC74HC14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC14A","MC74HC14ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC14ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC14A","MC74HC14ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC14ADTG","http://www.onsemi.com/pub/Collateral/MC74HC14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC14A","MC74HC14ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC14ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC14A","NLJ74HC14ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLJ74HC14ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC14A","NLV74HC14ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC14ADG","http://www.onsemi.com/pub/Collateral/MC74HC14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC14A","NLV74HC14ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC14ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC14A","NLV74HC14ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC14ADTG","http://www.onsemi.com/pub/Collateral/MC74HC14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC14A","NLV74HC14ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC14ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC1G00","MC74HC1G00DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1G00DFT1G","http://www.onsemi.com/pub/Collateral/MC74HC1G00-D.PDF","Single 2-Input NAND Gate","Pb-free
Halide free
PPAP Capable","Active","Single 2-Input NAND Gate","NAND","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G00","MC74HC1G00DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1G00DFT2G","http://www.onsemi.com/pub/Collateral/MC74HC1G00-D.PDF","Single 2-Input NAND Gate","Pb-free
Halide free
PPAP Capable","Active","Single 2-Input NAND Gate","NAND","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G00","MC74HC1G00DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1G00DTT1G","http://www.onsemi.com/pub/Collateral/MC74HC1G00-D.PDF","Single 2-Input NAND Gate","Pb-free
Halide free
PPAP Capable","Active","Single 2-Input NAND Gate","NAND","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G00","NLV74HC1G00DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC1G00DFT1G","http://www.onsemi.com/pub/Collateral/MC74HC1G00-D.PDF","Single 2-Input NAND Gate","Pb-free
Halide free
PPAP Capable","Active","Single 2-Input NAND Gate","NAND","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G04","MC74HC1G04DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1G04DFT1G","http://www.onsemi.com/pub/Collateral/MC74HC1G04-D.PDF","Single Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G04","MC74HC1G04DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1G04DFT2G","http://www.onsemi.com/pub/Collateral/MC74HC1G04-D.PDF","Single Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G04","MC74HC1G04DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1G04DTT1G","http://www.onsemi.com/pub/Collateral/MC74HC1G04-D.PDF","Single Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G04","NLVHC1G04DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVHC1G04DFT1G","http://www.onsemi.com/pub/Collateral/MC74HC1G04-D.PDF","Single Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G04","NLVHC1G04DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVHC1G04DFT2G","http://www.onsemi.com/pub/Collateral/MC74HC1G04-D.PDF","Single Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G14","MC74HC1G14DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1G14DFT1G","http://www.onsemi.com/pub/Collateral/MC74HC1G14-D.PDF","Single Inverter, Schmitt Trigger Input","Pb-free
Halide free","Active","Single Inverter, Schmitt Trigger Input","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G14","MC74HC1G14DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1G14DFT2G","http://www.onsemi.com/pub/Collateral/MC74HC1G14-D.PDF","Single Inverter, Schmitt Trigger Input","Pb-free
Halide free","Active","Single Inverter, Schmitt Trigger Input","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1G14","MC74HC1G14DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1G14DTT1G","http://www.onsemi.com/pub/Collateral/MC74HC1G14-D.PDF","Single Inverter, Schmitt Trigger Input","Pb-free
Halide free","Active","Single Inverter, Schmitt Trigger Input","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1GU04","MC74HC1GU04DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1GU04DFT1G","http://www.onsemi.com/pub/Collateral/MC74HC1GU04-D.PDF","Single Unbuffered Inverter","Pb-free
Halide free","Active","Single Unbuffered Inverter","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1GU04","MC74HC1GU04DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1GU04DFT2G","http://www.onsemi.com/pub/Collateral/MC74HC1GU04-D.PDF","Single Unbuffered Inverter","Pb-free
Halide free","Active","Single Unbuffered Inverter","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC1GU04","MC74HC1GU04DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC1GU04DTT1G","http://www.onsemi.com/pub/Collateral/MC74HC1GU04-D.PDF","Single Unbuffered Inverter","Pb-free
Halide free","Active","Single Unbuffered Inverter","Inverter","1","2","6","20","2","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74HC30A","MC74HC30ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC30ADG","http://www.onsemi.com/pub/Collateral/MC74HC30A-D.PDF","8-Input NAND Gate","Pb-free
Halide free","Active","8-Input NAND Gate","NAND","1","2","6","30","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC30A","MC74HC30ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC30ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC30A-D.PDF","8-Input NAND Gate","Pb-free
Halide free","Active","8-Input NAND Gate","NAND","1","2","6","30","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC30A","MC74HC30ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC30ADTG","http://www.onsemi.com/pub/Collateral/MC74HC30A-D.PDF","8-Input NAND Gate","Pb-free
Halide free","Active","8-Input NAND Gate","NAND","1","2","6","30","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC30A","MC74HC30ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC30ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC30A-D.PDF","8-Input NAND Gate","Pb-free
Halide free","Active","8-Input NAND Gate","NAND","1","2","6","30","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC86A","MC74HC86ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC86ADG","http://www.onsemi.com/pub/Collateral/MC74HC86A-D.PDF","Quad 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input Exclusive OR Gate","XOR","4","2","6","20","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC86A","MC74HC86ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC86ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC86A-D.PDF","Quad 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input Exclusive OR Gate","XOR","4","2","6","20","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC86A","MC74HC86ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC86ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC86A-D.PDF","Quad 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input Exclusive OR Gate","XOR","4","2","6","20","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC86A","NLV74HC86ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC86ADG","http://www.onsemi.com/pub/Collateral/MC74HC86A-D.PDF","Quad 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input Exclusive OR Gate","XOR","4","2","6","20","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC86A","NLV74HC86ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC86ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC86A-D.PDF","Quad 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input Exclusive OR Gate","XOR","4","2","6","20","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HC86A","NLV74HC86ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC86ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC86A-D.PDF","Quad 2-Input Exclusive OR Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input Exclusive OR Gate","XOR","4","2","6","20","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT08A","MC74HCT08ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT08ADG","http://www.onsemi.com/pub/Collateral/MC74HCT08A-D.PDF","Quad 2-Input AND Gate with LSTTL Compatible Inputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate with LSTTL Compatible Inputs","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT08A","MC74HCT08ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT08ADR2G","http://www.onsemi.com/pub/Collateral/MC74HCT08A-D.PDF","Quad 2-Input AND Gate with LSTTL Compatible Inputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate with LSTTL Compatible Inputs","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT08A","MC74HCT08ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT08ADTG","http://www.onsemi.com/pub/Collateral/MC74HCT08A-D.PDF","Quad 2-Input AND Gate with LSTTL Compatible Inputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate with LSTTL Compatible Inputs","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT08A","MC74HCT08ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT08ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HCT08A-D.PDF","Quad 2-Input AND Gate with LSTTL Compatible Inputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate with LSTTL Compatible Inputs","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT08A","NLV74HCT08ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HCT08ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HCT08A-D.PDF","Quad 2-Input AND Gate with LSTTL Compatible Inputs","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad 2-Input AND Gate with LSTTL Compatible Inputs","AND","4","2","6","15","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT14A","MC74HCT14ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT14ADG","http://www.onsemi.com/pub/Collateral/MC74HCT14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","4.5","5.5","32","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT14A","MC74HCT14ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT14ADR2G","http://www.onsemi.com/pub/Collateral/MC74HCT14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","4.5","5.5","32","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT14A","MC74HCT14ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT14ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HCT14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","4.5","5.5","32","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT14A","NLV74HCT14ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HCT14ADR2G","http://www.onsemi.com/pub/Collateral/MC74HCT14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","4.5","5.5","32","4","SOIC-14
TSSOP-14"
