"brand","Series","PartNo","DetailLink","dataSheet","Density","Status","Vcc","Feature","Frequency, MHz (Bus Width)","Packages","Temperature Range"
"mxic","NOR Flash---Serial NOR Flash","MX25L3206E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L3206E","http://www.macronix.com/Lists/Datasheet/Attachments/2512/MX25L3206E, 3V, 32Mb, v1.5.pdf","32Mb","Production, not for new design","2.7V-3.6V","H/W Hold","86(x1) 80(x2)","200mil 8-SOP 300mil 16-SOP 300mil 8-PDIP 4x4mm 8-USON 6x5mm 8-WSON 6x8mm 24-TFBGA","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L3225D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L3225D","http://www.macronix.com/Lists/Datasheet/Attachments/2441/MX25L3225D, 3V, 32Mb, v1.0.pdf","32Mb","Production, not for new design","2.7V-3.6V","-","104(x1) 75(x2, x4)","200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L3236D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L3236D","http://www.macronix.com/Lists/Datasheet/Attachments/2429/MX25L3236D, 3V, 32Mb, v1.3.pdf","32Mb","Production, not for new design","2.7V-3.6V","-","86(x1) 75(x2, x4)","200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L3237D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L3237D","http://www.macronix.com/Lists/Datasheet/Attachments/2442/MX25L3237D, 3V, 32Mb, v1.0.pdf","32Mb","Production, not for new design","2.7V-3.6V","-","86(x1) 75(x2, x4)","300mil 16-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L3275E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L3275E","http://www.macronix.com/Lists/Datasheet/Attachments/2505/MX25L3275E, 3V, 32Mb, v1.2.pdf","32Mb","Production, not for new design","2.7V-3.6V","Default 4 x I/O H/W Hold","104(x1, x4) 86(x2)","200mil 8-SOP 300mil 16-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U3235F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U3235F","http://www.macronix.com/Lists/Datasheet/Attachments/2563/MX25U3235F, 1.8V, 32Mb, v1.3.pdf","32Mb","Production, for new design","1.65V-2V","H/W Reset QPI Suspend/Resume Unique ID","104(x1, x4) 84(x2)","200mil 8-SOP 4x3mm 8-USON 4x4mm 8-XSON 6x5mm 8-WSON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U3235E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U3235E","http://www.macronix.com/Lists/Datasheet/Attachments/2513/MX25U3235E, 1.8V, 32Mb, v1.9.pdf","32Mb","Production, not for new design","1.65V-2V","QPI","104(x1, x4) 84(x2)","200mil 8-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L3205A","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L3205A","http://www.macronix.com/Lists/Datasheet/Attachments/2459/MX25L3205A, 3V, 32Mb, v1.2.pdf","32Mb","End of Life","2.7V-3.6V","-","50","300mil 16-SOP 8x6mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L3205D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L3205D","http://www.macronix.com/Lists/Datasheet/Attachments/2458/MX25L3205D, 3V, 32Mb, v1.5.pdf","32Mb","End of Life","2.7V-3.6V","-","86(x1) 50(x2)","200mil 8-SOP 300mil 16-SOP 6x5mm 8-WSON 4x4mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L3208D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L3208D","http://www.macronix.com/Lists/Datasheet/Attachments/2492/MX25L3208D, 3V, 32Mb, v1.0.pdf","32Mb","End of Life","2.7V-3.6V","-","86(x1) 50(x2)","200mil 8-SOP 300mil 16-SOP 300mil 8-PDIP 6x5mm 8-WSON 4x4mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L3235D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L3235D","http://www.macronix.com/Lists/Datasheet/Attachments/2471/MX25L3235D, 3V, 32Mb, v1.5.pdf","32Mb","End of Life","2.7V-3.6V","-","104(x1) 75(x2, x4)","200mil 8-SOP 300mil 16-SOP 8x6mm 8-WSON 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L3255D","http://mxweb.mxic.com.tw/web/feedback.nsf/contact?OpenForm&partno=MX25L3255D","-","32Mb","End of Life","2.7V-3.6V","-","104(x1) 75(x2, x4)","200mil 8-SOP 24-Ball BGA","-40℃ to +85℃","-"
"mxic","NOR Flash---Serial NOR Flash","MX25R1635F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25R1635F","http://www.macronix.com/Lists/Datasheet/Attachments/2650/MX25R1635F, Wide Range, 16Mb, v1.1.pdf","16Mb","Production, for new design","1.65V-3.6V","H/W Hold H/W Reset Suspend/Resume Ultra Low Power Unique ID","80(x1, x2, x4)","150mil 8-SOP 200mil 8-SOP 2x3mm 8-USON 6x5mm 8-WSON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1606E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1606E","http://www.macronix.com/Lists/Datasheet/Attachments/2662/MX25L1606E, 3V, 16Mb, v1.8.pdf","16Mb","Production","2.7V-3.6V","H/W Hold Pin","86(x1) 80(x2)","150mil 8-SOP 200mil 8-SOP 300mil 16-SOP 300mil 8-PDIP 4x4mm 8-USON 6x5mm 8-WSON 6x8mm 24-TFBGA","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1608E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1608E","http://www.macronix.com/Lists/Datasheet/Attachments/2537/MX25L1608E, 3V, 16Mb, v1.3.pdf","16Mb","Production","2.7V-3.6V","H/W Hold Unique ID","86(x1) 80(x2)","150mil 8-SOP 200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1633E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1633E","http://www.macronix.com/Lists/Datasheet/Attachments/2514/MX25L1633E, 3V, 16Mb, v1.8.pdf","16Mb","Production","2.7V-3.6V","-","104(x1) 85(x2, x4)","200mil 8-SOP 4x4mm 8-USON 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1635E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1635E","http://www.macronix.com/Lists/Datasheet/Attachments/2494/MX25L1635E, 3V, 16Mb, v1.6.pdf","16Mb","Production","2.7V-3.6V","-","108(x1, x4) 80(x2)","200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1636E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1636E","http://www.macronix.com/Lists/Datasheet/Attachments/2481/MX25L1636E, 3V, 16Mb, v1.3.pdf","16Mb","Production","2.7V-3.6V","-","133(x1, x2, x4)","200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1655D","http://mxweb.mxic.com.tw/web/feedback.nsf/contact?OpenForm&partno=MX25L1655D","-","16Mb","Production","2.7V-3.6V","Permanent Lock","104(x1) 75(x2, x4)","200mil 8-SOP  6x8mm 24-TFBGA","-40℃ to +85℃","-"
"mxic","NOR Flash---Serial NOR Flash","MX25L1673E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1673E","http://www.macronix.com/Lists/Datasheet/Attachments/2521/MX25L1673E, 3V, 16Mb, v1.2.pdf","16Mb","Production","2.7V-3.6V","Default 4 x I/O Unique ID","104(x1) 85(x2, x4)","200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1675E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1675E","http://www.macronix.com/Lists/Datasheet/Attachments/2510/MX25L1675E, 3V, 16Mb, v1.2.pdf","16Mb","Production, not for new design","2.7V-3.6V","Default 4 x I/O","104(x1) 85(x2, x4)","200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1636D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1636D","http://www.macronix.com/Lists/Datasheet/Attachments/2612/MX25L1636D, 3V, 16Mb, v1.2.pdf","16Mb","EOL issued","2.7V-3.6V","-","86(x1) 75(x2, x4)","200mil 8-SOP 300mil 16-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V1635F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V1635F","http://www.macronix.com/Lists/Datasheet/Attachments/2658/MX25V1635F, 2.5V, 16Mb, v0.00.pdf","16Mb","Under Development","2.3V-3.6V","H/W Hold Suspend/Resume Unique ID","80(x1, x2, x4)","150mil 8-SOP 200mil 8-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U1635F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U1635F","http://www.macronix.com/Lists/Datasheet/Attachments/2568/MX25U1635F, 1.8V, 16Mb, v1.5.pdf","16Mb","Production, for new design","1.65V-2V","H/W Reset QPI Suspend/Resume Unique ID","104(x1, x4) 84(x2)","200mil 8-SOP 4x3mm 8-USON 4x4mm 8-USON 6x5mm 8-WSON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U1635E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U1635E","http://www.macronix.com/Lists/Datasheet/Attachments/2526/MX25U1635E, 1.8V, 16Mb, v2.0.pdf","16Mb","Production","1.65V-2V","QPI Suspend/Resume","104(x1, x4) 84(x2)","150mil 8-SOP 200mil 8-SOP 4x4mm 8-USON 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1605","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1605","http://www.macronix.com/Lists/Datasheet/Attachments/2464/MX25L1605, 3V, 16Mb, v1.3.pdf","16Mb","End of Life","2.7V-3.6V","-","50","300mil 16-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1605A","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1605A","http://www.macronix.com/Lists/Datasheet/Attachments/2463/MX25L1605A, 3V, 16Mb, v1.6.pdf","16Mb","End of Life","2.7V-3.6V","-","85","200mil 8-SOP 300mil 16-SOP 8x6mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1605D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1605D","http://www.macronix.com/Lists/Datasheet/Attachments/2433/MX25L1605D, 3V, 16Mb, v1.5.pdf","16Mb","End of Life","2.7V-3.6V","-","86(x1) 50(x2)","150mil 8-SOP 200mil 8-SOP 300mil 16-SOP 6x5mm 8-WSON 4x4mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1608D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1608D","http://www.macronix.com/Lists/Datasheet/Attachments/2491/MX25L1608D, 3V, 16Mb, v1.0.pdf","16Mb","End of Life","2.7V-3.6V","-","86(x1) 50(x2)","150mil 8-SOP 200mil 8-SOP 300mil 16-SOP 300mil 8-PDIP 6x5mm 8-WSON 4x4mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1635D","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1635D","http://www.macronix.com/Lists/Datasheet/Attachments/2470/MX25L1635D, 3V, 16Mb, v2.2.pdf","16Mb","End of Life","2.7V-3.6V","-","104(x1) 75(x2, x4)","200mil 8-SOP 300mil 16-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25R8035F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25R8035F","http://www.macronix.com/Lists/Datasheet/Attachments/2656/MX25R8035F, Wide Range, 8Mb, v1.1.pdf","8Mb","Production, for new design","1.65V-3.6V","H/W Hold H/W Reset Suspend/Resume Ultra Low Power Unique ID","104(x1, x2, x4)","150mil 8-SOP 200mil 8-SOP 2x3mm 8-USON 6x5mm 8-WSON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L8006E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L8006E","http://www.macronix.com/Lists/Datasheet/Attachments/2660/MX25L8006E, 3V, 8Mb, v1.5.pdf","8Mb","Production","2.7V-3.6V","H/W Hold","86(x1) 80(x2)","150mil 8-SOP 200mil 8-SOP 300mil 8-PDIP 4x4mm 8-USON 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L8008E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L8008E","http://www.macronix.com/Lists/Datasheet/Attachments/2545/MX25L8008E, 3V, 8Mb, v1.3.pdf","8Mb","Production","2.7V-3.6V","H/W Hold Unique ID","86(x1) 80(x2)","200mil 8-SOP 4x4mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L8035E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L8035E","http://www.macronix.com/Lists/Datasheet/Attachments/2535/MX25L8035E, 3V, 8Mb, v1.4.pdf","8Mb","Production","2.7V-3.6V","-","108(x1, x4) 80(x2)","150mil 8-SOP 200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L8036E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L8036E","http://www.macronix.com/Lists/Datasheet/Attachments/2480/MX25L8036E, 3V, 8Mb, v1.1.pdf","8Mb","Production","2.7V-3.6V","-","133(x1, x2, x4)","200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L8073E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L8073E","http://www.macronix.com/Lists/Datasheet/Attachments/2495/MX25L8073E, 3V, 8Mb, v1.0.pdf","8Mb","Production","2.7V-3.6V","Default 4 x I/O","108(x1, x4) 80(x2)","200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L8075E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L8075E","http://www.macronix.com/Lists/Datasheet/Attachments/2489/MX25L8075E, 3V, 8Mb, v1.1.pdf","8Mb","Production, not for new design","2.7V-3.6V","Default 4 x I/O","108(x1, x4) 80(x2)","200mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V8035F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V8035F","http://www.macronix.com/Lists/Datasheet/Attachments/2659/MX25V8035F, 2.5V, 8Mb, v0.04.pdf","8Mb","Under Development","2.3V-3.6V","H/W Hold Suspend/Resume Unique ID","104(x1, x2, x4)","150mil 8-SOP 200mil 8-SOP 2x3mm 8-USON 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V8006E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V8006E","http://www.macronix.com/Lists/Datasheet/Attachments/2551/MX25V8006E, 2.5V, 8Mb, v1.6.pdf","8Mb","Production","2.35V-3.6V","H/W Hold","75(x1) 70(x2)","150mil 8-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V8035","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V8035","http://www.macronix.com/Lists/Datasheet/Attachments/2611/MX25V8035, 2.5V, 8Mb, v1.2.pdf","8Mb","EOL issued","2.25V-2.75V","H/W Hold H/W Reset","66(x1) 50(x2, x4)","150mil 8-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U8032E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U8032E","http://www.macronix.com/Lists/Datasheet/Attachments/2610/MX25U8032E, 1.8V, 8Mb, v1.4.pdf","8Mb","Production","1.65V-2V","-","80(x1, x2) 70(x4)","150mil 8-SOP 150mil 8-VSOP h:0.9mm","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U8033E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U8033E","http://www.macronix.com/Lists/Datasheet/Attachments/2534/MX25U8033E, 1.8V, 8Mb, v1.7.pdf","8Mb","Production","1.65V-2V","H/W Hold","80(x1, x2) 70(x4)","150mil 8-SOP 200mil 8-SOP 4x4mm 8-USON 6x5mm 8-WSON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U8035E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U8035E","http://www.macronix.com/Lists/Datasheet/Attachments/2567/MX25U8035E, 1.8V, 8Mb, v1.7.pdf","8Mb","Production","1.65V-2V","QPI Suspend/Resume","104(x1, x4) 84(x2)","150mil 8-SOP 200mil 8-SOP 4x4mm 8-USON 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U8035","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U8035","http://www.macronix.com/Lists/Datasheet/Attachments/2437/MX25U8035, 1.8V, 8Mb, v1.4.pdf","8Mb","EOL issued","1.65V-2V","-","40(x1, x2) 33(x4)","150mil 8-SOP 6x5mm 8-WSON 4x4mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L8005","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L8005","http://www.macronix.com/Lists/Datasheet/Attachments/2452/MX25L8005, 3V, 8Mb, v2.3.pdf","8Mb","End of Life","2.7V-3.6V","-","86","150mil 8-SOP 200mil 8-SOP 300mil 8-PDIP 6x5mm 8-WSON 4x4mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L8005ZM","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L8005ZM","http://www.macronix.com/Lists/Datasheet/Attachments/2451/MX25L8005ZM, 3V, 8Mb, v2.0.pdf","8Mb","End of Life","2.7V-3.6V","-","86","6x5mm 8-SON ","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V8005","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V8005","http://www.macronix.com/Lists/Datasheet/Attachments/2439/MX25V8005, 2.5V, 8Mb, v1.1.pdf","8Mb","End of Life","2.35V-3.6V","-","50","150mil 8-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25R4035F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25R4035F","http://www.macronix.com/Lists/Datasheet/Attachments/2653/MX25R4035F, Wide Range, 4Mb, v1.1.pdf","4Mb","Production, for new design","1.65V-3.6V","H/W Hold H/W Reset Suspend/Resume Ultra Low Power Unique ID","104(x1, x2, x4)","150mil 8-SOP 2x3mm 8-USON 6x5mm 8-WSON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L4006E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L4006E","http://www.macronix.com/Lists/Datasheet/Attachments/2661/MX25L4006E, 3V, 4Mb, v1.6.pdf","4Mb","Production","2.7V-3.6V","H/W Hold","86(x1) 80(x2)","150mil 8-SOP 200mil 8-SOP 2x3mm 8-USON 300mil 8-PDIP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L4026E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L4026E","http://www.macronix.com/Lists/Datasheet/Attachments/2518/MX25L4026E, 3V, 4Mb, v1.3.pdf","4Mb","Production","2.7V-3.6V","H/W Hold","86(x1) 80(x2)","150mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V4006E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V4006E","http://www.macronix.com/Lists/Datasheet/Attachments/2623/MX25V4006E, 2.5V, 4Mb, v1.8.pdf","4Mb","Production","2.35V-3.6V","H/W Hold","75(x1) 70(x2)","150mil 8-SOP 150mil 8-VSOP (0.9mm height) 2x3mm 8-USON 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V4035","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V4035","http://www.macronix.com/Lists/Datasheet/Attachments/2613/MX25V4035, 2.5V, 4Mb, v1.2.pdf","4Mb","EOL issued","2.25V-2.75V","H/W Hold H/W Reset","66(x1) 50(x2, x4)","150mil 8-SOP  6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U4032E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U4032E","http://www.macronix.com/Lists/Datasheet/Attachments/2609/MX25U4032E, 1.8V, 4Mb, v1.4.pdf","4Mb","Production","1.65V-2V","-","80(x1, x2) 70(x4)","150mil 8-SOP 150mil 8-VSOP h:0.9mm","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U4033E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U4033E","http://www.macronix.com/Lists/Datasheet/Attachments/2641/MX25U4033E, 1.8V, 4Mb, v1.8.pdf","4Mb","Production","1.65V-2V","H/W Hold","80(x1, x2) 70(x4)","150mil 8-SOP 4x3mm 8-USON 4x4mm 8-USON 6x5mm 8-WSON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U4035","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U4035","http://www.macronix.com/Lists/Datasheet/Attachments/2436/MX25U4035, 1.8V, 4Mb, v1.4.pdf","4Mb","Production, not for new design","1.65V-2V","H/W Hold H/W Reset","40(x1, x2) 33(x4)","150mil 8-SOP  6x5mm 8-WSON  4x4mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L4005","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L4005","http://www.macronix.com/Lists/Datasheet/Attachments/2457/MX25L4005, 3V, 4Mb, v1.2.pdf","4Mb","End of Life","2.7V-3.6V","-","70","150mil 8-SOP 200mil 8-SOP 6x5mm 8-SON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L4005A","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L4005A","http://www.macronix.com/Lists/Datasheet/Attachments/2449/MX25L4005A, 3V, 4Mb, v2.2.pdf","4Mb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP  200mil 8-SOP  300mil 8-PDIP  6x5mm 8-WSON  4x4mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L4005C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L4005C","http://www.macronix.com/Lists/Datasheet/Attachments/2456/MX25L4005C, 3V, 4Mb, v1.4.pdf","4Mb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP 200mil 8-SOP 300mil 8-PDIP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L4025C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L4025C","http://www.macronix.com/Lists/Datasheet/Attachments/2455/MX25L4025C, 3V, 4Mb, v1.1.pdf","4Mb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V4005","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V4005","http://www.macronix.com/Lists/Datasheet/Attachments/2468/MX25V4005, 2.5V, 4Mb, v1.3.pdf","4Mb","End of Life","2.35V-3.6V","-","50","150mil 8-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V4005C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V4005C","http://www.macronix.com/Lists/Datasheet/Attachments/2469/MX25V4005C, 2.5V, 4Mb, v1.1.pdf","4Mb","End of Life","2.35V-3.6V","-","50","150mil 8-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25R2035F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25R2035F","http://www.macronix.com/Lists/Datasheet/Attachments/2649/MX25R2035F, Wide Range, 2Mb, v1.1.pdf","2Mb","Production, for new design","1.65V-3.6V","H/W Hold H/W Reset Suspend/Resume Ultra Low Power Unique ID","104(x1, x2, x4)","150mil 8-SOP 173mil 8-TSSOP 2x3mm 8-USON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L2006E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L2006E","http://www.macronix.com/Lists/Datasheet/Attachments/2517/MX25L2006E, 3V, 2Mb, v1.5.pdf","2Mb","Production","2.7V-3.6V","H/W Hold","86(x1) 80(x2)","150mil 8-SOP 2x3mm 8-USON 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L2026E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L2026E","http://www.macronix.com/Lists/Datasheet/Attachments/2516/MX25L2026E, 3V, 2Mb, v1.4.pdf","2Mb","Production","2.7V-3.6V","H/W Hold","86(x1) 80(x2)","150mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L2026C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L2026C","http://www.macronix.com/Lists/Datasheet/Attachments/2435/MX25L2026C, 3V, 2Mb, v1.1.pdf","2Mb","Production, not for new design","2.7V-3.6V","H/W Hold","85","150mil 8-SOP","-40℃ to +85℃"," "
