"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","VCC (V)","No. of  Tx","No. of  Rx","Duplex","Data Rate  (kbps)","ESD  (kV)","Typ.  Shutdown  ICC (µA)","Rx  Fail safe  Open","Rx  Fail safe  Short","Shutdown","Multi-Drop  Nodes"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485R","SP485REN-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs422/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485R","SP485REN-L/TR","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs422/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485R","SP485REP-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs422/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485ECN","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485ECN/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485ECN-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485ECN-L/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485ECP","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485ECP-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EEN","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EEN/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EEN-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EEN-L/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EEP","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EEP-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EMN","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EMN/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EMN-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485E","SP485EMN-L/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs422/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","XR3071X","XR3071XID-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3071x","http://www.exar.com/connectivity/transceiver/rs422/xr3071x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity---Serial Transceivers-RS422-RS422","XR3071X","XR3071XIDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3071x","http://www.exar.com/connectivity/transceiver/rs422/xr3071x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485BN","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485BN-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485BN-L/TR","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485CN","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485CN/TR","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485CN-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485CN-L/TR","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485CS","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485CS-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485DN","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485DN-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485EN","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485EN/TR","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485EN-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485EN-L/TR","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485ES","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485ES-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485REN-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485SN","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485SN-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485SS","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485","SP485SS-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp485","http://www.exar.com/connectivity/transceiver/rs422/sp485/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491CN","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491CN/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491CN-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491CN-L/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491CS","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491CS-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491EN","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491EN/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491EN-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491EN-L/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491ES","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491","SP491ES-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs422/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP4082E","SP4082EEN-L","http://www.exar.com/common/content/document.ashx?id=1218&languageid=1033&type=datasheet&part=sp4082e","http://www.exar.com/connectivity/transceiver/rs422/sp4082e/","5V RS-485/RS-422 Half-Duplex Transceiver","5","1","1","Half","115","15","400","▪","-","-","256"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP4082E","SP4082EEN-L/TR","http://www.exar.com/common/content/document.ashx?id=1218&languageid=1033&type=datasheet&part=sp4082e","http://www.exar.com/connectivity/transceiver/rs422/sp4082e/","5V RS-485/RS-422 Half-Duplex Transceiver","5","1","1","Half","115","15","400","▪","-","-","256"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3497E","SP3497EEN-L","http://www.exar.com/common/content/document.ashx?id=1387&languageid=1033&type=datasheet&part=sp3497e","http://www.exar.com/connectivity/transceiver/rs422/sp3497e/","3.3V High Speed RS-485/RS-422 Transceivers, Advanced Fail-safe, Hot Swap Protection, ±15kV ESD-Protected ","3.3","1","1","Full","32000","15","1","▪","▪","▪","64"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3497E","SP3497EEN-L/TR","http://www.exar.com/common/content/document.ashx?id=1387&languageid=1033&type=datasheet&part=sp3497e","http://www.exar.com/connectivity/transceiver/rs422/sp3497e/","3.3V High Speed RS-485/RS-422 Transceivers, Advanced Fail-safe, Hot Swap Protection, ±15kV ESD-Protected ","3.3","1","1","Full","32000","15","1","▪","▪","▪","64"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483CN","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483CN/TR","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483CN-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483CN-L/TR","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483CS","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483CS-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483EN","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483EN/TR","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483EN-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483EN-L/TR","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483ES","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP483","SP483ES-L","http://www.exar.com/common/content/document.ashx?id=20179&languageid=1033&type=datasheet&part=sp483","http://www.exar.com/connectivity/transceiver/rs422/sp483/","Low Power Half-Duplex RS-485 Transceivers","5","1","1","Half","250","2","1","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3496E","SP3496EEN-L","http://www.exar.com/common/content/document.ashx?id=1387&languageid=1033&type=datasheet&part=sp3496e","http://www.exar.com/connectivity/transceiver/rs422/sp3496e/","3.3V High Speed RS-485/RS-422 Transceivers, Advanced Failsafe, Hot Swap Protection, ±15kV ESD-Protected 
","3.3","1","1","Full","32000","15","1","▪","▪","-","64"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3496E","SP3496EEN-L/TR","http://www.exar.com/common/content/document.ashx?id=1387&languageid=1033&type=datasheet&part=sp3496e","http://www.exar.com/connectivity/transceiver/rs422/sp3496e/","3.3V High Speed RS-485/RS-422 Transceivers, Advanced Failsafe, Hot Swap Protection, ±15kV ESD-Protected 
","3.3","1","1","Full","32000","15","1","▪","▪","-","64"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494CN","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494CN/TR","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494CN-L","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494CN-L/TR","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494CP","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494CP-L","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494EN","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494EN/TR","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494EN-L","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP3494","SP3494EN-L/TR","http://www.exar.com/common/content/document.ashx?id=703&languageid=1033&type=datasheet&part=sp3494","http://www.exar.com/connectivity/transceiver/rs422/sp3494/","3.3V Slew Limited RS-485/RS-422, 2.5Mbps Half-Duplex","3.3","1","1","Half","2500","2","10","▪","-","▪","32"
