"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","VCC (V)","No. of  Tx","No. of  Rx","Duplex","Data Rate  (kbps)","ESD  (kV)","Typ.  Shutdown  ICC (µA)","Rx  Fail safe  Open","Rx  Fail safe  Short","Shutdown","Multi-Drop  Nodes"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491EEN-L/TR","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491EEP","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491EEP-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490ECN","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490ECN/TR","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490ECN-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490ECN-L/TR","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490ECP","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490ECP-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490EEN","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490EEN/TR","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490EEN-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490EEN-L/TR","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490EEP","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490E","SP490EEP-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs485/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487CN","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487CN-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487CP","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487CP-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487CT","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487CT/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487CT-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487CT-L/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487ES","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487ET","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487ET/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487ET-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP487","SP487ET-L/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs485/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490CN","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490CN/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490CN-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490CN-L/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490CS","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490CS-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490EN","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490EN/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490EN-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490EN-L/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490ES","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP490","SP490ES-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs485/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485RCN","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485RCN/TR","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485RCN-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485RCN-L/TR","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485RCP","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485RCP-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485RCS-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485REN","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485REN/TR","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485REN-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485REN-L/TR","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485REP","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485REP-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485R","SP485RES-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs485/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485ECN","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485ECN/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485ECN-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485ECN-L/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485ECP","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485ECP-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EEN","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EEN/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EEN-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EEN-L/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EEP","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EEP-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EMN","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EMN/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EMN-L","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP485E","SP485EMN-L/TR","http://www.exar.com/common/content/document.ashx?id=643&languageid=1033&type=datasheet&part=sp485e","http://www.exar.com/connectivity/transceiver/rs485/sp485e/","Enhanced Low EMI Half-Duplex RS-485 Transceiver","5","1","1","Half","10000","15","-","▪","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CN","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CN/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CN-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CP","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CP-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CS","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CS-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CT","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CT/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CT-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486CT-L/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486ES","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486ET","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486ET/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486ET-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP486","SP486ET-L/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp486","http://www.exar.com/connectivity/transceiver/rs485/sp486/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
