"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","No. of  Tx","No. of  Rx","Data Rate  (kbps)","ESD  (kV)","VCC  MIN.  (V)","VCC  MAX.  (V)","VCC (V)","Int. Chrg.  Pump","No. of  Ext  Caps","Nom  Cap.  Value  (µF)","Shutdown","TTL  Tri-state"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBEA/TR","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBEA-L","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBEA-L/TR","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBER-L","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBER-L/TR","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBET","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBET/TR","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBET-L","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBET-L/TR","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBEY","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBEY/TR","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBEY-L","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3243EB","SP3243EBEY-L/TR","http://www.exar.com/common/content/document.ashx?id=636&languageid=1033&type=datasheet&part=sp3243eb","http://www.exar.com/connectivity/transceiver/rs232/sp3243eb/","Intelligent +3.0V to +5.5V RS-232 Transceiver","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3225E","SP3225ECA-L","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3225e","http://www.exar.com/connectivity/transceiver/rs232/sp3225e/","1Mbps +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3225E","SP3225ECA-L/TR","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3225e","http://www.exar.com/connectivity/transceiver/rs232/sp3225e/","1Mbps +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3225E","SP3225ECY-L","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3225e","http://www.exar.com/connectivity/transceiver/rs232/sp3225e/","1Mbps +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3225E","SP3225ECY-L/TR","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3225e","http://www.exar.com/connectivity/transceiver/rs232/sp3225e/","1Mbps +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3225E","SP3225EEA-L","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3225e","http://www.exar.com/connectivity/transceiver/rs232/sp3225e/","1Mbps +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3225E","SP3225EEA-L/TR","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3225e","http://www.exar.com/connectivity/transceiver/rs232/sp3225e/","1Mbps +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3225E","SP3225EEY-L","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3225e","http://www.exar.com/connectivity/transceiver/rs232/sp3225e/","1Mbps +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3225E","SP3225EEY-L/TR","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3225e","http://www.exar.com/connectivity/transceiver/rs232/sp3225e/","1Mbps +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCA","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCA/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCA-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCA-L/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCP","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCP-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCY","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCY/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCY-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUCY-L/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEA","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEA/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEA-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEA-L/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEP","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEP-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEY","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEY/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEY-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223EU","SP3223EUEY-L/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223eu","http://www.exar.com/connectivity/transceiver/rs232/sp3223eu/","High Speed Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EBCP-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EBEP-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECA","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECA/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECA-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECA-L/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECP","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECP-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECY","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECY/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECY-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223ECY-L/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEA","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEA/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEA-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEA-L/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEP","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEP-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEY","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEY/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEY-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EEY-L/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EHEA","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EHEA/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EHEP","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EHEY","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EHEY/TR","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3223E","SP3223EP-L","http://www.exar.com/common/content/document.ashx?id=20612&languageid=1033&type=datasheet&part=sp3223e","http://www.exar.com/connectivity/transceiver/rs232/sp3223e/","Intelligent +3.0V to +5.5V RS-232 Transceivers","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3224E","SP3224ECA-L","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3224e","http://www.exar.com/connectivity/transceiver/rs232/sp3224e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3224E","SP3224ECA-L/TR","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3224e","http://www.exar.com/connectivity/transceiver/rs232/sp3224e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3224E","SP3224ECY-L","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3224e","http://www.exar.com/connectivity/transceiver/rs232/sp3224e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3224E","SP3224ECY-L/TR","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3224e","http://www.exar.com/connectivity/transceiver/rs232/sp3224e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3224E","SP3224EEA-L","http://www.exar.com/common/content/document.ashx?id=1259&languageid=1033&type=datasheet&part=sp3224e","http://www.exar.com/connectivity/transceiver/rs232/sp3224e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","2","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
